"GEO_ID","NAME","B19001_001E","B19001_001M","B19001_001MA","B19001_001EA","B19001_002E","B19001_002M","B19001_002MA","B19001_002EA","B19001_003E","B19001_003M","B19001_003MA","B19001_003EA","B19001_004E","B19001_004M","B19001_004MA","B19001_004EA","B19001_005E","B19001_005M","B19001_005MA","B19001_005EA","B19001_006E","B19001_006M","B19001_006MA","B19001_006EA","B19001_007E","B19001_007M","B19001_007MA","B19001_007EA","B19001_008E","B19001_008M","B19001_008MA","B19001_008EA","B19001_009E","B19001_009EA","B19001_009M","B19001_009MA","B19001_010E","B19001_010EA","B19001_010M","B19001_010MA","B19001_011E","B19001_011M","B19001_011MA","B19001_011EA","B19001_012E","B19001_012EA","B19001_012M","B19001_012MA","B19001_013E","B19001_013EA","B19001_013M","B19001_013MA","B19001_014E","B19001_014EA","B19001_014M","B19001_014MA","B19001_015E","B19001_015EA","B19001_015M","B19001_015MA","B19001_016E","B19001_016M","B19001_016MA","B19001_016EA","B19001_017E","B19001_017EA","B19001_017M","B19001_017MA",
"1500000US530330322033","Block Group 3, Census Tract 322.03, King County, Washington","855","91","null","null","38","43","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","16","25","null","null","13","null","21","null","0","null","12","null","0","12","null","null","17","null","27","null","20","null","32","null","141","null","71","null","63","null","48","null","99","67","null","null","448","null","109","null",
"1500000US530330322034","Block Group 4, Census Tract 322.03, King County, Washington","486","103","null","null","11","18","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","11","19","null","null","0","12","null","null","0","null","12","null","19","null","30","null","0","12","null","null","0","null","12","null","37","null","44","null","153","null","105","null","39","null","34","null","15","23","null","null","201","null","89","null",
"1500000US530330322071","Block Group 1, Census Tract 322.07, King County, Washington","447","67","null","null","0","12","null","null","0","12","null","null","12","18","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","14","null","16","null","22","24","null","null","20","null","22","null","79","null","39","null","9","null","14","null","41","null","40","null","19","22","null","null","231","null","57","null",
"1500000US530330322072","Block Group 2, Census Tract 322.07, King County, Washington","346","59","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","9","14","null","null","7","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","28","null","28","null","18","null","20","null","36","null","28","null","0","null","12","null","58","33","null","null","190","null","58","null",
"1500000US530330322073","Block Group 3, Census Tract 322.07, King County, Washington","504","76","null","null","7","11","null","null","0","12","null","null","18","21","null","null","8","13","null","null","0","12","null","null","28","25","null","null","31","44","null","null","7","null","11","null","0","null","12","null","15","17","null","null","21","null","21","null","65","null","36","null","53","null","48","null","29","null","32","null","69","43","null","null","153","null","65","null",
"1500000US530330322081","Block Group 1, Census Tract 322.08, King County, Washington","799","128","null","null","75","77","null","null","61","47","null","null","28","32","null","null","0","12","null","null","16","25","null","null","0","12","null","null","0","12","null","null","0","null","12","null","44","null","38","null","16","25","null","null","75","null","77","null","74","null","51","null","73","null","72","null","34","null","38","null","96","53","null","null","207","null","80","null",
"1500000US530330322082","Block Group 2, Census Tract 322.08, King County, Washington","643","115","null","null","16","25","null","null","0","12","null","null","47","44","null","null","48","44","null","null","16","25","null","null","59","43","null","null","76","47","null","null","15","null","25","null","48","null","42","null","48","45","null","null","44","null","42","null","77","null","81","null","15","null","24","null","16","null","24","null","44","42","null","null","74","null","55","null",
"1500000US530330322083","Block Group 3, Census Tract 322.08, King County, Washington","943","122","null","null","63","74","null","null","0","12","null","null","57","76","null","null","15","26","null","null","32","36","null","null","15","24","null","null","47","39","null","null","27","null","31","null","15","null","23","null","54","48","null","null","82","null","51","null","130","null","72","null","184","null","85","null","92","null","59","null","18","28","null","null","112","null","53","null",
"1500000US530330322084","Block Group 4, Census Tract 322.08, King County, Washington","792","131","null","null","16","25","null","null","16","27","null","null","0","12","null","null","0","12","null","null","19","30","null","null","0","12","null","null","0","12","null","null","16","null","24","null","0","null","12","null","81","73","null","null","16","null","26","null","100","null","82","null","111","null","80","null","106","null","66","null","105","80","null","null","206","null","100","null",
"1500000US530330322085","Block Group 5, Census Tract 322.08, King County, Washington","1037","136","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","28","31","null","null","0","12","null","null","94","null","89","null","16","null","24","null","44","43","null","null","46","null","46","null","110","null","70","null","61","null","42","null","123","null","103","null","227","105","null","null","288","null","93","null",
"1500000US530330322101","Block Group 1, Census Tract 322.10, King County, Washington","684","135","null","null","0","12","null","null","38","57","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","76","null","121","null","39","57","null","null","0","null","12","null","21","null","33","null","36","null","51","null","169","null","130","null","183","89","null","null","122","null","91","null",
"1500000US530330322102","Block Group 2, Census Tract 322.10, King County, Washington","2058","191","null","null","0","17","null","null","26","42","null","null","0","17","null","null","0","17","null","null","0","17","null","null","74","69","null","null","53","60","null","null","50","null","57","null","0","null","17","null","43","51","null","null","78","null","71","null","345","null","155","null","204","null","130","null","178","null","111","null","349","157","null","null","658","null","188","null",
"1500000US530330322103","Block Group 3, Census Tract 322.10, King County, Washington","2788","232","null","null","193","121","null","null","112","132","null","null","24","40","null","null","39","63","null","null","95","130","null","null","22","36","null","null","86","77","null","null","93","null","117","null","0","null","17","null","209","165","null","null","184","null","138","null","410","null","195","null","259","null","138","null","333","null","166","null","163","115","null","null","566","null","161","null",
"1500000US530330322111","Block Group 1, Census Tract 322.11, King County, Washington","613","67","null","null","28","25","null","null","0","12","null","null","8","13","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","16","null","18","null","0","12","null","null","43","null","24","null","118","null","65","null","67","null","37","null","37","null","28","null","102","48","null","null","194","null","65","null",
"1500000US530330322112","Block Group 2, Census Tract 322.11, King County, Washington","627","62","null","null","0","12","null","null","0","12","null","null","9","14","null","null","7","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","11","null","17","null","9","null","14","null","9","14","null","null","34","null","23","null","88","null","57","null","42","null","32","null","56","null","31","null","144","56","null","null","218","null","73","null",
"1500000US530330322113","Block Group 3, Census Tract 322.11, King County, Washington","510","56","null","null","19","19","null","null","0","12","null","null","9","13","null","null","0","12","null","null","0","12","null","null","0","12","null","null","8","13","null","null","9","null","14","null","9","null","14","null","17","17","null","null","20","null","22","null","65","null","36","null","30","null","22","null","93","null","41","null","130","54","null","null","101","null","42","null",
"1500000US530330322121","Block Group 1, Census Tract 322.12, King County, Washington","936","98","null","null","14","22","null","null","0","12","null","null","0","12","null","null","0","12","null","null","15","24","null","null","0","12","null","null","14","24","null","null","15","null","25","null","0","null","12","null","26","31","null","null","67","null","45","null","30","null","36","null","151","null","89","null","105","null","65","null","216","113","null","null","283","null","90","null",
"1500000US530330322122","Block Group 2, Census Tract 322.12, King County, Washington","298","103","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","21","null","18","null","0","null","12","null","59","null","48","null","45","42","null","null","173","null","85","null",
"1500000US530330322123","Block Group 3, Census Tract 322.12, King County, Washington","545","100","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","12","null","20","null","0","12","null","null","0","null","12","null","31","null","36","null","0","null","12","null","77","null","59","null","117","79","null","null","308","null","96","null",
"1500000US530330322124","Block Group 4, Census Tract 322.12, King County, Washington","1025","154","null","null","27","44","null","null","0","12","null","null","17","26","null","null","13","21","null","null","0","12","null","null","26","31","null","null","59","73","null","null","0","null","12","null","27","null","45","null","23","40","null","null","150","null","94","null","144","null","87","null","160","null","86","null","134","null","92","null","44","42","null","null","201","null","92","null",
"1500000US530330322131","Block Group 1, Census Tract 322.13, King County, Washington","387","95","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","13","15","null","null","7","11","null","null","0","null","12","null","8","null","12","null","6","11","null","null","6","null","10","null","38","null","27","null","38","null","30","null","58","null","36","null","35","28","null","null","178","null","105","null",
"1500000US530330322132","Block Group 2, Census Tract 322.13, King County, Washington","400","63","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","14","20","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","24","null","20","null","52","null","38","null","76","null","40","null","72","42","null","null","162","null","51","null",
"1500000US530330322133","Block Group 3, Census Tract 322.13, King County, Washington","719","71","null","null","0","12","null","null","0","12","null","null","17","25","null","null","0","12","null","null","0","12","null","null","43","29","null","null","0","12","null","null","0","null","12","null","9","null","14","null","11","17","null","null","26","null","24","null","17","null","20","null","126","null","60","null","88","null","53","null","83","40","null","null","299","null","52","null",
"1500000US530330322141","Block Group 1, Census Tract 322.14, King County, Washington","558","60","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","6","null","10","null","0","null","12","null","43","null","33","null","72","null","56","null","166","61","null","null","271","null","73","null",
"1500000US530330322142","Block Group 2, Census Tract 322.14, King County, Washington","901","85","null","null","0","12","null","null","9","15","null","null","10","16","null","null","0","12","null","null","19","22","null","null","0","12","null","null","0","12","null","null","20","null","24","null","10","null","15","null","46","37","null","null","31","null","36","null","74","null","55","null","54","null","38","null","170","null","65","null","175","66","null","null","283","null","73","null",
"1500000US530330322143","Block Group 3, Census Tract 322.14, King County, Washington","597","63","null","null","0","12","null","null","9","14","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","11","null","16","null","21","21","null","null","20","null","21","null","32","null","29","null","53","null","34","null","80","null","44","null","135","54","null","null","236","null","74","null",
"1500000US530330322151","Block Group 1, Census Tract 322.15, King County, Washington","624","69","null","null","10","15","null","null","0","12","null","null","0","12","null","null","0","12","null","null","12","18","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","10","null","15","null","55","null","38","null","26","null","25","null","24","null","23","null","137","59","null","null","350","null","85","null",
"1500000US530330322152","Block Group 2, Census Tract 322.15, King County, Washington","966","75","null","null","54","37","null","null","0","12","null","null","10","17","null","null","23","25","null","null","33","30","null","null","10","17","null","null","0","12","null","null","0","null","12","null","0","null","12","null","11","18","null","null","11","null","17","null","46","null","32","null","52","null","36","null","75","null","41","null","89","46","null","null","552","null","94","null",
"1500000US530330323071","Block Group 1, Census Tract 323.07, King County, Washington","551","84","null","null","17","27","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","30","33","null","null","26","29","null","null","39","null","37","null","0","null","12","null","0","12","null","null","0","null","12","null","34","null","32","null","64","null","53","null","43","null","42","null","118","54","null","null","180","null","72","null",
"1500000US530330323072","Block Group 2, Census Tract 323.07, King County, Washington","432","73","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","13","null","22","null","0","null","12","null","16","26","null","null","49","null","46","null","72","null","46","null","120","null","71","null","29","null","33","null","43","38","null","null","90","null","52","null",
"1500000US530330323073","Block Group 3, Census Tract 323.07, King County, Washington","399","86","null","null","44","69","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","13","20","null","null","0","null","12","null","0","null","12","null","9","15","null","null","0","null","12","null","44","null","41","null","56","null","46","null","75","null","55","null","81","43","null","null","77","null","48","null",
"1500000US530330323074","Block Group 4, Census Tract 323.07, King County, Washington","423","112","null","null","0","12","null","null","16","26","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","13","null","22","null","48","null","74","null","14","22","null","null","14","null","22","null","69","null","52","null","19","null","30","null","17","null","27","null","41","40","null","null","172","null","106","null",
"1500000US530330323075","Block Group 5, Census Tract 323.07, King County, Washington","362","107","null","null","0","12","null","null","16","26","null","null","0","12","null","null","0","12","null","null","0","12","null","null","49","77","null","null","64","82","null","null","0","null","12","null","0","null","12","null","70","49","null","null","0","null","12","null","0","null","12","null","27","null","31","null","30","null","37","null","52","40","null","null","54","null","44","null",
"1500000US530330323091","Block Group 1, Census Tract 323.09, King County, Washington","785","129","null","null","0","12","null","null","57","73","null","null","16","26","null","null","17","28","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","17","27","null","null","20","null","31","null","135","null","63","null","94","null","60","null","230","null","96","null","89","81","null","null","110","null","64","null",
"1500000US530330323092","Block Group 2, Census Tract 323.09, King County, Washington","2556","220","null","null","190","88","null","null","41","41","null","null","59","53","null","null","63","82","null","null","110","67","null","null","96","91","null","null","65","78","null","null","40","null","46","null","23","null","38","null","47","42","null","null","209","null","113","null","312","null","133","null","434","null","140","null","201","null","106","null","409","170","null","null","257","null","127","null",
"1500000US530330323093","Block Group 3, Census Tract 323.09, King County, Washington","811","128","null","null","19","30","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","15","24","null","null","0","null","12","null","11","null","19","null","18","27","null","null","48","null","48","null","30","null","39","null","26","null","32","null","101","null","76","null","253","88","null","null","290","null","116","null",
"1500000US530330323111","Block Group 1, Census Tract 323.11, King County, Washington","454","61","null","null","0","12","null","null","17","26","null","null","0","12","null","null","0","12","null","null","35","40","null","null","18","28","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","34","null","38","null","34","null","38","null","52","null","47","null","0","null","12","null","35","38","null","null","229","null","70","null",
"1500000US530330323112","Block Group 2, Census Tract 323.11, King County, Washington","590","118","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","17","27","null","null","18","28","null","null","70","null","90","null","0","null","12","null","0","12","null","null","0","null","12","null","72","null","49","null","88","null","61","null","34","null","37","null","72","56","null","null","219","null","115","null",
"1500000US530330323113","Block Group 3, Census Tract 323.11, King County, Washington","368","43","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","18","29","null","null","18","null","28","null","0","null","12","null","35","29","null","null","0","null","12","null","18","null","29","null","139","null","62","null","0","null","12","null","71","49","null","null","69","null","56","null",
"1500000US530330323114","Block Group 4, Census Tract 323.11, King County, Washington","480","70","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","17","27","null","null","0","12","null","null","16","25","null","null","0","null","12","null","0","null","12","null","35","40","null","null","53","null","47","null","84","null","57","null","52","null","39","null","51","null","47","null","68","53","null","null","104","null","66","null",
"1500000US530330323115","Block Group 5, Census Tract 323.11, King County, Washington","298","57","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","18","null","27","null","52","null","48","null","53","null","48","null","0","null","12","null","55","49","null","null","120","null","61","null",
"1500000US530330323131","Block Group 1, Census Tract 323.13, King County, Washington","280","64","null","null","0","12","null","null","17","27","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","29","35","null","null","0","null","12","null","0","null","12","null","0","12","null","null","17","null","26","null","0","null","12","null","79","null","54","null","36","null","41","null","20","27","null","null","82","null","48","null",
"1500000US530330323132","Block Group 2, Census Tract 323.13, King County, Washington","650","108","null","null","31","34","null","null","0","12","null","null","34","38","null","null","69","69","null","null","24","25","null","null","0","12","null","null","45","43","null","null","34","null","36","null","0","null","12","null","12","18","null","null","32","null","33","null","57","null","44","null","86","null","56","null","42","null","67","null","95","58","null","null","89","null","58","null",
"1500000US530330323133","Block Group 3, Census Tract 323.13, King County, Washington","272","63","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","0","null","12","null","74","null","71","null","0","null","12","null","26","29","null","null","172","null","53","null",
"1500000US530330323134","Block Group 4, Census Tract 323.13, King County, Washington","1332","127","null","null","0","12","null","null","30","34","null","null","0","12","null","null","29","31","null","null","0","12","null","null","0","12","null","null","112","92","null","null","14","null","23","null","14","null","22","null","16","24","null","null","159","null","93","null","271","null","118","null","133","null","67","null","186","null","80","null","247","151","null","null","121","null","68","null",
"1500000US530330323151","Block Group 1, Census Tract 323.15, King County, Washington","706","74","null","null","9","14","null","null","0","12","null","null","16","27","null","null","10","17","null","null","5","10","null","null","0","12","null","null","7","11","null","null","0","null","12","null","10","null","17","null","39","31","null","null","29","null","29","null","77","null","40","null","89","null","54","null","31","null","28","null","94","46","null","null","290","null","76","null",
"1500000US530330323152","Block Group 2, Census Tract 323.15, King County, Washington","674","85","null","null","53","55","null","null","14","21","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","19","20","null","null","10","null","15","null","11","null","18","null","13","21","null","null","17","null","20","null","99","null","45","null","70","null","40","null","92","null","36","null","105","47","null","null","171","null","70","null",
"1500000US530330323153","Block Group 3, Census Tract 323.15, King County, Washington","662","86","null","null","25","27","null","null","0","12","null","null","0","12","null","null","10","15","null","null","0","12","null","null","5","9","null","null","11","18","null","null","18","null","21","null","0","null","12","null","34","34","null","null","17","null","20","null","46","null","33","null","79","null","52","null","59","null","39","null","122","59","null","null","236","null","71","null",
"1500000US530330323161","Block Group 1, Census Tract 323.16, King County, Washington","252","48","null","null","9","14","null","null","0","12","null","null","0","12","null","null","14","17","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","8","null","13","null","0","12","null","null","24","null","24","null","18","null","21","null","29","null","44","null","9","null","14","null","15","17","null","null","126","null","46","null",
"1500000US530330323162","Block Group 2, Census Tract 323.16, King County, Washington","583","76","null","null","12","19","null","null","0","12","null","null","8","13","null","null","0","12","null","null","7","11","null","null","8","12","null","null","0","12","null","null","13","null","18","null","8","null","13","null","52","53","null","null","15","null","15","null","26","null","23","null","37","null","32","null","127","null","60","null","116","60","null","null","154","null","57","null",
"1500000US530330323163","Block Group 3, Census Tract 323.16, King County, Washington","632","72","null","null","25","22","null","null","17","19","null","null","6","10","null","null","0","12","null","null","7","12","null","null","16","19","null","null","0","12","null","null","0","null","12","null","8","null","12","null","56","53","null","null","7","null","12","null","53","null","46","null","47","null","32","null","89","null","55","null","39","29","null","null","262","null","65","null",
"1500000US530330323164","Block Group 4, Census Tract 323.16, King County, Washington","447","60","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","8","12","null","null","15","17","null","null","0","12","null","null","0","null","12","null","0","null","12","null","10","16","null","null","25","null","17","null","11","null","17","null","23","null","17","null","29","null","26","null","80","44","null","null","246","null","70","null",
"1500000US530330323171","Block Group 1, Census Tract 323.17, King County, Washington","529","76","null","null","37","44","null","null","0","12","null","null","13","20","null","null","0","12","null","null","0","12","null","null","0","12","null","null","23","35","null","null","0","null","12","null","0","null","12","null","10","18","null","null","11","null","19","null","15","null","25","null","29","null","31","null","37","null","41","null","67","54","null","null","287","null","71","null",
"1500000US530330323172","Block Group 2, Census Tract 323.17, King County, Washington","512","71","null","null","16","25","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","11","null","19","null","0","null","12","null","0","12","null","null","43","null","40","null","0","null","12","null","0","null","12","null","12","null","20","null","141","64","null","null","289","null","79","null",
"1500000US530330323173","Block Group 3, Census Tract 323.17, King County, Washington","435","80","null","null","0","12","null","null","9","14","null","null","0","12","null","null","14","25","null","null","12","19","null","null","12","19","null","null","0","12","null","null","0","null","12","null","28","null","35","null","41","41","null","null","33","null","37","null","39","null","45","null","32","null","37","null","80","null","83","null","33","36","null","null","102","null","62","null",
"1500000US530330323174","Block Group 4, Census Tract 323.17, King County, Washington","277","77","null","null","9","16","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","14","null","22","null","24","null","20","null","12","null","19","null","43","null","46","null","87","67","null","null","88","null","48","null",
"1500000US530330323175","Block Group 5, Census Tract 323.17, King County, Washington","420","66","null","null","0","12","null","null","19","31","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","17","29","null","null","15","null","22","null","33","null","40","null","97","null","59","null","83","null","51","null","28","28","null","null","128","null","69","null",
"1500000US530330323181","Block Group 1, Census Tract 323.18, King County, Washington","721","86","null","null","0","12","null","null","0","12","null","null","0","12","null","null","10","16","null","null","10","16","null","null","9","14","null","null","0","12","null","null","7","null","13","null","0","null","12","null","9","14","null","null","41","null","29","null","49","null","37","null","40","null","32","null","93","null","57","null","195","59","null","null","258","null","79","null",
"1500000US530330323182","Block Group 2, Census Tract 323.18, King County, Washington","403","69","null","null","9","14","null","null","0","12","null","null","0","12","null","null","0","12","null","null","12","18","null","null","0","12","null","null","0","12","null","null","9","null","13","null","0","null","12","null","0","12","null","null","22","null","19","null","37","null","30","null","8","null","12","null","48","null","35","null","106","53","null","null","152","null","63","null",
"1500000US530330323183","Block Group 3, Census Tract 323.18, King County, Washington","341","57","null","null","0","12","null","null","0","12","null","null","19","31","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","8","14","null","null","9","null","13","null","0","null","12","null","69","null","54","null","9","null","14","null","63","37","null","null","164","null","50","null",
"1500000US530330323184","Block Group 4, Census Tract 323.18, King County, Washington","685","87","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","15","null","24","null","15","null","23","null","43","38","null","null","24","null","22","null","29","null","28","null","54","null","37","null","78","null","69","null","98","54","null","null","329","null","81","null",
"1500000US530330323191","Block Group 1, Census Tract 323.19, King County, Washington","236","77","null","null","0","12","null","null","0","12","null","null","0","12","null","null","19","30","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","77","null","57","null","0","null","12","null","17","null","28","null","0","null","12","null","84","65","null","null","39","null","33","null",
"1500000US530330323192","Block Group 2, Census Tract 323.19, King County, Washington","671","126","null","null","0","12","null","null","17","28","null","null","19","30","null","null","0","12","null","null","20","31","null","null","18","28","null","null","0","12","null","null","56","null","90","null","17","null","26","null","38","43","null","null","62","null","55","null","30","null","32","null","160","null","103","null","51","null","48","null","129","65","null","null","54","null","43","null",
"1500000US530330323193","Block Group 3, Census Tract 323.19, King County, Washington","1016","209","null","null","47","45","null","null","32","36","null","null","82","108","null","null","56","53","null","null","62","88","null","null","15","23","null","null","0","12","null","null","37","null","42","null","43","null","41","null","81","61","null","null","111","null","101","null","106","null","73","null","114","null","73","null","88","null","94","null","110","89","null","null","32","null","37","null",
"1500000US530330323194","Block Group 4, Census Tract 323.19, King County, Washington","840","182","null","null","80","103","null","null","0","12","null","null","35","38","null","null","0","12","null","null","71","89","null","null","56","52","null","null","0","12","null","null","35","null","40","null","18","null","28","null","72","60","null","null","158","null","92","null","195","null","146","null","66","null","52","null","38","null","43","null","0","12","null","null","16","null","28","null",
"1500000US530330323201","Block Group 1, Census Tract 323.20, King County, Washington","426","55","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","8","12","null","null","10","null","17","null","11","null","16","null","0","12","null","null","7","null","11","null","73","null","42","null","50","null","41","null","45","null","34","null","36","20","null","null","186","null","47","null",
"1500000US530330323202","Block Group 2, Census Tract 323.20, King County, Washington","514","59","null","null","0","12","null","null","7","11","null","null","0","12","null","null","39","34","null","null","0","12","null","null","0","12","null","null","9","13","null","null","9","null","13","null","16","null","20","null","0","12","null","null","47","null","47","null","81","null","53","null","59","null","28","null","24","null","21","null","51","28","null","null","172","null","52","null",
"1500000US530330323203","Block Group 3, Census Tract 323.20, King County, Washington","619","62","null","null","18","21","null","null","8","11","null","null","8","13","null","null","0","12","null","null","0","12","null","null","9","14","null","null","19","22","null","null","10","null","15","null","0","null","12","null","10","16","null","null","7","null","10","null","81","null","58","null","61","null","37","null","39","null","33","null","109","50","null","null","240","null","68","null",
"1500000US530330323211","Block Group 1, Census Tract 323.21, King County, Washington","346","47","null","null","12","18","null","null","0","12","null","null","7","11","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","9","null","15","null","0","null","12","null","16","23","null","null","17","null","18","null","0","null","12","null","22","null","25","null","51","null","32","null","55","33","null","null","157","null","46","null",
"1500000US530330323212","Block Group 2, Census Tract 323.21, King County, Washington","398","58","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","11","16","null","null","0","12","null","null","12","null","19","null","20","null","24","null","39","30","null","null","0","null","12","null","37","null","33","null","80","null","45","null","28","null","32","null","48","30","null","null","123","null","53","null",
"1500000US530330323213","Block Group 3, Census Tract 323.21, King County, Washington","745","90","null","null","36","28","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","11","null","18","null","0","null","12","null","0","12","null","null","21","null","23","null","37","null","33","null","31","null","22","null","10","null","17","null","106","51","null","null","493","null","103","null",
"1500000US530330323214","Block Group 4, Census Tract 323.21, King County, Washington","516","74","null","null","0","12","null","null","11","16","null","null","0","12","null","null","0","12","null","null","0","12","null","null","9","15","null","null","13","19","null","null","0","null","12","null","0","null","12","null","0","12","null","null","13","null","19","null","8","null","13","null","38","null","31","null","14","null","21","null","106","58","null","null","304","null","72","null",
"1500000US530330323221","Block Group 1, Census Tract 323.22, King County, Washington","382","53","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","19","17","null","null","0","12","null","null","6","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","7","null","10","null","44","null","44","null","60","null","41","null","29","null","26","null","56","38","null","null","161","null","52","null",
"1500000US530330323222","Block Group 2, Census Tract 323.22, King County, Washington","261","48","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","10","16","null","null","0","null","12","null","9","null","13","null","0","12","null","null","0","null","12","null","23","null","26","null","41","null","26","null","18","null","22","null","22","20","null","null","138","null","56","null",
"1500000US530330323223","Block Group 3, Census Tract 323.22, King County, Washington","552","60","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","12","19","null","null","10","17","null","null","0","12","null","null","8","null","12","null","11","null","17","null","0","12","null","null","7","null","11","null","71","null","43","null","90","null","47","null","50","null","35","null","106","47","null","null","187","null","71","null",
"1500000US530330323231","Block Group 1, Census Tract 323.23, King County, Washington","586","91","null","null","19","28","null","null","0","12","null","null","13","21","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","29","31","null","null","48","null","38","null","29","null","32","null","78","null","51","null","17","null","26","null","192","83","null","null","161","null","100","null",
"1500000US530330323232","Block Group 2, Census Tract 323.23, King County, Washington","697","101","null","null","32","36","null","null","0","12","null","null","14","23","null","null","13","20","null","null","61","43","null","null","0","12","null","null","14","22","null","null","31","null","36","null","18","null","30","null","43","32","null","null","82","null","51","null","38","null","38","null","29","null","33","null","33","null","35","null","90","48","null","null","199","null","90","null",
"1500000US530330323233","Block Group 3, Census Tract 323.23, King County, Washington","511","87","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","19","29","null","null","0","null","12","null","15","null","23","null","15","25","null","null","16","null","25","null","77","null","56","null","88","null","55","null","73","null","91","null","71","52","null","null","137","null","70","null",
