"GEO_ID","NAME","B19001_001E","B19001_001M","B19001_001MA","B19001_001EA","B19001_002E","B19001_002EA","B19001_002M","B19001_002MA","B19001_003E","B19001_003EA","B19001_003M","B19001_003MA","B19001_004E","B19001_004M","B19001_004MA","B19001_004EA","B19001_005E","B19001_005M","B19001_005MA","B19001_005EA","B19001_006E","B19001_006M","B19001_006MA","B19001_006EA","B19001_007E","B19001_007EA","B19001_007M","B19001_007MA","B19001_008E","B19001_008EA","B19001_008M","B19001_008MA","B19001_009E","B19001_009M","B19001_009MA","B19001_009EA","B19001_010E","B19001_010M","B19001_010MA","B19001_010EA","B19001_011E","B19001_011EA","B19001_011M","B19001_011MA","B19001_012E","B19001_012EA","B19001_012M","B19001_012MA","B19001_013E","B19001_013EA","B19001_013M","B19001_013MA","B19001_014E","B19001_014M","B19001_014MA","B19001_014EA","B19001_015E","B19001_015M","B19001_015MA","B19001_015EA","B19001_016E","B19001_016EA","B19001_016M","B19001_016MA","B19001_017E","B19001_017EA","B19001_017M","B19001_017MA",
"1500000US530330053022","Block Group 2, Census Tract 53.02, King County, Washington","10","10","null","null","0","null","12","null","0","null","12","null","5","7","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","5","null","6","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null",
"1500000US530330053023","Block Group 3, Census Tract 53.02, King County, Washington","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null",
"1500000US530330054001","Block Group 1, Census Tract 54, King County, Washington","498","95","null","null","0","null","12","null","0","null","12","null","0","12","null","null","14","23","null","null","0","12","null","null","0","null","12","null","0","null","12","null","36","30","null","null","17","24","null","null","0","null","12","null","112","null","89","null","28","null","32","null","53","50","null","null","96","59","null","null","60","null","52","null","82","null","56","null",
"1500000US530330054002","Block Group 2, Census Tract 54, King County, Washington","750","114","null","null","38","null","45","null","17","null","26","null","0","12","null","null","0","12","null","null","29","43","null","null","0","null","12","null","0","null","12","null","34","39","null","null","60","47","null","null","17","null","27","null","18","null","29","null","121","null","106","null","100","92","null","null","102","67","null","null","101","null","64","null","113","null","68","null",
"1500000US530330054003","Block Group 3, Census Tract 54, King County, Washington","719","108","null","null","18","null","28","null","0","null","12","null","0","12","null","null","0","12","null","null","32","37","null","null","11","null","18","null","21","null","34","null","46","47","null","null","0","12","null","null","34","null","37","null","113","null","69","null","60","null","53","null","67","53","null","null","29","36","null","null","172","null","78","null","116","null","69","null",
"1500000US530330054004","Block Group 4, Census Tract 54, King County, Washington","1061","140","null","null","54","null","49","null","0","null","12","null","66","105","null","null","0","12","null","null","0","12","null","null","0","null","12","null","141","null","100","null","62","51","null","null","0","12","null","null","80","null","55","null","124","null","75","null","166","null","104","null","46","44","null","null","82","77","null","null","166","null","74","null","74","null","57","null",
"1500000US530330056001","Block Group 1, Census Tract 56, King County, Washington","610","81","null","null","16","null","25","null","0","null","12","null","0","12","null","null","36","40","null","null","0","12","null","null","0","null","12","null","56","null","50","null","0","12","null","null","0","12","null","null","15","null","25","null","66","null","66","null","17","null","29","null","19","29","null","null","72","58","null","null","89","null","64","null","224","null","82","null",
"1500000US530330056002","Block Group 2, Census Tract 56, King County, Washington","578","96","null","null","22","null","35","null","0","null","12","null","17","26","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","15","25","null","null","50","null","49","null","47","null","41","null","40","null","45","null","48","44","null","null","31","36","null","null","85","null","59","null","223","null","85","null",
"1500000US530330056003","Block Group 3, Census Tract 56, King County, Washington","482","80","null","null","0","null","12","null","15","null","25","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","15","null","25","null","0","12","null","null","0","12","null","null","38","null","40","null","0","null","12","null","16","null","25","null","31","37","null","null","29","34","null","null","87","null","53","null","251","null","96","null",
"1500000US530330056004","Block Group 4, Census Tract 56, King County, Washington","415","82","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","16","26","null","null","0","12","null","null","0","null","12","null","18","null","28","null","33","null","38","null","34","37","null","null","50","37","null","null","113","null","59","null","151","null","66","null",
"1500000US530330056005","Block Group 5, Census Tract 56, King County, Washington","593","116","null","null","0","null","12","null","0","null","12","null","0","12","null","null","36","41","null","null","0","12","null","null","0","null","12","null","0","null","12","null","26","32","null","null","0","12","null","null","45","null","40","null","33","null","37","null","19","null","31","null","40","41","null","null","105","96","null","null","128","null","60","null","161","null","87","null",
"1500000US530330057001","Block Group 1, Census Tract 57, King County, Washington","159","50","null","null","0","null","12","null","15","null","26","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","19","null","30","null","26","30","null","null","0","12","null","null","57","null","37","null","42","null","40","null",
"1500000US530330057002","Block Group 2, Census Tract 57, King County, Washington","469","88","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","19","null","31","null","0","12","null","null","36","41","null","null","36","null","43","null","55","null","52","null","33","null","37","null","38","40","null","null","31","36","null","null","93","null","65","null","128","null","65","null",
"1500000US530330057003","Block Group 3, Census Tract 57, King County, Washington","447","84","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","19","null","30","null","0","null","12","null","22","34","null","null","19","29","null","null","16","null","25","null","45","null","52","null","74","null","60","null","31","37","null","null","24","30","null","null","95","null","57","null","102","null","68","null",
"1500000US530330057004","Block Group 4, Census Tract 57, King County, Washington","482","98","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","37","null","42","null","0","null","12","null","20","32","null","null","10","18","null","null","0","null","12","null","29","null","32","null","122","null","90","null","65","49","null","null","0","12","null","null","77","null","61","null","122","null","73","null",
"1500000US530330057005","Block Group 5, Census Tract 57, King County, Washington","531","103","null","null","0","null","12","null","0","null","12","null","36","41","null","null","0","12","null","null","0","12","null","null","0","null","12","null","11","null","19","null","75","57","null","null","17","27","null","null","55","null","48","null","36","null","41","null","16","null","26","null","92","99","null","null","49","45","null","null","44","null","48","null","100","null","59","null",
"1500000US530330057006","Block Group 6, Census Tract 57, King County, Washington","762","112","null","null","15","null","22","null","21","null","33","null","63","52","null","null","35","40","null","null","0","12","null","null","0","null","12","null","0","null","12","null","36","42","null","null","0","12","null","null","109","null","69","null","15","null","24","null","30","null","34","null","83","69","null","null","94","69","null","null","167","null","89","null","94","null","61","null",
"1500000US530330058011","Block Group 1, Census Tract 58.01, King County, Washington","574","105","null","null","0","null","12","null","12","null","18","null","17","26","null","null","48","47","null","null","27","31","null","null","0","null","12","null","0","null","12","null","9","15","null","null","33","37","null","null","56","null","88","null","102","null","61","null","124","null","75","null","75","60","null","null","12","18","null","null","46","null","43","null","13","null","19","null",
"1500000US530330058012","Block Group 2, Census Tract 58.01, King County, Washington","789","101","null","null","15","null","24","null","8","null","15","null","9","16","null","null","40","37","null","null","44","40","null","null","11","null","17","null","39","null","42","null","17","27","null","null","49","45","null","null","97","null","65","null","67","null","47","null","120","null","64","null","101","68","null","null","50","45","null","null","55","null","51","null","67","null","44","null",
"1500000US530330058013","Block Group 3, Census Tract 58.01, King County, Washington","743","94","null","null","0","null","12","null","0","null","12","null","16","25","null","null","16","25","null","null","17","26","null","null","32","null","38","null","27","null","30","null","47","37","null","null","36","40","null","null","26","null","34","null","87","null","65","null","200","null","97","null","99","61","null","null","58","42","null","null","29","null","32","null","53","null","46","null",
"1500000US530330058014","Block Group 4, Census Tract 58.01, King County, Washington","652","123","null","null","16","null","25","null","0","null","12","null","68","83","null","null","0","12","null","null","50","57","null","null","22","null","33","null","10","null","17","null","19","29","null","null","29","34","null","null","42","null","36","null","82","null","104","null","60","null","50","null","74","51","null","null","38","41","null","null","74","null","51","null","68","null","51","null",
"1500000US530330058021","Block Group 1, Census Tract 58.02, King County, Washington","643","114","null","null","0","null","12","null","19","null","31","null","34","42","null","null","14","22","null","null","15","24","null","null","15","null","25","null","17","null","27","null","25","38","null","null","29","35","null","null","38","null","60","null","47","null","42","null","109","null","78","null","66","56","null","null","41","46","null","null","78","null","59","null","96","null","68","null",
"1500000US530330058022","Block Group 2, Census Tract 58.02, King County, Washington","1263","161","null","null","85","null","74","null","0","null","12","null","16","26","null","null","20","30","null","null","0","12","null","null","17","null","28","null","128","null","109","null","34","40","null","null","116","67","null","null","124","null","55","null","153","null","85","null","113","null","99","null","118","74","null","null","179","96","null","null","46","null","49","null","114","null","93","null",
"1500000US530330058023","Block Group 3, Census Tract 58.02, King County, Washington","952","147","null","null","37","null","41","null","19","null","30","null","14","24","null","null","0","12","null","null","22","36","null","null","17","null","27","null","89","null","92","null","18","29","null","null","56","50","null","null","195","null","123","null","70","null","50","null","112","null","70","null","88","106","null","null","36","39","null","null","58","null","41","null","121","null","63","null",
"1500000US530330059001","Block Group 1, Census Tract 59, King County, Washington","854","140","null","null","18","null","28","null","14","null","24","null","32","36","null","null","90","84","null","null","0","12","null","null","15","null","25","null","20","null","32","null","18","29","null","null","0","12","null","null","97","null","60","null","77","null","58","null","162","null","104","null","65","81","null","null","30","32","null","null","79","null","74","null","137","null","103","null",
"1500000US530330059002","Block Group 2, Census Tract 59, King County, Washington","580","139","null","null","73","null","105","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","58","null","72","null","40","null","43","null","0","12","null","null","37","45","null","null","0","null","12","null","50","null","46","null","73","null","51","null","17","30","null","null","12","18","null","null","56","null","38","null","164","null","92","null",
"1500000US530330059003","Block Group 3, Census Tract 59, King County, Washington","240","89","null","null","18","null","30","null","0","null","12","null","0","12","null","null","14","22","null","null","0","12","null","null","0","null","12","null","45","null","73","null","0","12","null","null","0","12","null","null","50","null","75","null","0","null","12","null","0","null","12","null","15","25","null","null","0","12","null","null","59","null","75","null","39","null","47","null",
"1500000US530330059004","Block Group 4, Census Tract 59, King County, Washington","614","108","null","null","16","null","27","null","0","null","12","null","0","12","null","null","32","37","null","null","0","12","null","null","0","null","12","null","18","null","29","null","14","23","null","null","0","12","null","null","54","null","52","null","49","null","46","null","17","null","26","null","93","85","null","null","26","32","null","null","49","null","45","null","246","null","96","null",
"1500000US530330059005","Block Group 5, Census Tract 59, King County, Washington","483","110","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","15","null","23","null","45","71","null","null","0","12","null","null","0","null","12","null","27","null","32","null","54","null","39","null","58","56","null","null","17","26","null","null","81","null","55","null","186","null","106","null",
"1500000US530330060001","Block Group 1, Census Tract 60, King County, Washington","934","125","null","null","20","null","31","null","0","null","12","null","22","37","null","null","48","53","null","null","51","48","null","null","17","null","27","null","49","null","47","null","0","12","null","null","16","26","null","null","62","null","42","null","132","null","101","null","169","null","79","null","93","66","null","null","132","89","null","null","49","null","57","null","74","null","42","null",
"1500000US530330060002","Block Group 2, Census Tract 60, King County, Washington","540","96","null","null","0","null","12","null","0","null","12","null","15","25","null","null","16","25","null","null","0","12","null","null","0","null","12","null","0","null","12","null","22","35","null","null","0","12","null","null","28","null","32","null","26","null","30","null","63","null","51","null","73","57","null","null","51","38","null","null","49","null","55","null","197","null","95","null",
"1500000US530330060003","Block Group 3, Census Tract 60, King County, Washington","532","116","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","12","null","21","null","61","null","50","null","33","30","null","null","0","12","null","null","43","null","39","null","383","null","115","null",
"1500000US530330060004","Block Group 4, Census Tract 60, King County, Washington","589","116","null","null","15","null","25","null","16","null","25","null","0","12","null","null","0","12","null","null","14","22","null","null","0","null","12","null","14","null","23","null","16","28","null","null","51","82","null","null","39","null","44","null","142","null","76","null","140","null","74","null","77","56","null","null","30","34","null","null","13","null","20","null","22","null","25","null",
"1500000US530330061001","Block Group 1, Census Tract 61, King County, Washington","567","102","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","16","25","null","null","18","null","29","null","10","null","19","null","0","12","null","null","33","37","null","null","0","null","12","null","46","null","43","null","43","null","39","null","83","61","null","null","79","85","null","null","110","null","58","null","129","null","63","null",
"1500000US530330061002","Block Group 2, Census Tract 61, King County, Washington","642","107","null","null","0","null","12","null","14","null","21","null","0","12","null","null","0","12","null","null","11","17","null","null","0","null","12","null","0","null","12","null","0","12","null","null","14","23","null","null","28","null","32","null","45","null","45","null","115","null","70","null","165","109","null","null","31","36","null","null","52","null","48","null","167","null","75","null",
"1500000US530330061003","Block Group 3, Census Tract 61, King County, Washington","902","152","null","null","33","null","36","null","0","null","12","null","0","12","null","null","19","29","null","null","0","12","null","null","30","null","36","null","47","null","39","null","46","73","null","null","0","12","null","null","72","null","55","null","115","null","91","null","109","null","64","null","126","90","null","null","40","51","null","null","111","null","112","null","154","null","91","null",
"1500000US530330061004","Block Group 4, Census Tract 61, King County, Washington","873","141","null","null","13","null","21","null","31","null","32","null","15","24","null","null","0","12","null","null","15","24","null","null","16","null","26","null","17","null","27","null","61","72","null","null","35","38","null","null","123","null","97","null","121","null","90","null","107","null","91","null","82","62","null","null","111","54","null","null","16","null","26","null","110","null","67","null",
"1500000US530330062001","Block Group 1, Census Tract 62, King County, Washington","581","60","null","null","7","null","11","null","0","null","12","null","17","19","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","14","20","null","null","17","18","null","null","14","null","20","null","41","null","30","null","108","null","46","null","50","34","null","null","47","35","null","null","33","null","29","null","233","null","59","null",
"1500000US530330062002","Block Group 2, Census Tract 62, King County, Washington","657","58","null","null","15","null","16","null","0","null","12","null","0","12","null","null","0","12","null","null","28","43","null","null","0","null","12","null","19","null","21","null","9","15","null","null","0","12","null","null","10","null","16","null","24","null","27","null","37","null","28","null","33","26","null","null","120","52","null","null","81","null","46","null","281","null","73","null",
"1500000US530330062003","Block Group 3, Census Tract 62, King County, Washington","413","49","null","null","0","null","12","null","0","null","12","null","5","8","null","null","16","18","null","null","0","12","null","null","0","null","12","null","19","null","23","null","9","14","null","null","0","12","null","null","8","null","13","null","0","null","12","null","41","null","30","null","41","22","null","null","34","23","null","null","68","null","41","null","172","null","49","null",
"1500000US530330063001","Block Group 1, Census Tract 63, King County, Washington","776","131","null","null","0","null","12","null","0","null","12","null","19","29","null","null","0","12","null","null","19","29","null","null","17","null","25","null","34","null","37","null","0","12","null","null","16","26","null","null","80","null","50","null","25","null","30","null","133","null","94","null","46","43","null","null","77","63","null","null","139","null","92","null","171","null","81","null",
"1500000US530330063002","Block Group 2, Census Tract 63, King County, Washington","762","115","null","null","0","null","12","null","33","null","38","null","0","12","null","null","36","41","null","null","16","22","null","null","0","null","12","null","78","null","93","null","40","44","null","null","0","12","null","null","39","null","43","null","26","null","30","null","78","null","58","null","57","47","null","null","56","51","null","null","32","null","38","null","271","null","76","null",
"1500000US530330063003","Block Group 3, Census Tract 63, King County, Washington","598","114","null","null","0","null","12","null","0","null","12","null","19","30","null","null","32","41","null","null","31","34","null","null","32","null","35","null","0","null","12","null","36","41","null","null","19","31","null","null","0","null","12","null","59","null","95","null","68","null","50","null","13","21","null","null","38","47","null","null","74","null","76","null","177","null","86","null",
"1500000US530330063004","Block Group 4, Census Tract 63, King County, Washington","495","80","null","null","50","null","39","null","0","null","12","null","21","31","null","null","0","12","null","null","0","12","null","null","0","null","12","null","5","null","11","null","0","12","null","null","0","12","null","null","12","null","20","null","0","null","12","null","0","null","12","null","16","26","null","null","29","33","null","null","0","null","12","null","362","null","88","null",
"1500000US530330064001","Block Group 1, Census Tract 64, King County, Washington","487","60","null","null","9","null","15","null","9","null","14","null","0","12","null","null","0","12","null","null","8","15","null","null","21","null","17","null","9","null","14","null","27","25","null","null","0","12","null","null","11","null","16","null","0","null","12","null","50","null","31","null","42","35","null","null","45","28","null","null","98","null","63","null","158","null","62","null",
"1500000US530330064002","Block Group 2, Census Tract 64, King County, Washington","397","56","null","null","8","null","14","null","7","null","11","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","8","null","13","null","0","12","null","null","17","15","null","null","19","null","22","null","20","null","22","null","29","null","26","null","31","22","null","null","8","11","null","null","76","null","45","null","174","null","54","null",
"1500000US530330064003","Block Group 3, Census Tract 64, King County, Washington","485","60","null","null","43","null","52","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","10","null","15","null","16","null","18","null","0","12","null","null","0","12","null","null","11","null","17","null","53","null","52","null","32","null","25","null","28","25","null","null","29","24","null","null","41","null","28","null","222","null","50","null",
"1500000US530330065001","Block Group 1, Census Tract 65, King County, Washington","557","97","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","14","23","null","null","0","12","null","null","31","null","34","null","92","null","66","null","34","null","33","null","25","31","null","null","26","41","null","null","57","null","46","null","278","null","123","null",
"1500000US530330065002","Block Group 2, Census Tract 65, King County, Washington","1089","132","null","null","0","null","12","null","0","null","12","null","67","54","null","null","14","23","null","null","27","36","null","null","34","null","38","null","14","null","21","null","14","23","null","null","58","52","null","null","101","null","52","null","77","null","78","null","204","null","112","null","120","75","null","null","126","86","null","null","102","null","66","null","131","null","84","null",
"1500000US530330065003","Block Group 3, Census Tract 65, King County, Washington","835","121","null","null","0","null","12","null","39","null","36","null","40","44","null","null","26","30","null","null","10","16","null","null","0","null","12","null","15","null","23","null","14","21","null","null","129","84","null","null","32","null","34","null","76","null","54","null","100","null","85","null","108","71","null","null","44","39","null","null","45","null","40","null","157","null","77","null",
"1500000US530330066001","Block Group 1, Census Tract 66, King County, Washington","1193","166","null","null","19","null","30","null","0","null","12","null","16","24","null","null","0","12","null","null","35","40","null","null","28","null","32","null","19","null","31","null","28","30","null","null","43","36","null","null","131","null","90","null","181","null","125","null","165","null","113","null","117","83","null","null","56","43","null","null","184","null","95","null","171","null","101","null",
"1500000US530330066002","Block Group 2, Census Tract 66, King County, Washington","1197","160","null","null","34","null","42","null","0","null","12","null","52","47","null","null","21","34","null","null","18","27","null","null","0","null","12","null","49","null","59","null","0","12","null","null","73","67","null","null","110","null","99","null","135","null","91","null","163","null","99","null","139","84","null","null","107","80","null","null","164","null","120","null","132","null","66","null",
"1500000US530330067001","Block Group 1, Census Tract 67, King County, Washington","1545","247","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","20","null","34","null","0","null","12","null","25","40","null","null","44","51","null","null","131","null","99","null","158","null","120","null","108","null","79","null","374","164","null","null","169","163","null","null","358","null","150","null","158","null","146","null",
"1500000US530330067002","Block Group 2, Census Tract 67, King County, Washington","1193","190","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","99","null","67","null","26","null","41","null","42","49","null","null","46","58","null","null","50","null","58","null","119","null","130","null","167","null","109","null","158","122","null","null","133","90","null","null","205","null","132","null","148","null","92","null",
"1500000US530330067003","Block Group 3, Census Tract 67, King County, Washington","984","214","null","null","47","null","53","null","0","null","12","null","26","42","null","null","39","61","null","null","24","41","null","null","0","null","12","null","0","null","12","null","81","89","null","null","57","49","null","null","59","null","69","null","127","null","110","null","200","null","180","null","47","68","null","null","50","61","null","null","183","null","118","null","44","null","46","null",
"1500000US530330067004","Block Group 4, Census Tract 67, King County, Washington","1006","181","null","null","39","null","61","null","0","null","12","null","0","12","null","null","0","12","null","null","32","52","null","null","38","null","61","null","26","null","44","null","0","12","null","null","23","38","null","null","170","null","100","null","23","null","37","null","131","null","96","null","90","91","null","null","142","114","null","null","163","null","101","null","129","null","114","null",
"1500000US530330068001","Block Group 1, Census Tract 68, King County, Washington","613","98","null","null","19","null","21","null","0","null","12","null","17","21","null","null","36","45","null","null","0","12","null","null","20","null","20","null","0","null","12","null","9","15","null","null","0","12","null","null","41","null","29","null","58","null","55","null","58","null","52","null","58","37","null","null","47","27","null","null","71","null","40","null","179","null","50","null",
"1500000US530330068002","Block Group 2, Census Tract 68, King County, Washington","776","78","null","null","15","null","17","null","9","null","14","null","0","12","null","null","0","12","null","null","9","13","null","null","38","null","28","null","25","null","27","null","11","18","null","null","0","12","null","null","97","null","59","null","56","null","35","null","109","null","46","null","97","45","null","null","55","31","null","null","68","null","43","null","187","null","60","null",
"1500000US530330069001","Block Group 1, Census Tract 69, King County, Washington","564","82","null","null","19","null","29","null","19","null","29","null","0","12","null","null","54","41","null","null","0","12","null","null","0","null","12","null","33","null","37","null","16","25","null","null","0","12","null","null","37","null","43","null","16","null","25","null","85","null","39","null","33","37","null","null","29","33","null","null","85","null","56","null","138","null","61","null",
"1500000US530330069002","Block Group 2, Census Tract 69, King County, Washington","586","78","null","null","0","null","12","null","20","null","31","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","17","28","null","null","35","40","null","null","0","null","12","null","52","null","48","null","78","null","57","null","69","56","null","null","115","69","null","null","70","null","54","null","130","null","56","null",
"1500000US530330069003","Block Group 3, Census Tract 69, King County, Washington","509","99","null","null","18","null","28","null","56","null","51","null","0","12","null","null","17","27","null","null","0","12","null","null","0","null","12","null","0","null","12","null","32","36","null","null","0","12","null","null","33","null","38","null","13","null","20","null","72","null","51","null","0","12","null","null","76","68","null","null","16","null","28","null","176","null","82","null",
"1500000US530330069004","Block Group 4, Census Tract 69, King County, Washington","640","79","null","null","16","null","25","null","0","null","12","null","0","12","null","null","33","40","null","null","19","30","null","null","0","null","12","null","15","null","24","null","17","27","null","null","47","44","null","null","71","null","47","null","72","null","49","null","58","null","47","null","85","52","null","null","9","15","null","null","34","null","39","null","164","null","74","null",
"1500000US530330070001","Block Group 1, Census Tract 70, King County, Washington","604","150","null","null","27","null","42","null","0","null","12","null","0","12","null","null","0","12","null","null","41","33","null","null","0","null","12","null","0","null","12","null","117","142","null","null","0","12","null","null","25","null","41","null","0","null","12","null","57","null","55","null","104","93","null","null","118","100","null","null","51","null","66","null","64","null","57","null",
"1500000US530330070002","Block Group 2, Census Tract 70, King County, Washington","981","200","null","null","0","null","12","null","49","null","55","null","34","52","null","null","47","56","null","null","105","134","null","null","55","null","66","null","97","null","129","null","71","52","null","null","91","131","null","null","48","null","56","null","78","null","74","null","80","null","75","null","56","65","null","null","19","31","null","null","113","null","93","null","38","null","44","null",
"1500000US530330070003","Block Group 3, Census Tract 70, King County, Washington","1242","188","null","null","97","null","76","null","0","null","12","null","0","12","null","null","36","59","null","null","0","12","null","null","21","null","35","null","137","null","143","null","56","66","null","null","39","61","null","null","153","null","102","null","71","null","64","null","271","null","175","null","125","90","null","null","52","61","null","null","28","null","46","null","156","null","81","null",
"1500000US530330070004","Block Group 4, Census Tract 70, King County, Washington","684","111","null","null","0","null","12","null","0","null","12","null","0","12","null","null","23","37","null","null","21","35","null","null","68","null","65","null","27","null","42","null","0","12","null","null","50","59","null","null","48","null","55","null","60","null","58","null","121","null","84","null","47","54","null","null","75","71","null","null","49","null","57","null","95","null","66","null",
"1500000US530330070005","Block Group 5, Census Tract 70, King County, Washington","672","158","null","null","45","null","53","null","112","null","119","null","0","12","null","null","63","75","null","null","0","12","null","null","50","null","57","null","59","null","66","null","25","41","null","null","0","12","null","null","66","null","77","null","74","null","69","null","59","null","52","null","77","74","null","null","0","12","null","null","23","null","38","null","19","null","32","null",
"1500000US530330070006","Block Group 6, Census Tract 70, King County, Washington","852","131","null","null","64","null","51","null","33","null","57","null","50","57","null","null","0","12","null","null","54","63","null","null","43","null","51","null","0","null","12","null","22","35","null","null","0","12","null","null","0","null","12","null","53","null","62","null","107","null","89","null","131","106","null","null","90","88","null","null","76","null","89","null","129","null","82","null",
"1500000US530330071001","Block Group 1, Census Tract 71, King County, Washington","1095","167","null","null","97","null","64","null","14","null","24","null","0","12","null","null","49","71","null","null","0","12","null","null","15","null","25","null","14","null","23","null","80","71","null","null","79","89","null","null","90","null","83","null","98","null","77","null","280","null","115","null","61","45","null","null","110","77","null","null","15","null","24","null","93","null","72","null",
"1500000US530330071002","Block Group 2, Census Tract 71, King County, Washington","1788","211","null","null","48","null","46","null","17","null","27","null","31","35","null","null","32","37","null","null","33","37","null","null","60","null","52","null","46","null","41","null","18","28","null","null","46","44","null","null","121","null","71","null","150","null","105","null","490","null","139","null","137","66","null","null","114","65","null","null","188","null","112","null","257","null","124","null",
"1500000US530330072001","Block Group 1, Census Tract 72, King County, Washington","3141","332","null","null","49","null","58","null","119","null","111","null","48","55","null","null","73","82","null","null","235","150","null","null","0","null","17","null","28","null","44","null","140","124","null","null","94","117","null","null","145","null","102","null","172","null","129","null","381","null","205","null","410","190","null","null","183","151","null","null","365","null","181","null","699","null","245","null",
"1500000US530330072002","Block Group 2, Census Tract 72, King County, Washington","1253","206","null","null","86","null","140","null","42","null","51","null","74","88","null","null","143","131","null","null","0","12","null","null","0","null","12","null","125","null","105","null","28","50","null","null","0","12","null","null","16","null","25","null","66","null","59","null","81","null","62","null","143","109","null","null","35","39","null","null","196","null","153","null","218","null","124","null",
"1500000US530330072003","Block Group 3, Census Tract 72, King County, Washington","1580","259","null","null","249","null","112","null","22","null","36","null","0","12","null","null","38","43","null","null","136","154","null","null","0","null","12","null","32","null","52","null","0","12","null","null","22","34","null","null","57","null","81","null","80","null","74","null","265","null","132","null","286","143","null","null","101","106","null","null","236","null","158","null","56","null","52","null",
"1500000US530330073001","Block Group 1, Census Tract 73, King County, Washington","1717","221","null","null","122","null","66","null","16","null","26","null","33","39","null","null","131","105","null","null","10","16","null","null","51","null","48","null","16","null","24","null","12","18","null","null","18","30","null","null","81","null","60","null","156","null","108","null","324","null","162","null","244","120","null","null","172","118","null","null","154","null","106","null","177","null","114","null",
"1500000US530330073002","Block Group 2, Census Tract 73, King County, Washington","1266","174","null","null","191","null","136","null","43","null","42","null","22","35","null","null","54","63","null","null","163","129","null","null","50","null","47","null","148","null","82","null","44","36","null","null","38","41","null","null","30","null","35","null","58","null","43","null","57","null","51","null","107","67","null","null","73","57","null","null","116","null","108","null","72","null","59","null",
"1500000US530330073003","Block Group 3, Census Tract 73, King County, Washington","1308","229","null","null","44","null","48","null","18","null","28","null","93","98","null","null","12","19","null","null","0","12","null","null","16","null","24","null","0","null","12","null","41","46","null","null","0","12","null","null","47","null","44","null","83","null","88","null","58","null","46","null","230","149","null","null","109","108","null","null","176","null","99","null","381","null","124","null",
"1500000US530330074011","Block Group 1, Census Tract 74.01, King County, Washington","856","114","null","null","17","null","27","null","0","null","12","null","22","34","null","null","21","34","null","null","34","51","null","null","71","null","60","null","0","null","12","null","14","20","null","null","71","66","null","null","76","null","59","null","146","null","67","null","119","null","67","null","109","73","null","null","67","47","null","null","71","null","56","null","18","null","28","null",
"1500000US530330074012","Block Group 2, Census Tract 74.01, King County, Washington","973","135","null","null","59","null","54","null","0","null","12","null","77","64","null","null","52","58","null","null","85","69","null","null","45","null","43","null","69","null","56","null","0","12","null","null","19","31","null","null","98","null","61","null","121","null","94","null","88","null","71","null","32","30","null","null","72","48","null","null","65","null","54","null","91","null","59","null",
"1500000US530330074013","Block Group 3, Census Tract 74.01, King County, Washington","808","125","null","null","0","null","12","null","0","null","12","null","69","65","null","null","35","38","null","null","21","32","null","null","39","null","42","null","19","null","30","null","21","34","null","null","38","41","null","null","51","null","50","null","78","null","61","null","88","null","69","null","95","57","null","null","55","33","null","null","92","null","59","null","107","null","94","null",
