"GEO_ID","NAME","B19001_001E","B19001_001M","B19001_001MA","B19001_001EA","B19001_002E","B19001_002EA","B19001_002M","B19001_002MA","B19001_003E","B19001_003EA","B19001_003M","B19001_003MA","B19001_004E","B19001_004M","B19001_004MA","B19001_004EA","B19001_005E","B19001_005M","B19001_005MA","B19001_005EA","B19001_006E","B19001_006M","B19001_006MA","B19001_006EA","B19001_007E","B19001_007EA","B19001_007M","B19001_007MA","B19001_008E","B19001_008EA","B19001_008M","B19001_008MA","B19001_009E","B19001_009M","B19001_009MA","B19001_009EA","B19001_010E","B19001_010M","B19001_010MA","B19001_010EA","B19001_011E","B19001_011EA","B19001_011M","B19001_011MA","B19001_012E","B19001_012EA","B19001_012M","B19001_012MA","B19001_013E","B19001_013EA","B19001_013M","B19001_013MA","B19001_014E","B19001_014M","B19001_014MA","B19001_014EA","B19001_015E","B19001_015M","B19001_015MA","B19001_015EA","B19001_016E","B19001_016EA","B19001_016M","B19001_016MA","B19001_017E","B19001_017EA","B19001_017M","B19001_017MA",
"1500000US530330219042","Block Group 2, Census Tract 219.04, King County, Washington","292","47","null","null","0","null","12","null","0","null","12","null","0","12","null","null","7","11","null","null","0","12","null","null","9","null","14","null","0","null","12","null","0","12","null","null","12","18","null","null","17","null","19","null","14","null","17","null","68","null","36","null","39","28","null","null","19","21","null","null","54","null","44","null","53","null","35","null",
"1500000US530330219043","Block Group 3, Census Tract 219.04, King County, Washington","561","75","null","null","11","null","17","null","10","null","15","null","10","16","null","null","38","48","null","null","10","15","null","null","16","null","19","null","36","null","24","null","48","48","null","null","76","56","null","null","39","null","30","null","33","null","26","null","67","null","38","null","56","40","null","null","15","18","null","null","27","null","24","null","69","null","37","null",
"1500000US530330219044","Block Group 4, Census Tract 219.04, King County, Washington","379","67","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","39","59","null","null","0","12","null","null","22","null","33","null","0","null","12","null","73","null","47","null","68","41","null","null","56","34","null","null","70","null","46","null","51","null","33","null",
"1500000US530330219051","Block Group 1, Census Tract 219.05, King County, Washington","789","135","null","null","0","null","12","null","0","null","12","null","0","12","null","null","22","30","null","null","31","35","null","null","9","null","15","null","16","null","25","null","29","33","null","null","40","37","null","null","45","null","40","null","188","null","106","null","111","null","76","null","74","55","null","null","102","80","null","null","72","null","56","null","50","null","39","null",
"1500000US530330219052","Block Group 2, Census Tract 219.05, King County, Washington","480","94","null","null","13","null","21","null","0","null","12","null","0","12","null","null","0","12","null","null","16","24","null","null","0","null","12","null","0","null","12","null","0","12","null","null","25","31","null","null","53","null","49","null","49","null","47","null","109","null","92","null","26","30","null","null","57","43","null","null","71","null","56","null","61","null","42","null",
"1500000US530330219053","Block Group 3, Census Tract 219.05, King County, Washington","512","113","null","null","16","null","27","null","0","null","12","null","17","29","null","null","18","27","null","null","23","36","null","null","42","null","65","null","28","null","45","null","0","12","null","null","55","67","null","null","18","null","30","null","32","null","38","null","70","null","56","null","45","38","null","null","37","38","null","null","54","null","59","null","57","null","56","null",
"1500000US530330219054","Block Group 4, Census Tract 219.05, King County, Washington","425","88","null","null","9","null","15","null","0","null","12","null","15","24","null","null","14","23","null","null","0","12","null","null","32","null","37","null","0","null","12","null","13","20","null","null","0","12","null","null","13","null","22","null","0","null","12","null","75","null","40","null","134","74","null","null","33","35","null","null","87","null","79","null","0","null","12","null",
"1500000US530330219061","Block Group 1, Census Tract 219.06, King County, Washington","655","72","null","null","7","null","11","null","0","null","12","null","0","12","null","null","0","12","null","null","12","19","null","null","22","null","24","null","17","null","21","null","15","22","null","null","10","16","null","null","50","null","50","null","84","null","46","null","56","null","33","null","93","40","null","null","28","29","null","null","104","null","53","null","157","null","52","null",
"1500000US530330219062","Block Group 2, Census Tract 219.06, King County, Washington","344","57","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","50","null","60","null","0","null","12","null","29","32","null","null","0","12","null","null","21","null","24","null","28","null","24","null","21","null","23","null","61","39","null","null","9","14","null","null","65","null","40","null","60","null","35","null",
"1500000US530330219063","Block Group 3, Census Tract 219.06, King County, Washington","634","86","null","null","88","null","59","null","28","null","26","null","25","27","null","null","0","12","null","null","54","52","null","null","88","null","54","null","0","null","12","null","12","18","null","null","20","22","null","null","35","null","32","null","71","null","53","null","114","null","58","null","42","31","null","null","20","21","null","null","20","null","22","null","17","null","19","null",
"1500000US530330220011","Block Group 1, Census Tract 220.01, King County, Washington","441","85","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","44","40","null","null","0","null","12","null","62","null","53","null","7","null","12","null","70","54","null","null","32","37","null","null","183","null","94","null","43","null","40","null",
"1500000US530330220012","Block Group 2, Census Tract 220.01, King County, Washington","1233","124","null","null","24","null","28","null","63","null","48","null","77","56","null","null","24","26","null","null","47","45","null","null","93","null","71","null","63","null","69","null","57","46","null","null","47","58","null","null","105","null","81","null","138","null","76","null","89","null","57","null","53","51","null","null","113","55","null","null","90","null","67","null","150","null","81","null",
"1500000US530330220013","Block Group 3, Census Tract 220.01, King County, Washington","588","100","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","38","43","null","null","0","12","null","null","37","null","29","null","41","null","39","null","104","null","73","null","91","88","null","null","53","41","null","null","62","null","45","null","162","null","65","null",
"1500000US530330220031","Block Group 1, Census Tract 220.03, King County, Washington","423","60","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","6","10","null","null","13","null","17","null","18","null","21","null","28","21","null","null","5","8","null","null","11","null","17","null","21","null","19","null","79","null","35","null","78","40","null","null","85","44","null","null","63","null","53","null","16","null","19","null",
"1500000US530330220032","Block Group 2, Census Tract 220.03, King County, Washington","410","80","null","null","0","null","12","null","0","null","12","null","7","12","null","null","7","12","null","null","0","12","null","null","5","null","8","null","4","null","7","null","15","17","null","null","28","43","null","null","18","null","21","null","21","null","25","null","62","null","47","null","60","38","null","null","87","53","null","null","37","null","36","null","59","null","40","null",
"1500000US530330220033","Block Group 3, Census Tract 220.03, King County, Washington","445","74","null","null","22","null","24","null","0","null","12","null","0","12","null","null","9","14","null","null","13","20","null","null","9","null","14","null","0","null","12","null","50","49","null","null","6","10","null","null","26","null","34","null","38","null","29","null","89","null","53","null","74","51","null","null","39","39","null","null","59","null","32","null","11","null","16","null",
"1500000US530330220034","Block Group 4, Census Tract 220.03, King County, Washington","344","78","null","null","8","null","13","null","0","null","12","null","8","12","null","null","9","16","null","null","0","12","null","null","0","null","12","null","0","null","12","null","4","8","null","null","44","52","null","null","29","null","28","null","26","null","25","null","37","null","27","null","106","82","null","null","11","17","null","null","51","null","35","null","11","null","17","null",
"1500000US530330220035","Block Group 5, Census Tract 220.03, King County, Washington","330","83","null","null","25","null","34","null","0","null","12","null","5","8","null","null","11","17","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","21","23","null","null","39","null","44","null","24","null","27","null","68","null","39","null","105","65","null","null","0","12","null","null","32","null","29","null","0","null","12","null",
"1500000US530330220051","Block Group 1, Census Tract 220.05, King County, Washington","992","133","null","null","19","null","30","null","0","null","12","null","19","31","null","null","0","12","null","null","0","12","null","null","35","null","41","null","0","null","12","null","40","44","null","null","19","30","null","null","75","null","61","null","167","null","111","null","205","null","117","null","119","75","null","null","80","59","null","null","168","null","99","null","46","null","46","null",
"1500000US530330220052","Block Group 2, Census Tract 220.05, King County, Washington","498","106","null","null","18","null","30","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","43","null","50","null","19","null","30","null","21","32","null","null","0","12","null","null","82","null","93","null","0","null","12","null","86","null","44","null","95","54","null","null","44","48","null","null","45","null","44","null","45","null","42","null",
"1500000US530330220053","Block Group 3, Census Tract 220.05, King County, Washington","797","125","null","null","40","null","44","null","93","null","65","null","0","12","null","null","0","12","null","null","18","28","null","null","14","null","22","null","35","null","39","null","102","102","null","null","0","12","null","null","37","null","41","null","85","null","64","null","72","null","57","null","107","70","null","null","57","50","null","null","66","null","49","null","71","null","58","null",
"1500000US530330220061","Block Group 1, Census Tract 220.06, King County, Washington","624","93","null","null","20","null","20","null","9","null","14","null","11","17","null","null","0","12","null","null","0","12","null","null","55","null","63","null","21","null","20","null","0","12","null","null","15","18","null","null","32","null","26","null","82","null","49","null","38","null","29","null","102","81","null","null","55","37","null","null","104","null","61","null","80","null","39","null",
"1500000US530330220062","Block Group 2, Census Tract 220.06, King County, Washington","557","80","null","null","20","null","21","null","0","null","12","null","20","22","null","null","0","12","null","null","11","17","null","null","14","null","24","null","0","null","12","null","8","13","null","null","0","12","null","null","46","null","37","null","37","null","28","null","42","null","30","null","123","75","null","null","54","39","null","null","71","null","39","null","111","null","56","null",
"1500000US530330220063","Block Group 3, Census Tract 220.06, King County, Washington","627","97","null","null","44","null","34","null","12","null","18","null","6","11","null","null","35","54","null","null","0","12","null","null","31","null","37","null","66","null","67","null","35","55","null","null","52","25","null","null","42","null","47","null","60","null","40","null","122","null","74","null","76","39","null","null","27","26","null","null","19","null","22","null","0","null","12","null",
"1500000US530330221011","Block Group 1, Census Tract 221.01, King County, Washington","536","61","null","null","49","null","34","null","0","null","12","null","17","19","null","null","35","39","null","null","0","12","null","null","0","null","12","null","30","null","29","null","16","18","null","null","16","18","null","null","12","null","14","null","43","null","30","null","76","null","36","null","45","31","null","null","42","34","null","null","85","null","44","null","70","null","40","null",
"1500000US530330221012","Block Group 2, Census Tract 221.01, King County, Washington","363","48","null","null","28","null","24","null","8","null","14","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","9","null","14","null","0","12","null","null","0","12","null","null","10","null","15","null","25","null","25","null","21","null","23","null","17","20","null","null","33","26","null","null","103","null","44","null","109","null","44","null",
"1500000US530330221013","Block Group 3, Census Tract 221.01, King County, Washington","620","79","null","null","52","null","45","null","36","null","40","null","8","13","null","null","11","18","null","null","8","12","null","null","7","null","13","null","11","null","18","null","21","23","null","null","0","12","null","null","59","null","39","null","38","null","31","null","54","null","37","null","64","38","null","null","105","52","null","null","103","null","51","null","43","null","30","null",
"1500000US530330221014","Block Group 4, Census Tract 221.01, King County, Washington","294","48","null","null","7","null","12","null","9","null","15","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","8","12","null","null","19","21","null","null","0","null","12","null","19","null","21","null","66","null","42","null","81","44","null","null","20","16","null","null","17","null","14","null","48","null","30","null",
"1500000US530330221021","Block Group 1, Census Tract 221.02, King County, Washington","1092","137","null","null","32","null","37","null","16","null","25","null","0","12","null","null","19","30","null","null","38","42","null","null","37","null","44","null","23","null","37","null","0","12","null","null","55","70","null","null","89","null","89","null","90","null","69","null","146","null","78","null","111","76","null","null","74","56","null","null","175","null","76","null","187","null","93","null",
"1500000US530330221022","Block Group 2, Census Tract 221.02, King County, Washington","344","71","null","null","0","null","12","null","0","null","12","null","16","27","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","13","null","22","null","69","null","53","null","73","null","59","null","0","12","null","null","53","44","null","null","42","null","33","null","78","null","49","null",
"1500000US530330221023","Block Group 3, Census Tract 221.02, King County, Washington","411","87","null","null","14","null","21","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","15","24","null","null","12","19","null","null","65","null","47","null","33","null","37","null","65","null","52","null","45","42","null","null","68","66","null","null","53","null","54","null","41","null","45","null",
"1500000US530330221024","Block Group 4, Census Tract 221.02, King County, Washington","577","77","null","null","19","null","29","null","0","null","12","null","0","12","null","null","0","12","null","null","30","33","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","15","null","24","null","29","null","34","null","115","null","64","null","75","62","null","null","116","75","null","null","51","null","52","null","127","null","74","null",
"1500000US530330222011","Block Group 1, Census Tract 222.01, King County, Washington","312","63","null","null","7","null","12","null","0","null","12","null","9","13","null","null","0","12","null","null","0","12","null","null","0","null","12","null","25","null","39","null","10","15","null","null","0","12","null","null","0","null","12","null","8","null","12","null","69","null","49","null","57","34","null","null","52","32","null","null","47","null","31","null","28","null","24","null",
"1500000US530330222012","Block Group 2, Census Tract 222.01, King County, Washington","316","52","null","null","8","null","12","null","9","null","13","null","0","12","null","null","0","12","null","null","1","6","null","null","0","null","12","null","23","null","29","null","18","20","null","null","24","23","null","null","12","null","18","null","45","null","31","null","34","null","27","null","29","26","null","null","20","21","null","null","44","null","33","null","49","null","35","null",
"1500000US530330222013","Block Group 3, Census Tract 222.01, King County, Washington","711","74","null","null","27","null","24","null","0","null","12","null","20","23","null","null","57","63","null","null","11","17","null","null","30","null","27","null","26","null","33","null","41","50","null","null","28","26","null","null","39","null","31","null","75","null","41","null","60","null","37","null","97","47","null","null","65","50","null","null","93","null","45","null","42","null","41","null",
"1500000US530330222014","Block Group 4, Census Tract 222.01, King County, Washington","371","56","null","null","17","null","20","null","9","null","14","null","19","29","null","null","0","12","null","null","0","12","null","null","11","null","18","null","0","null","12","null","8","12","null","null","8","13","null","null","8","null","14","null","19","null","21","null","67","null","36","null","31","29","null","null","45","27","null","null","74","null","40","null","55","null","37","null",
"1500000US530330222021","Block Group 1, Census Tract 222.02, King County, Washington","492","100","null","null","15","null","24","null","16","null","25","null","15","23","null","null","0","12","null","null","0","12","null","null","28","null","30","null","0","null","12","null","12","20","null","null","0","12","null","null","45","null","43","null","48","null","45","null","0","null","12","null","41","41","null","null","96","72","null","null","109","null","81","null","67","null","70","null",
"1500000US530330222022","Block Group 2, Census Tract 222.02, King County, Washington","698","139","null","null","26","null","34","null","0","null","12","null","0","12","null","null","0","12","null","null","15","24","null","null","112","null","111","null","28","null","33","null","0","12","null","null","69","85","null","null","12","null","19","null","29","null","32","null","46","null","47","null","62","65","null","null","138","72","null","null","97","null","87","null","64","null","46","null",
"1500000US530330222023","Block Group 3, Census Tract 222.02, King County, Washington","497","87","null","null","13","null","21","null","12","null","20","null","0","12","null","null","16","26","null","null","0","12","null","null","17","null","28","null","0","null","12","null","29","33","null","null","14","22","null","null","30","null","36","null","0","null","12","null","27","null","31","null","158","63","null","null","18","30","null","null","81","null","52","null","82","null","70","null",
"1500000US530330222024","Block Group 4, Census Tract 222.02, King County, Washington","539","100","null","null","58","null","72","null","43","null","68","null","0","12","null","null","0","12","null","null","27","32","null","null","15","null","25","null","13","null","20","null","25","29","null","null","11","18","null","null","14","null","22","null","15","null","25","null","34","null","40","null","113","91","null","null","87","61","null","null","16","null","26","null","68","null","54","null",
"1500000US530330222025","Block Group 5, Census Tract 222.02, King County, Washington","934","143","null","null","113","null","97","null","14","null","24","null","28","32","null","null","0","12","null","null","50","61","null","null","0","null","12","null","28","null","32","null","17","28","null","null","49","48","null","null","33","null","37","null","107","null","72","null","187","null","90","null","118","65","null","null","109","63","null","null","53","null","47","null","28","null","32","null",
"1500000US530330222031","Block Group 1, Census Tract 222.03, King County, Washington","662","66","null","null","0","null","12","null","28","null","28","null","9","14","null","null","0","12","null","null","0","12","null","null","9","null","13","null","28","null","25","null","0","12","null","null","9","14","null","null","23","null","24","null","16","null","18","null","48","null","34","null","120","60","null","null","44","30","null","null","124","null","50","null","204","null","59","null",
"1500000US530330222032","Block Group 2, Census Tract 222.03, King County, Washington","728","59","null","null","9","null","15","null","0","null","12","null","9","14","null","null","63","49","null","null","0","12","null","null","24","null","32","null","34","null","46","null","0","12","null","null","8","14","null","null","30","null","28","null","21","null","23","null","66","null","39","null","102","46","null","null","66","35","null","null","132","null","52","null","164","null","50","null",
"1500000US530330222033","Block Group 3, Census Tract 222.03, King County, Washington","506","74","null","null","42","null","50","null","0","null","12","null","0","12","null","null","7","11","null","null","0","12","null","null","0","null","12","null","39","null","36","null","9","13","null","null","18","19","null","null","21","null","17","null","52","null","36","null","38","null","34","null","52","32","null","null","28","23","null","null","39","null","29","null","161","null","64","null",
"1500000US530330223001","Block Group 1, Census Tract 223, King County, Washington","551","65","null","null","0","null","12","null","19","null","21","null","0","12","null","null","8","14","null","null","0","12","null","null","0","null","12","null","0","null","12","null","14","15","null","null","23","20","null","null","26","null","23","null","40","null","35","null","58","null","34","null","34","27","null","null","38","31","null","null","87","null","40","null","204","null","58","null",
"1500000US530330223002","Block Group 2, Census Tract 223, King County, Washington","451","57","null","null","16","null","18","null","8","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","11","null","15","null","0","null","12","null","0","12","null","null","0","12","null","null","32","null","27","null","8","null","14","null","62","null","37","null","42","29","null","null","46","33","null","null","63","null","51","null","163","null","52","null",
"1500000US530330224001","Block Group 1, Census Tract 224, King County, Washington","914","151","null","null","14","null","23","null","0","null","12","null","12","21","null","null","13","22","null","null","0","12","null","null","69","null","67","null","16","null","27","null","13","19","null","null","0","12","null","null","19","null","30","null","95","null","69","null","161","null","101","null","215","98","null","null","13","21","null","null","126","null","106","null","148","null","75","null",
"1500000US530330224002","Block Group 2, Census Tract 224, King County, Washington","504","87","null","null","14","null","23","null","0","null","12","null","0","12","null","null","0","12","null","null","33","37","null","null","0","null","12","null","14","null","22","null","0","12","null","null","0","12","null","null","15","null","25","null","14","null","22","null","72","null","51","null","63","42","null","null","17","26","null","null","117","null","77","null","145","null","77","null",
"1500000US530330224003","Block Group 3, Census Tract 224, King County, Washington","578","122","null","null","0","null","12","null","0","null","12","null","18","27","null","null","0","12","null","null","0","12","null","null","20","null","33","null","0","null","12","null","0","12","null","null","0","12","null","null","73","null","51","null","35","null","27","null","45","null","43","null","31","36","null","null","40","41","null","null","118","null","104","null","198","null","79","null",
"1500000US530330224004","Block Group 4, Census Tract 224, King County, Washington","766","136","null","null","120","null","64","null","0","null","12","null","31","36","null","null","17","28","null","null","0","12","null","null","14","null","22","null","52","null","47","null","38","41","null","null","16","25","null","null","18","null","29","null","14","null","23","null","87","null","64","null","63","52","null","null","35","40","null","null","78","null","55","null","183","null","113","null",
"1500000US530330224005","Block Group 5, Census Tract 224, King County, Washington","488","141","null","null","76","null","85","null","0","null","12","null","0","12","null","null","17","28","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","32","null","35","null","29","null","35","null","75","99","null","null","70","65","null","null","28","null","32","null","161","null","96","null",
"1500000US530330224006","Block Group 6, Census Tract 224, King County, Washington","431","94","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","16","null","26","null","0","null","12","null","14","24","null","null","51","80","null","null","13","null","23","null","29","null","32","null","13","null","20","null","42","41","null","null","44","39","null","null","0","null","12","null","209","null","74","null",
"1500000US530330225001","Block Group 1, Census Tract 225, King County, Washington","576","109","null","null","33","null","38","null","0","null","12","null","20","29","null","null","0","12","null","null","19","30","null","null","0","null","12","null","19","null","30","null","0","12","null","null","15","24","null","null","47","null","43","null","82","null","93","null","97","null","86","null","34","38","null","null","49","46","null","null","72","null","60","null","89","null","52","null",
"1500000US530330225002","Block Group 2, Census Tract 225, King County, Washington","655","84","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","16","24","null","null","36","null","41","null","17","null","26","null","0","12","null","null","18","28","null","null","0","null","12","null","0","null","12","null","47","null","43","null","71","57","null","null","58","48","null","null","147","null","77","null","245","null","88","null",
"1500000US530330225003","Block Group 3, Census Tract 225, King County, Washington","726","137","null","null","39","null","44","null","17","null","26","null","55","85","null","null","66","78","null","null","32","38","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","51","null","47","null","60","null","96","null","55","null","51","null","30","33","null","null","155","105","null","null","105","null","69","null","61","null","36","null",
"1500000US530330225004","Block Group 4, Census Tract 225, King County, Washington","994","146","null","null","38","null","42","null","34","null","37","null","59","54","null","null","39","45","null","null","0","12","null","null","19","null","29","null","32","null","37","null","56","89","null","null","16","27","null","null","15","null","25","null","71","null","56","null","85","null","63","null","123","76","null","null","71","56","null","null","172","null","75","null","164","null","67","null",
"1500000US530330225005","Block Group 5, Census Tract 225, King County, Washington","1139","162","null","null","18","null","28","null","0","null","12","null","0","12","null","null","54","48","null","null","17","28","null","null","0","null","12","null","18","null","28","null","73","58","null","null","82","86","null","null","32","null","36","null","51","null","39","null","143","null","79","null","174","86","null","null","75","59","null","null","224","null","98","null","178","null","79","null",
"1500000US530330226031","Block Group 1, Census Tract 226.03, King County, Washington","352","105","null","null","21","null","32","null","0","null","12","null","57","88","null","null","64","95","null","null","14","23","null","null","0","null","12","null","19","null","32","null","16","25","null","null","0","12","null","null","67","null","63","null","19","null","28","null","20","null","33","null","34","38","null","null","0","12","null","null","21","null","34","null","0","null","12","null",
"1500000US530330226032","Block Group 2, Census Tract 226.03, King County, Washington","318","78","null","null","11","null","19","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","20","36","null","null","0","12","null","null","23","null","35","null","34","null","41","null","0","null","12","null","63","55","null","null","30","34","null","null","60","null","46","null","77","null","47","null",
"1500000US530330226033","Block Group 3, Census Tract 226.03, King County, Washington","439","105","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","20","32","null","null","0","12","null","null","0","null","12","null","54","null","50","null","72","null","79","null","127","86","null","null","22","36","null","null","56","null","50","null","88","null","53","null",
"1500000US530330226034","Block Group 4, Census Tract 226.03, King County, Washington","666","110","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","31","44","null","null","0","null","12","null","0","null","12","null","24","36","null","null","21","31","null","null","33","null","39","null","20","null","34","null","85","null","62","null","101","59","null","null","86","62","null","null","89","null","73","null","176","null","95","null",
"1500000US530330226035","Block Group 5, Census Tract 226.03, King County, Washington","603","114","null","null","94","null","111","null","0","null","12","null","0","12","null","null","31","51","null","null","85","57","null","null","19","null","31","null","34","null","40","null","0","12","null","null","39","44","null","null","0","null","12","null","16","null","27","null","12","null","20","null","55","52","null","null","43","46","null","null","138","null","75","null","37","null","41","null",
"1500000US530330226041","Block Group 1, Census Tract 226.04, King County, Washington","700","89","null","null","9","null","14","null","0","null","12","null","42","56","null","null","0","12","null","null","21","22","null","null","26","null","23","null","11","null","17","null","12","18","null","null","19","21","null","null","10","null","15","null","51","null","36","null","111","null","74","null","125","70","null","null","55","36","null","null","71","null","42","null","137","null","58","null",
"1500000US530330226042","Block Group 2, Census Tract 226.04, King County, Washington","576","77","null","null","10","null","16","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","14","null","13","null","35","null","43","null","43","52","null","null","9","15","null","null","20","null","20","null","22","null","25","null","110","null","48","null","65","38","null","null","54","31","null","null","87","null","43","null","107","null","49","null",
"1500000US530330226043","Block Group 3, Census Tract 226.04, King County, Washington","558","82","null","null","0","null","12","null","0","null","12","null","0","12","null","null","9","15","null","null","0","12","null","null","11","null","17","null","20","null","21","null","57","59","null","null","10","17","null","null","53","null","39","null","39","null","38","null","71","null","43","null","56","36","null","null","79","40","null","null","61","null","34","null","92","null","38","null",
"1500000US530330226051","Block Group 1, Census Tract 226.05, King County, Washington","921","161","null","null","13","null","20","null","29","null","25","null","0","12","null","null","0","12","null","null","12","20","null","null","0","null","12","null","62","null","56","null","58","44","null","null","10","16","null","null","108","null","88","null","82","null","64","null","169","null","101","null","126","92","null","null","68","55","null","null","123","null","105","null","61","null","53","null",
"1500000US530330226052","Block Group 2, Census Tract 226.05, King County, Washington","703","121","null","null","70","null","56","null","28","null","30","null","0","12","null","null","8","15","null","null","0","12","null","null","27","null","28","null","23","null","28","null","14","22","null","null","17","26","null","null","41","null","37","null","63","null","55","null","84","null","44","null","98","64","null","null","96","64","null","null","35","null","37","null","99","null","63","null",
"1500000US530330226053","Block Group 3, Census Tract 226.05, King County, Washington","955","170","null","null","139","null","121","null","0","null","12","null","0","12","null","null","31","38","null","null","15","19","null","null","55","null","50","null","0","null","12","null","55","76","null","null","16","25","null","null","33","null","35","null","115","null","87","null","105","null","93","null","110","94","null","null","16","27","null","null","189","null","124","null","76","null","59","null",
"1500000US530330226061","Block Group 1, Census Tract 226.06, King County, Washington","468","91","null","null","0","null","12","null","18","null","29","null","0","12","null","null","14","23","null","null","14","23","null","null","0","null","12","null","16","null","26","null","0","12","null","null","0","12","null","null","16","null","25","null","36","null","42","null","15","null","25","null","98","60","null","null","57","54","null","null","64","null","53","null","120","null","50","null",
"1500000US530330226062","Block Group 2, Census Tract 226.06, King County, Washington","673","140","null","null","19","null","31","null","0","null","12","null","0","12","null","null","0","12","null","null","17","27","null","null","17","null","27","null","0","null","12","null","64","77","null","null","0","12","null","null","44","null","51","null","91","null","65","null","108","null","76","null","120","70","null","null","71","57","null","null","71","null","60","null","51","null","41","null",
"1500000US530330226063","Block Group 3, Census Tract 226.06, King County, Washington","635","91","null","null","20","null","31","null","21","null","33","null","0","12","null","null","86","53","null","null","15","24","null","null","16","null","26","null","47","null","44","null","0","12","null","null","0","12","null","null","0","null","12","null","56","null","52","null","42","null","41","null","67","48","null","null","120","68","null","null","58","null","47","null","87","null","50","null",
"1500000US530330226064","Block Group 4, Census Tract 226.06, King County, Washington","492","138","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","16","null","26","null","12","21","null","null","0","12","null","null","75","null","76","null","13","null","21","null","85","null","56","null","0","12","null","null","70","83","null","null","19","null","31","null","202","null","93","null",
"1500000US530330227011","Block Group 1, Census Tract 227.01, King County, Washington","816","98","null","null","18","null","19","null","37","null","46","null","40","40","null","null","11","18","null","null","0","12","null","null","25","null","22","null","6","null","10","null","50","33","null","null","0","12","null","null","69","null","59","null","74","null","40","null","76","null","36","null","53","34","null","null","71","36","null","null","103","null","46","null","183","null","64","null",
"1500000US530330227012","Block Group 2, Census Tract 227.01, King County, Washington","670","77","null","null","22","null","24","null","8","null","12","null","29","25","null","null","53","52","null","null","27","29","null","null","5","null","9","null","0","null","12","null","8","13","null","null","0","12","null","null","8","null","14","null","35","null","22","null","56","null","37","null","83","43","null","null","98","43","null","null","90","null","49","null","148","null","54","null",
"1500000US530330227021","Block Group 1, Census Tract 227.02, King County, Washington","550","93","null","null","42","null","48","null","17","null","19","null","4","8","null","null","10","15","null","null","10","16","null","null","0","null","12","null","9","null","14","null","0","12","null","null","0","12","null","null","0","null","12","null","35","null","48","null","92","null","61","null","60","53","null","null","54","37","null","null","60","null","38","null","157","null","62","null",
"1500000US530330227022","Block Group 2, Census Tract 227.02, King County, Washington","425","64","null","null","9","null","13","null","0","null","12","null","10","14","null","null","0","12","null","null","0","12","null","null","44","null","45","null","18","null","20","null","12","18","null","null","0","12","null","null","12","null","19","null","30","null","26","null","10","null","14","null","20","27","null","null","79","60","null","null","62","null","47","null","119","null","65","null",
"1500000US530330227023","Block Group 3, Census Tract 227.02, King County, Washington","448","61","null","null","0","null","12","null","0","null","12","null","9","14","null","null","31","39","null","null","0","12","null","null","16","null","18","null","21","null","24","null","12","18","null","null","0","12","null","null","31","null","26","null","5","null","10","null","42","null","30","null","22","24","null","null","28","28","null","null","75","null","51","null","156","null","57","null",
"1500000US530330227031","Block Group 1, Census Tract 227.03, King County, Washington","486","51","null","null","36","null","26","null","0","null","12","null","12","13","null","null","6","9","null","null","5","9","null","null","6","null","10","null","6","null","10","null","22","18","null","null","4","6","null","null","19","null","16","null","83","null","46","null","49","null","26","null","52","28","null","null","21","16","null","null","58","null","30","null","107","null","36","null",
