"GEO_ID","NAME","B19001_001E","B19001_001M","B19001_001MA","B19001_001EA","B19001_002E","B19001_002M","B19001_002MA","B19001_002EA","B19001_003E","B19001_003EA","B19001_003M","B19001_003MA","B19001_004E","B19001_004M","B19001_004MA","B19001_004EA","B19001_005E","B19001_005EA","B19001_005M","B19001_005MA","B19001_006E","B19001_006EA","B19001_006M","B19001_006MA","B19001_007E","B19001_007M","B19001_007MA","B19001_007EA","B19001_008E","B19001_008M","B19001_008MA","B19001_008EA","B19001_009E","B19001_009M","B19001_009MA","B19001_009EA","B19001_010E","B19001_010EA","B19001_010M","B19001_010MA","B19001_011E","B19001_011EA","B19001_011M","B19001_011MA","B19001_012E","B19001_012M","B19001_012MA","B19001_012EA","B19001_013E","B19001_013M","B19001_013MA","B19001_013EA","B19001_014E","B19001_014M","B19001_014MA","B19001_014EA","B19001_015E","B19001_015EA","B19001_015M","B19001_015MA","B19001_016E","B19001_016EA","B19001_016M","B19001_016MA","B19001_017E","B19001_017EA","B19001_017M","B19001_017MA",
"1500000US530330275001","Block Group 1, Census Tract 275, King County, Washington","588","84","null","null","65","49","null","null","28","null","31","null","16","14","null","null","68","null","53","null","7","null","11","null","45","52","null","null","14","19","null","null","44","45","null","null","33","null","30","null","66","null","48","null","40","27","null","null","69","38","null","null","24","22","null","null","41","null","30","null","10","null","16","null","18","null","21","null",
"1500000US530330275002","Block Group 2, Census Tract 275, King County, Washington","360","66","null","null","7","12","null","null","7","null","11","null","22","32","null","null","20","null","22","null","16","null","18","null","14","15","null","null","15","18","null","null","34","35","null","null","9","null","15","null","36","null","25","null","88","53","null","null","69","34","null","null","23","31","null","null","0","null","12","null","0","null","12","null","0","null","12","null",
"1500000US530330275003","Block Group 3, Census Tract 275, King County, Washington","395","72","null","null","25","24","null","null","18","null","21","null","6","10","null","null","9","null","14","null","55","null","52","null","14","17","null","null","9","14","null","null","23","34","null","null","54","null","46","null","9","null","14","null","78","59","null","null","50","45","null","null","39","31","null","null","6","null","11","null","0","null","12","null","0","null","12","null",
"1500000US530330275004","Block Group 4, Census Tract 275, King County, Washington","376","80","null","null","0","12","null","null","29","null","27","null","0","12","null","null","26","null","23","null","0","null","12","null","52","41","null","null","40","49","null","null","10","15","null","null","6","null","10","null","16","null","17","null","69","47","null","null","31","21","null","null","22","18","null","null","63","null","41","null","12","null","15","null","0","null","12","null",
"1500000US530330276001","Block Group 1, Census Tract 276, King County, Washington","464","100","null","null","19","23","null","null","0","null","12","null","0","12","null","null","23","null","39","null","0","null","12","null","57","54","null","null","49","56","null","null","8","14","null","null","45","null","44","null","21","null","19","null","33","32","null","null","58","47","null","null","59","37","null","null","29","null","29","null","49","null","38","null","14","null","20","null",
"1500000US530330276002","Block Group 2, Census Tract 276, King County, Washington","826","118","null","null","78","51","null","null","23","null","36","null","14","15","null","null","79","null","66","null","81","null","59","null","122","78","null","null","92","73","null","null","30","38","null","null","4","null","9","null","48","null","47","null","74","57","null","null","75","47","null","null","49","36","null","null","37","null","30","null","11","null","17","null","9","null","15","null",
"1500000US530330276003","Block Group 3, Census Tract 276, King County, Washington","373","72","null","null","0","12","null","null","7","null","12","null","0","12","null","null","0","null","12","null","0","null","12","null","8","12","null","null","24","27","null","null","7","11","null","null","25","null","39","null","22","null","20","null","14","17","null","null","34","34","null","null","38","30","null","null","76","null","49","null","25","null","25","null","93","null","52","null",
"1500000US530330277011","Block Group 1, Census Tract 277.01, King County, Washington","603","171","null","null","74","84","null","null","58","null","53","null","99","96","null","null","72","null","87","null","0","null","12","null","15","24","null","null","16","25","null","null","0","12","null","null","28","null","46","null","10","null","19","null","56","73","null","null","24","30","null","null","17","27","null","null","33","null","37","null","54","null","44","null","47","null","46","null",
"1500000US530330277012","Block Group 2, Census Tract 277.01, King County, Washington","302","82","null","null","0","12","null","null","17","null","27","null","12","19","null","null","0","null","12","null","0","null","12","null","22","35","null","null","0","12","null","null","75","53","null","null","0","null","12","null","12","null","18","null","12","20","null","null","20","32","null","null","68","62","null","null","30","null","32","null","0","null","12","null","34","null","40","null",
"1500000US530330277013","Block Group 3, Census Tract 277.01, King County, Washington","394","140","null","null","0","12","null","null","35","null","44","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","62","58","null","null","0","12","null","null","71","null","112","null","0","null","12","null","5","14","null","null","61","44","null","null","40","45","null","null","65","null","50","null","25","null","35","null","30","null","32","null",
"1500000US530330277014","Block Group 4, Census Tract 277.01, King County, Washington","628","168","null","null","38","43","null","null","0","null","12","null","72","113","null","null","5","null","9","null","11","null","18","null","119","115","null","null","0","12","null","null","0","12","null","null","53","null","52","null","0","null","12","null","41","40","null","null","24","28","null","null","23","27","null","null","85","null","52","null","88","null","61","null","69","null","56","null",
"1500000US530330277015","Block Group 5, Census Tract 277.01, King County, Washington","504","162","null","null","0","12","null","null","68","null","111","null","16","26","null","null","0","null","12","null","0","null","12","null","0","12","null","null","81","76","null","null","102","87","null","null","0","null","12","null","0","null","12","null","57","48","null","null","39","42","null","null","55","51","null","null","9","null","15","null","45","null","40","null","32","null","27","null",
"1500000US530330277021","Block Group 1, Census Tract 277.02, King County, Washington","374","107","null","null","0","12","null","null","0","null","12","null","0","12","null","null","16","null","23","null","0","null","12","null","13","22","null","null","73","67","null","null","0","12","null","null","17","null","26","null","0","null","12","null","31","35","null","null","52","48","null","null","47","47","null","null","14","null","23","null","77","null","76","null","34","null","39","null",
"1500000US530330277022","Block Group 2, Census Tract 277.02, King County, Washington","563","137","null","null","0","12","null","null","0","null","12","null","14","23","null","null","14","null","24","null","13","null","23","null","30","33","null","null","0","12","null","null","48","77","null","null","17","null","29","null","0","null","12","null","113","64","null","null","90","43","null","null","143","91","null","null","32","null","33","null","0","null","12","null","49","null","47","null",
"1500000US530330277023","Block Group 3, Census Tract 277.02, King County, Washington","617","153","null","null","0","12","null","null","0","null","12","null","0","12","null","null","78","null","80","null","15","null","26","null","52","48","null","null","0","12","null","null","35","39","null","null","17","null","29","null","31","null","34","null","142","89","null","null","25","35","null","null","80","69","null","null","14","null","29","null","55","null","45","null","73","null","69","null",
"1500000US530330277024","Block Group 4, Census Tract 277.02, King County, Washington","650","138","null","null","36","42","null","null","0","null","12","null","44","70","null","null","47","null","76","null","16","null","25","null","22","35","null","null","14","24","null","null","49","47","null","null","14","null","21","null","87","null","63","null","0","12","null","null","69","56","null","null","73","81","null","null","33","null","26","null","98","null","63","null","48","null","44","null",
"1500000US530330278001","Block Group 1, Census Tract 278, King County, Washington","447","58","null","null","67","46","null","null","0","null","12","null","13","11","null","null","8","null","13","null","13","null","15","null","7","12","null","null","7","12","null","null","8","13","null","null","16","null","19","null","54","null","32","null","31","39","null","null","63","38","null","null","35","26","null","null","55","null","55","null","57","null","44","null","13","null","17","null",
"1500000US530330278002","Block Group 2, Census Tract 278, King County, Washington","440","72","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","null","12","null","0","null","12","null","16","17","null","null","10","14","null","null","48","47","null","null","15","null","17","null","0","null","12","null","38","28","null","null","72","31","null","null","22","20","null","null","30","null","23","null","67","null","37","null","122","null","55","null",
"1500000US530330278003","Block Group 3, Census Tract 278, King County, Washington","507","75","null","null","15","18","null","null","7","null","11","null","0","12","null","null","0","null","12","null","0","null","12","null","14","15","null","null","6","9","null","null","19","16","null","null","8","null","13","null","73","null","55","null","45","35","null","null","108","65","null","null","51","42","null","null","31","null","28","null","71","null","35","null","59","null","31","null",
"1500000US530330279001","Block Group 1, Census Tract 279, King County, Washington","451","133","null","null","41","45","null","null","0","null","12","null","16","24","null","null","40","null","54","null","17","null","28","null","49","45","null","null","14","22","null","null","62","50","null","null","74","null","94","null","54","null","52","null","14","25","null","null","10","19","null","null","0","12","null","null","8","null","17","null","52","null","53","null","0","null","12","null",
"1500000US530330279002","Block Group 2, Census Tract 279, King County, Washington","810","139","null","null","20","32","null","null","143","null","102","null","13","21","null","null","86","null","88","null","0","null","12","null","18","28","null","null","11","18","null","null","113","106","null","null","13","null","23","null","154","null","116","null","130","86","null","null","43","41","null","null","0","12","null","null","0","null","12","null","52","null","84","null","14","null","23","null",
"1500000US530330279003","Block Group 3, Census Tract 279, King County, Washington","545","162","null","null","87","88","null","null","32","null","50","null","0","12","null","null","43","null","52","null","0","null","12","null","143","123","null","null","0","12","null","null","0","12","null","null","28","null","31","null","17","null","27","null","26","30","null","null","71","59","null","null","26","34","null","null","26","null","42","null","29","null","48","null","17","null","28","null",
"1500000US530330279004","Block Group 4, Census Tract 279, King County, Washington","412","121","null","null","12","20","null","null","0","null","12","null","0","12","null","null","69","null","92","null","16","null","26","null","0","12","null","null","14","21","null","null","47","68","null","null","29","null","45","null","10","null","17","null","35","33","null","null","89","86","null","null","8","14","null","null","17","null","28","null","16","null","28","null","50","null","50","null",
"1500000US530330279005","Block Group 5, Census Tract 279, King County, Washington","361","97","null","null","0","12","null","null","0","null","12","null","0","12","null","null","14","null","22","null","0","null","12","null","40","48","null","null","0","12","null","null","0","12","null","null","0","null","12","null","7","null","12","null","131","106","null","null","50","50","null","null","8","14","null","null","32","null","36","null","43","null","45","null","36","null","43","null",
"1500000US530330279006","Block Group 6, Census Tract 279, King County, Washington","540","110","null","null","0","12","null","null","0","null","12","null","22","25","null","null","0","null","12","null","27","null","32","null","10","16","null","null","58","61","null","null","11","18","null","null","22","null","23","null","56","null","62","null","49","46","null","null","58","42","null","null","91","71","null","null","56","null","44","null","63","null","50","null","17","null","21","null",
"1500000US530330280001","Block Group 1, Census Tract 280, King County, Washington","518","96","null","null","18","30","null","null","20","null","34","null","19","31","null","null","27","null","28","null","7","null","10","null","102","86","null","null","20","34","null","null","113","67","null","null","25","null","31","null","45","null","44","null","27","31","null","null","45","54","null","null","34","38","null","null","4","null","7","null","0","null","12","null","12","null","17","null",
"1500000US530330280002","Block Group 2, Census Tract 280, King County, Washington","547","95","null","null","72","51","null","null","51","null","54","null","0","12","null","null","29","null","34","null","14","null","22","null","28","35","null","null","33","33","null","null","17","21","null","null","68","null","58","null","50","null","41","null","72","55","null","null","66","53","null","null","47","44","null","null","0","null","12","null","0","null","12","null","0","null","12","null",
"1500000US530330280003","Block Group 3, Census Tract 280, King County, Washington","482","93","null","null","53","37","null","null","33","null","33","null","42","48","null","null","63","null","37","null","6","null","10","null","0","12","null","null","37","40","null","null","23","20","null","null","38","null","41","null","32","null","31","null","104","66","null","null","22","22","null","null","6","12","null","null","23","null","21","null","0","null","12","null","0","null","12","null",
"1500000US530330281001","Block Group 1, Census Tract 281, King County, Washington","430","66","null","null","33","30","null","null","40","null","45","null","17","19","null","null","6","null","11","null","38","null","28","null","13","11","null","null","36","31","null","null","23","20","null","null","13","null","18","null","20","null","16","null","48","36","null","null","123","54","null","null","7","11","null","null","0","null","12","null","5","null","9","null","8","null","11","null",
"1500000US530330281002","Block Group 2, Census Tract 281, King County, Washington","393","73","null","null","51","50","null","null","4","null","6","null","21","19","null","null","27","null","29","null","5","null","8","null","4","6","null","null","26","33","null","null","11","12","null","null","26","null","26","null","40","null","37","null","82","51","null","null","49","29","null","null","37","28","null","null","10","null","11","null","0","null","12","null","0","null","12","null",
"1500000US530330282001","Block Group 1, Census Tract 282, King County, Washington","743","136","null","null","153","94","null","null","77","null","67","null","10","14","null","null","8","null","13","null","40","null","46","null","36","30","null","null","0","12","null","null","18","20","null","null","0","null","12","null","125","null","86","null","23","37","null","null","64","52","null","null","100","59","null","null","49","null","32","null","21","null","32","null","19","null","21","null",
"1500000US530330282002","Block Group 2, Census Tract 282, King County, Washington","668","109","null","null","26","40","null","null","70","null","64","null","11","16","null","null","20","null","16","null","28","null","25","null","15","13","null","null","73","59","null","null","51","45","null","null","10","null","17","null","38","null","32","null","103","46","null","null","60","37","null","null","83","51","null","null","16","null","19","null","46","null","47","null","18","null","22","null",
"1500000US530330282003","Block Group 3, Census Tract 282, King County, Washington","486","121","null","null","66","64","null","null","45","null","48","null","67","65","null","null","9","null","15","null","82","null","69","null","0","12","null","null","30","28","null","null","41","47","null","null","10","null","14","null","52","null","46","null","38","50","null","null","20","21","null","null","9","14","null","null","17","null","19","null","0","null","12","null","0","null","12","null",
"1500000US530330283001","Block Group 1, Census Tract 283, King County, Washington","460","60","null","null","10","16","null","null","19","null","20","null","0","12","null","null","22","null","25","null","0","null","12","null","21","23","null","null","17","23","null","null","0","12","null","null","29","null","25","null","39","null","30","null","34","31","null","null","75","41","null","null","115","49","null","null","20","null","22","null","28","null","26","null","31","null","17","null",
"1500000US530330283002","Block Group 2, Census Tract 283, King County, Washington","456","95","null","null","0","12","null","null","0","null","12","null","13","20","null","null","37","null","48","null","20","null","22","null","6","10","null","null","36","35","null","null","0","12","null","null","21","null","22","null","47","null","39","null","52","45","null","null","130","84","null","null","28","27","null","null","16","null","18","null","26","null","29","null","24","null","24","null",
"1500000US530330283003","Block Group 3, Census Tract 283, King County, Washington","1018","126","null","null","60","49","null","null","0","null","12","null","18","22","null","null","12","null","19","null","0","null","12","null","44","48","null","null","28","31","null","null","0","12","null","null","49","null","59","null","75","null","57","null","70","44","null","null","370","119","null","null","118","51","null","null","76","null","46","null","57","null","29","null","41","null","28","null",
"1500000US530330284021","Block Group 1, Census Tract 284.02, King County, Washington","287","70","null","null","19","23","null","null","7","null","11","null","21","20","null","null","36","null","42","null","47","null","57","null","16","18","null","null","0","12","null","null","20","25","null","null","0","null","12","null","21","null","20","null","43","48","null","null","30","32","null","null","17","18","null","null","10","null","18","null","0","null","12","null","0","null","12","null",
"1500000US530330284022","Block Group 2, Census Tract 284.02, King County, Washington","436","111","null","null","32","38","null","null","21","null","34","null","13","15","null","null","59","null","58","null","0","null","12","null","0","12","null","null","22","35","null","null","20","18","null","null","25","null","39","null","84","null","76","null","79","49","null","null","43","33","null","null","18","20","null","null","6","null","9","null","0","null","12","null","14","null","17","null",
"1500000US530330284023","Block Group 3, Census Tract 284.02, King County, Washington","458","81","null","null","7","11","null","null","7","null","12","null","19","20","null","null","33","null","43","null","23","null","21","null","6","9","null","null","41","28","null","null","17","23","null","null","27","null","28","null","16","null","19","null","79","52","null","null","48","31","null","null","26","24","null","null","50","null","34","null","49","null","39","null","10","null","14","null",
"1500000US530330284024","Block Group 4, Census Tract 284.02, King County, Washington","612","104","null","null","28","35","null","null","33","null","43","null","113","85","null","null","48","null","59","null","44","null","50","null","25","30","null","null","96","74","null","null","68","69","null","null","61","null","50","null","36","null","48","null","27","33","null","null","17","21","null","null","0","12","null","null","0","null","12","null","16","null","19","null","0","null","12","null",
"1500000US530330284031","Block Group 1, Census Tract 284.03, King County, Washington","1306","168","null","null","138","119","null","null","33","null","58","null","109","117","null","null","240","null","191","null","61","null","60","null","308","170","null","null","37","36","null","null","46","51","null","null","11","null","30","null","115","null","82","null","141","96","null","null","17","26","null","null","0","12","null","null","10","null","18","null","40","null","47","null","0","null","12","null",
"1500000US530330284032","Block Group 2, Census Tract 284.03, King County, Washington","612","125","null","null","57","60","null","null","58","null","43","null","70","73","null","null","46","null","38","null","89","null","63","null","75","70","null","null","32","40","null","null","23","28","null","null","3","null","9","null","23","null","29","null","37","39","null","null","77","49","null","null","17","28","null","null","0","null","12","null","5","null","21","null","0","null","12","null",
"1500000US530330284033","Block Group 3, Census Tract 284.03, King County, Washington","474","119","null","null","0","12","null","null","0","null","12","null","12","18","null","null","44","null","46","null","37","null","44","null","21","39","null","null","21","39","null","null","8","14","null","null","0","null","12","null","47","null","40","null","39","46","null","null","93","85","null","null","58","43","null","null","63","null","68","null","24","null","30","null","7","null","12","null",
"1500000US530330285001","Block Group 1, Census Tract 285, King County, Washington","429","75","null","null","0","12","null","null","15","null","17","null","12","18","null","null","11","null","17","null","28","null","32","null","22","24","null","null","20","22","null","null","24","24","null","null","16","null","24","null","37","null","26","null","34","30","null","null","79","51","null","null","41","34","null","null","31","null","32","null","23","null","26","null","36","null","35","null",
"1500000US530330285002","Block Group 2, Census Tract 285, King County, Washington","495","86","null","null","10","17","null","null","0","null","12","null","8","12","null","null","16","null","19","null","7","null","11","null","21","24","null","null","23","36","null","null","0","12","null","null","0","null","12","null","20","null","26","null","116","77","null","null","108","53","null","null","82","59","null","null","42","null","37","null","37","null","28","null","5","null","9","null",
"1500000US530330285003","Block Group 3, Census Tract 285, King County, Washington","705","110","null","null","98","72","null","null","89","null","66","null","20","23","null","null","92","null","76","null","64","null","54","null","47","48","null","null","36","33","null","null","83","58","null","null","0","null","12","null","36","null","34","null","52","39","null","null","29","23","null","null","23","23","null","null","0","null","12","null","31","null","30","null","5","null","8","null",
"1500000US530330286001","Block Group 1, Census Tract 286, King County, Washington","325","67","null","null","0","12","null","null","14","null","25","null","0","12","null","null","14","null","24","null","0","null","12","null","0","12","null","null","14","24","null","null","0","12","null","null","0","null","12","null","13","null","20","null","64","73","null","null","29","33","null","null","44","35","null","null","15","null","24","null","41","null","38","null","77","null","49","null",
"1500000US530330286002","Block Group 2, Census Tract 286, King County, Washington","397","105","null","null","0","12","null","null","13","null","21","null","39","60","null","null","0","null","12","null","0","null","12","null","56","70","null","null","0","12","null","null","14","22","null","null","0","null","12","null","14","null","24","null","14","23","null","null","85","82","null","null","13","21","null","null","12","null","18","null","17","null","27","null","120","null","55","null",
"1500000US530330286003","Block Group 3, Census Tract 286, King County, Washington","426","83","null","null","0","12","null","null","0","null","12","null","15","24","null","null","0","null","12","null","0","null","12","null","0","12","null","null","14","23","null","null","14","22","null","null","15","null","23","null","14","null","24","null","28","31","null","null","32","37","null","null","44","41","null","null","47","null","44","null","104","null","60","null","99","null","72","null",
"1500000US530330286004","Block Group 4, Census Tract 286, King County, Washington","434","111","null","null","0","12","null","null","0","null","12","null","0","12","null","null","14","null","23","null","46","null","72","null","13","22","null","null","17","29","null","null","0","12","null","null","33","null","41","null","0","null","12","null","14","23","null","null","84","63","null","null","59","43","null","null","15","null","22","null","87","null","55","null","52","null","50","null",
"1500000US530330286005","Block Group 5, Census Tract 286, King County, Washington","629","127","null","null","42","69","null","null","58","null","71","null","0","12","null","null","14","null","22","null","30","null","35","null","0","12","null","null","64","40","null","null","30","34","null","null","0","null","12","null","115","null","92","null","14","23","null","null","88","82","null","null","76","71","null","null","15","null","22","null","52","null","44","null","31","null","35","null",
"1500000US530330286006","Block Group 6, Census Tract 286, King County, Washington","444","110","null","null","40","64","null","null","28","null","32","null","41","65","null","null","43","null","67","null","0","null","12","null","0","12","null","null","13","20","null","null","0","12","null","null","59","null","47","null","0","null","12","null","58","44","null","null","13","21","null","null","12","20","null","null","31","null","37","null","74","null","50","null","32","null","37","null",
"1500000US530330287001","Block Group 1, Census Tract 287, King County, Washington","331","69","null","null","21","34","null","null","15","null","22","null","7","11","null","null","21","null","33","null","9","null","14","null","34","43","null","null","8","13","null","null","29","24","null","null","62","null","36","null","9","null","14","null","10","16","null","null","25","23","null","null","55","33","null","null","19","null","22","null","6","null","9","null","1","null","9","null",
"1500000US530330287002","Block Group 2, Census Tract 287, King County, Washington","456","90","null","null","0","12","null","null","0","null","12","null","0","12","null","null","12","null","18","null","17","null","18","null","18","20","null","null","0","12","null","null","44","49","null","null","11","null","17","null","16","null","18","null","51","40","null","null","97","61","null","null","72","49","null","null","26","null","26","null","36","null","30","null","56","null","37","null",
"1500000US530330287003","Block Group 3, Census Tract 287, King County, Washington","602","91","null","null","26","41","null","null","7","null","11","null","0","12","null","null","29","null","26","null","48","null","51","null","0","12","null","null","10","16","null","null","21","23","null","null","27","null","42","null","34","null","27","null","56","48","null","null","93","49","null","null","95","50","null","null","64","null","38","null","83","null","61","null","9","null","14","null",
"1500000US530330287004","Block Group 4, Census Tract 287, King County, Washington","451","70","null","null","9","15","null","null","0","null","12","null","0","12","null","null","8","null","13","null","19","null","21","null","21","22","null","null","8","12","null","null","15","17","null","null","53","null","52","null","15","null","18","null","94","60","null","null","84","52","null","null","72","44","null","null","15","null","18","null","18","null","20","null","20","null","22","null",
"1500000US530330288011","Block Group 1, Census Tract 288.01, King County, Washington","433","63","null","null","11","11","null","null","26","null","26","null","18","20","null","null","12","null","12","null","5","null","8","null","27","21","null","null","13","13","null","null","16","15","null","null","36","null","20","null","41","null","20","null","35","27","null","null","88","35","null","null","47","27","null","null","12","null","14","null","31","null","21","null","15","null","14","null",
"1500000US530330288012","Block Group 2, Census Tract 288.01, King County, Washington","290","46","null","null","0","12","null","null","15","null","22","null","4","7","null","null","4","null","7","null","0","null","12","null","5","7","null","null","55","38","null","null","0","12","null","null","4","null","7","null","40","null","31","null","20","18","null","null","51","34","null","null","50","26","null","null","36","null","31","null","0","null","12","null","6","null","10","null",
"1500000US530330288013","Block Group 3, Census Tract 288.01, King County, Washington","23","14","null","null","0","12","null","null","7","null","11","null","0","12","null","null","0","null","12","null","3","null","5","null","4","8","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","9","10","null","null","0","null","12","null","0","null","12","null","0","null","12","null",
"1500000US530330288021","Block Group 1, Census Tract 288.02, King County, Washington","730","139","null","null","65","73","null","null","28","null","41","null","9","16","null","null","0","null","12","null","132","null","92","null","30","34","null","null","36","34","null","null","115","99","null","null","0","null","12","null","93","null","74","null","37","48","null","null","55","63","null","null","49","46","null","null","0","null","12","null","71","null","58","null","10","null","18","null",
"1500000US530330288022","Block Group 2, Census Tract 288.02, King County, Washington","499","93","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","null","12","null","0","null","12","null","19","29","null","null","57","60","null","null","0","12","null","null","41","null","35","null","26","null","30","null","87","47","null","null","86","60","null","null","65","48","null","null","11","null","19","null","43","null","43","null","64","null","55","null",
"1500000US530330288023","Block Group 3, Census Tract 288.02, King County, Washington","323","97","null","null","46","55","null","null","30","null","48","null","0","12","null","null","73","null","72","null","0","null","12","null","29","45","null","null","12","19","null","null","21","23","null","null","0","null","12","null","47","null","51","null","17","21","null","null","48","58","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null",
"1500000US530330288024","Block Group 4, Census Tract 288.02, King County, Washington","755","126","null","null","57","56","null","null","0","null","12","null","59","52","null","null","88","null","83","null","47","null","49","null","56","56","null","null","128","86","null","null","25","30","null","null","91","null","67","null","28","null","44","null","136","104","null","null","9","16","null","null","20","25","null","null","0","null","12","null","0","null","12","null","11","null","18","null",
"1500000US530330289011","Block Group 1, Census Tract 289.01, King County, Washington","432","99","null","null","10","15","null","null","20","null","32","null","0","12","null","null","16","null","20","null","0","null","12","null","36","46","null","null","48","61","null","null","39","47","null","null","15","null","18","null","32","null","28","null","109","75","null","null","35","28","null","null","6","11","null","null","27","null","25","null","23","null","22","null","16","null","28","null",
"1500000US530330289012","Block Group 2, Census Tract 289.01, King County, Washington","275","71","null","null","0","12","null","null","0","null","12","null","22","25","null","null","0","null","12","null","0","null","12","null","21","24","null","null","23","25","null","null","20","21","null","null","0","null","12","null","52","null","39","null","28","25","null","null","21","25","null","null","30","28","null","null","44","null","49","null","14","null","16","null","0","null","12","null",
"1500000US530330289013","Block Group 3, Census Tract 289.01, King County, Washington","454","95","null","null","13","14","null","null","0","null","12","null","0","12","null","null","43","null","35","null","19","null","24","null","0","12","null","null","0","12","null","null","11","17","null","null","0","null","12","null","8","null","14","null","135","75","null","null","95","66","null","null","65","38","null","null","14","null","12","null","24","null","22","null","27","null","27","null",
"1500000US530330289014","Block Group 4, Census Tract 289.01, King County, Washington","434","77","null","null","11","17","null","null","0","null","12","null","6","11","null","null","56","null","50","null","7","null","10","null","10","16","null","null","26","26","null","null","11","18","null","null","0","null","12","null","42","null","38","null","55","42","null","null","52","34","null","null","58","40","null","null","52","null","38","null","16","null","14","null","32","null","32","null",
"1500000US530330289021","Block Group 1, Census Tract 289.02, King County, Washington","415","149","null","null","0","12","null","null","48","null","44","null","34","28","null","null","45","null","77","null","34","null","40","null","49","76","null","null","40","61","null","null","0","12","null","null","0","null","12","null","33","null","40","null","105","97","null","null","15","25","null","null","0","12","null","null","0","null","12","null","12","null","19","null","0","null","12","null",
"1500000US530330289022","Block Group 2, Census Tract 289.02, King County, Washington","565","129","null","null","12","20","null","null","14","null","25","null","17","28","null","null","16","null","25","null","15","null","23","null","84","86","null","null","16","25","null","null","23","26","null","null","43","null","69","null","33","null","36","null","113","87","null","null","81","68","null","null","28","32","null","null","32","null","36","null","0","null","12","null","38","null","35","null",
"1500000US530330289023","Block Group 3, Census Tract 289.02, King County, Washington","434","137","null","null","45","42","null","null","64","null","78","null","95","107","null","null","0","null","12","null","19","null","32","null","64","83","null","null","61","77","null","null","16","25","null","null","0","null","12","null","58","null","68","null","0","12","null","null","12","20","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null",
"1500000US530330289024","Block Group 4, Census Tract 289.02, King County, Washington","474","125","null","null","0","12","null","null","55","null","86","null","24","29","null","null","15","null","23","null","17","null","27","null","54","47","null","null","0","12","null","null","50","44","null","null","16","null","25","null","106","null","87","null","0","12","null","null","57","52","null","null","65","56","null","null","0","null","12","null","15","null","26","null","0","null","12","null",
"1500000US530330289025","Block Group 5, Census Tract 289.02, King County, Washington","565","158","null","null","32","35","null","null","28","null","30","null","0","12","null","null","30","null","33","null","25","null","39","null","35","54","null","null","85","86","null","null","60","82","null","null","80","null","61","null","0","null","12","null","71","87","null","null","29","34","null","null","15","23","null","null","37","null","32","null","38","null","61","null","0","null","12","null",
"1500000US530330290011","Block Group 1, Census Tract 290.01, King County, Washington","371","71","null","null","8","14","null","null","27","null","24","null","0","12","null","null","19","null","20","null","35","null","27","null","20","23","null","null","26","32","null","null","25","24","null","null","8","null","13","null","0","null","12","null","48","33","null","null","49","32","null","null","48","31","null","null","24","null","22","null","16","null","18","null","18","null","20","null",
"1500000US530330290012","Block Group 2, Census Tract 290.01, King County, Washington","404","87","null","null","47","41","null","null","8","null","13","null","0","12","null","null","42","null","46","null","38","null","43","null","7","11","null","null","15","17","null","null","31","46","null","null","24","null","23","null","11","null","18","null","26","23","null","null","57","36","null","null","11","17","null","null","17","null","20","null","57","null","57","null","13","null","21","null",
"1500000US530330290013","Block Group 3, Census Tract 290.01, King County, Washington","504","86","null","null","14","16","null","null","26","null","20","null","7","10","null","null","26","null","23","null","10","null","15","null","8","13","null","null","84","59","null","null","0","12","null","null","17","null","19","null","57","null","31","null","8","12","null","null","44","38","null","null","37","35","null","null","48","null","35","null","36","null","26","null","82","null","64","null",
"1500000US530330290014","Block Group 4, Census Tract 290.01, King County, Washington","767","93","null","null","35","32","null","null","7","null","13","null","23","21","null","null","52","null","47","null","78","null","60","null","44","27","null","null","33","27","null","null","26","23","null","null","28","null","25","null","68","null","39","null","71","39","null","null","139","53","null","null","53","29","null","null","26","null","20","null","78","null","65","null","6","null","10","null",
"1500000US530330290031","Block Group 1, Census Tract 290.03, King County, Washington","379","103","null","null","68","56","null","null","43","null","70","null","0","12","null","null","45","null","42","null","13","null","20","null","0","12","null","null","15","25","null","null","42","42","null","null","66","null","60","null","0","null","12","null","37","33","null","null","0","12","null","null","9","15","null","null","41","null","46","null","0","null","12","null","0","null","12","null",
"1500000US530330290032","Block Group 2, Census Tract 290.03, King County, Washington","418","118","null","null","58","88","null","null","0","null","12","null","13","20","null","null","15","null","26","null","11","null","19","null","0","12","null","null","11","17","null","null","46","72","null","null","45","null","73","null","14","null","23","null","0","12","null","null","43","40","null","null","89","87","null","null","36","null","34","null","11","null","18","null","26","null","28","null",
"1500000US530330290033","Block Group 3, Census Tract 290.03, King County, Washington","503","109","null","null","24","28","null","null","0","null","12","null","13","20","null","null","0","null","12","null","29","null","44","null","14","22","null","null","26","28","null","null","0","12","null","null","49","null","57","null","118","null","83","null","66","51","null","null","0","12","null","null","112","94","null","null","0","null","12","null","52","null","64","null","0","null","12","null",
