"GEO_ID","NAME","B19001_001E","B19001_001EA","B19001_001M","B19001_001MA","B19001_002E","B19001_002EA","B19001_002M","B19001_002MA","B19001_003E","B19001_003EA","B19001_003M","B19001_003MA","B19001_004E","B19001_004EA","B19001_004M","B19001_004MA","B19001_005E","B19001_005EA","B19001_005M","B19001_005MA","B19001_006E","B19001_006EA","B19001_006M","B19001_006MA","B19001_007E","B19001_007EA","B19001_007M","B19001_007MA","B19001_008E","B19001_008EA","B19001_008M","B19001_008MA","B19001_009E","B19001_009EA","B19001_009M","B19001_009MA","B19001_010E","B19001_010M","B19001_010MA","B19001_010EA","B19001_011E","B19001_011M","B19001_011MA","B19001_011EA","B19001_012E","B19001_012EA","B19001_012M","B19001_012MA","B19001_013E","B19001_013M","B19001_013MA","B19001_013EA","B19001_014E","B19001_014EA","B19001_014M","B19001_014MA","B19001_015E","B19001_015M","B19001_015MA","B19001_015EA","B19001_016E","B19001_016EA","B19001_016M","B19001_016MA","B19001_017E","B19001_017EA","B19001_017M","B19001_017MA",
"1500000US530330219054","Block Group 4, Census Tract 219.05, King County, Washington","427","null","91","null","0","null","12","null","0","null","12","null","15","null","23","null","58","null","63","null","0","null","12","null","19","null","29","null","0","null","12","null","19","null","28","null","14","22","null","null","23","26","null","null","26","null","33","null","66","61","null","null","107","null","66","null","25","27","null","null","55","null","68","null","0","null","12","null",
"1500000US530330219061","Block Group 1, Census Tract 219.06, King County, Washington","670","null","86","null","11","null","17","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","37","null","25","null","0","null","12","null","34","null","32","null","8","13","null","null","54","40","null","null","57","null","43","null","47","35","null","null","123","null","58","null","39","34","null","null","151","null","66","null","109","null","46","null",
"1500000US530330219062","Block Group 2, Census Tract 219.06, King County, Washington","293","null","67","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","21","null","16","null","38","null","52","null","0","null","12","null","30","null","30","null","9","15","null","null","20","23","null","null","18","null","19","null","32","29","null","null","12","null","19","null","26","25","null","null","64","null","32","null","23","null","22","null",
"1500000US530330219063","Block Group 3, Census Tract 219.06, King County, Washington","639","null","103","null","46","null","49","null","13","null","20","null","27","null","28","null","0","null","12","null","98","null","63","null","67","null","70","null","0","null","12","null","21","null","23","null","12","20","null","null","30","27","null","null","76","null","38","null","109","64","null","null","41","null","34","null","50","36","null","null","32","null","48","null","17","null","20","null",
"1500000US530330220011","Block Group 1, Census Tract 220.01, King County, Washington","491","null","114","null","12","null","17","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","21","null","33","null","33","null","55","null","45","44","null","null","0","12","null","null","73","null","58","null","31","32","null","null","106","null","100","null","47","36","null","null","115","null","91","null","8","null","14","null",
"1500000US530330220012","Block Group 2, Census Tract 220.01, King County, Washington","1217","null","135","null","13","null","20","null","55","null","46","null","155","null","73","null","46","null","43","null","84","null","61","null","95","null","77","null","58","null","69","null","50","null","40","null","28","34","null","null","100","84","null","null","134","null","87","null","96","60","null","null","46","null","58","null","88","61","null","null","70","null","44","null","99","null","77","null",
"1500000US530330220013","Block Group 3, Census Tract 220.01, King County, Washington","471","null","109","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","11","null","17","null","0","null","12","null","0","null","12","null","74","null","61","null","0","12","null","null","24","32","null","null","35","null","40","null","75","50","null","null","95","null","76","null","17","28","null","null","72","null","50","null","68","null","70","null",
"1500000US530330220031","Block Group 1, Census Tract 220.03, King County, Washington","460","null","75","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","13","null","16","null","17","null","19","null","17","null","22","null","21","null","21","null","6","9","null","null","34","27","null","null","46","null","29","null","72","40","null","null","104","null","50","null","68","50","null","null","44","null","51","null","18","null","23","null",
"1500000US530330220032","Block Group 2, Census Tract 220.03, King County, Washington","495","null","96","null","10","null","16","null","14","null","22","null","23","null","27","null","18","null","20","null","6","null","10","null","28","null","36","null","17","null","28","null","9","null","15","null","74","65","null","null","48","59","null","null","22","null","25","null","27","26","null","null","45","null","35","null","77","51","null","null","20","null","30","null","57","null","38","null",
"1500000US530330220033","Block Group 3, Census Tract 220.03, King County, Washington","342","null","68","null","21","null","24","null","0","null","12","null","0","null","12","null","10","null","15","null","0","null","12","null","0","null","12","null","12","null","18","null","51","null","51","null","10","17","null","null","6","11","null","null","58","null","41","null","39","31","null","null","49","null","32","null","23","21","null","null","42","null","33","null","21","null","23","null",
"1500000US530330220034","Block Group 4, Census Tract 220.03, King County, Washington","316","null","58","null","29","null","46","null","13","null","20","null","8","null","13","null","10","null","16","null","0","null","12","null","0","null","12","null","0","null","12","null","44","null","49","null","30","27","null","null","6","12","null","null","22","null","24","null","48","27","null","null","54","null","42","null","0","12","null","null","30","null","21","null","22","null","25","null",
"1500000US530330220035","Block Group 5, Census Tract 220.03, King County, Washington","326","null","76","null","17","null","27","null","5","null","9","null","0","null","12","null","10","null","18","null","0","null","12","null","25","null","27","null","24","null","27","null","0","null","12","null","54","59","null","null","55","48","null","null","22","null","24","null","31","28","null","null","63","null","48","null","0","12","null","null","20","null","22","null","0","null","12","null",
"1500000US530330220051","Block Group 1, Census Tract 220.05, King County, Washington","1011","null","138","null","18","null","30","null","0","null","12","null","51","null","48","null","28","null","32","null","13","null","19","null","44","null","44","null","0","null","12","null","27","null","30","null","26","39","null","null","59","51","null","null","237","null","131","null","160","104","null","null","124","null","76","null","53","49","null","null","39","null","45","null","132","null","93","null",
"1500000US530330220052","Block Group 2, Census Tract 220.05, King County, Washington","397","null","108","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","20","null","31","null","23","null","30","null","20","null","33","null","0","12","null","null","18","29","null","null","24","null","40","null","79","77","null","null","151","null","63","null","18","29","null","null","24","null","39","null","20","null","31","null",
"1500000US530330220053","Block Group 3, Census Tract 220.05, King County, Washington","776","null","125","null","35","null","38","null","74","null","77","null","0","null","12","null","0","null","12","null","20","null","32","null","52","null","54","null","0","null","12","null","94","null","74","null","22","35","null","null","70","58","null","null","54","null","56","null","49","54","null","null","184","null","86","null","28","34","null","null","75","null","60","null","19","null","31","null",
"1500000US530330220061","Block Group 1, Census Tract 220.06, King County, Washington","552","null","71","null","15","null","18","null","12","null","13","null","0","null","12","null","9","null","14","null","7","null","12","null","12","null","15","null","7","null","11","null","8","null","12","null","31","27","null","null","13","17","null","null","53","null","31","null","64","36","null","null","103","null","56","null","58","35","null","null","53","null","33","null","107","null","57","null",
"1500000US530330220062","Block Group 2, Census Tract 220.06, King County, Washington","565","null","84","null","15","null","18","null","28","null","26","null","0","null","12","null","27","null","42","null","21","null","23","null","22","null","34","null","0","null","12","null","10","null","15","null","24","27","null","null","43","41","null","null","27","null","24","null","90","43","null","null","79","null","59","null","52","39","null","null","84","null","40","null","43","null","30","null",
"1500000US530330220063","Block Group 3, Census Tract 220.06, King County, Washington","583","null","100","null","52","null","39","null","18","null","21","null","11","null","18","null","40","null","46","null","8","null","12","null","20","null","21","null","56","null","58","null","61","null","58","null","20","22","null","null","73","60","null","null","59","null","41","null","98","70","null","null","47","null","35","null","10","15","null","null","0","null","12","null","10","null","17","null",
"1500000US530330221011","Block Group 1, Census Tract 221.01, King County, Washington","515","null","73","null","26","null","20","null","7","null","11","null","25","null","38","null","23","null","31","null","6","null","11","null","0","null","12","null","40","null","32","null","12","null","14","null","7","11","null","null","37","31","null","null","30","null","22","null","94","46","null","null","45","null","28","null","38","28","null","null","61","null","34","null","64","null","38","null",
"1500000US530330221012","Block Group 2, Census Tract 221.01, King County, Washington","364","null","53","null","17","null","18","null","7","null","12","null","13","null","18","null","0","null","12","null","0","null","12","null","8","null","13","null","7","null","12","null","0","null","12","null","8","12","null","null","0","12","null","null","24","null","22","null","58","35","null","null","40","null","24","null","22","24","null","null","39","null","29","null","121","null","48","null",
"1500000US530330221013","Block Group 3, Census Tract 221.01, King County, Washington","585","null","78","null","72","null","57","null","11","null","17","null","19","null","21","null","0","null","12","null","5","null","8","null","3","null","7","null","0","null","12","null","12","null","17","null","6","10","null","null","59","42","null","null","37","null","31","null","70","37","null","null","161","null","63","null","28","24","null","null","55","null","38","null","47","null","31","null",
"1500000US530330221014","Block Group 4, Census Tract 221.01, King County, Washington","297","null","42","null","0","null","12","null","10","null","15","null","0","null","12","null","0","null","12","null","0","null","12","null","15","null","16","null","8","null","12","null","0","null","12","null","10","15","null","null","0","12","null","null","31","null","22","null","60","36","null","null","60","null","38","null","34","23","null","null","42","null","34","null","27","null","25","null",
"1500000US530330221021","Block Group 1, Census Tract 221.02, King County, Washington","1138","null","108","null","13","null","23","null","15","null","25","null","0","null","12","null","32","null","27","null","125","null","97","null","51","null","47","null","0","null","12","null","0","null","12","null","84","88","null","null","66","71","null","null","80","null","59","null","151","69","null","null","32","null","38","null","140","73","null","null","212","null","81","null","137","null","60","null",
"1500000US530330221022","Block Group 2, Census Tract 221.02, King County, Washington","281","null","56","null","0","null","12","null","0","null","12","null","21","null","31","null","23","null","35","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","16","26","null","null","46","null","40","null","65","52","null","null","24","null","27","null","24","31","null","null","30","null","34","null","32","null","35","null",
"1500000US530330221023","Block Group 3, Census Tract 221.02, King County, Washington","387","null","73","null","0","null","12","null","18","null","29","null","0","null","12","null","0","null","12","null","0","null","12","null","13","null","20","null","0","null","12","null","14","null","23","null","29","32","null","null","46","40","null","null","44","null","41","null","51","49","null","null","91","null","55","null","34","38","null","null","38","null","43","null","9","null","16","null",
"1500000US530330221024","Block Group 4, Census Tract 221.02, King County, Washington","488","null","57","null","17","null","27","null","0","null","12","null","14","null","21","null","13","null","20","null","26","null","31","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","12","19","null","null","45","null","33","null","68","38","null","null","97","null","57","null","85","59","null","null","54","null","44","null","57","null","48","null",
"1500000US530330222011","Block Group 1, Census Tract 222.01, King County, Washington","399","null","69","null","26","null","21","null","10","null","16","null","0","null","12","null","25","null","39","null","0","null","12","null","0","null","12","null","27","null","42","null","23","null","22","null","0","12","null","null","10","15","null","null","49","null","48","null","67","45","null","null","86","null","41","null","24","23","null","null","34","null","30","null","18","null","14","null",
"1500000US530330222012","Block Group 2, Census Tract 222.01, King County, Washington","279","null","57","null","10","null","16","null","0","null","12","null","0","null","12","null","11","null","16","null","8","null","14","null","0","null","12","null","0","null","12","null","34","null","27","null","13","20","null","null","67","46","null","null","21","null","18","null","12","18","null","null","27","null","26","null","33","26","null","null","37","null","30","null","6","null","11","null",
"1500000US530330222013","Block Group 3, Census Tract 222.01, King County, Washington","719","null","82","null","30","null","22","null","44","null","57","null","38","null","27","null","51","null","54","null","23","null","25","null","62","null","48","null","8","null","12","null","47","null","60","null","28","25","null","null","35","27","null","null","42","null","30","null","88","54","null","null","127","null","68","null","21","22","null","null","43","null","32","null","32","null","37","null",
"1500000US530330222014","Block Group 4, Census Tract 222.01, King County, Washington","317","null","52","null","10","null","16","null","9","null","16","null","0","null","12","null","0","null","12","null","10","null","15","null","7","null","12","null","0","null","12","null","10","null","15","null","0","12","null","null","0","12","null","null","57","null","38","null","46","29","null","null","43","null","36","null","55","33","null","null","55","null","36","null","15","null","12","null",
"1500000US530330222021","Block Group 1, Census Tract 222.02, King County, Washington","526","null","89","null","25","null","32","null","25","null","22","null","13","null","21","null","0","null","12","null","17","null","28","null","13","null","21","null","10","null","17","null","0","null","12","null","12","18","null","null","22","27","null","null","64","null","43","null","0","12","null","null","45","null","45","null","77","55","null","null","92","null","67","null","111","null","90","null",
"1500000US530330222022","Block Group 2, Census Tract 222.02, King County, Washington","665","null","136","null","32","null","31","null","10","null","15","null","0","null","12","null","18","null","28","null","86","null","90","null","67","null","80","null","16","null","25","null","0","null","12","null","0","12","null","null","59","72","null","null","50","null","52","null","55","43","null","null","82","null","68","null","67","55","null","null","84","null","80","null","39","null","45","null",
"1500000US530330222023","Block Group 3, Census Tract 222.02, King County, Washington","508","null","91","null","0","null","12","null","0","null","12","null","0","null","12","null","25","null","29","null","28","null","33","null","0","null","12","null","0","null","12","null","23","null","24","null","0","12","null","null","22","32","null","null","48","null","56","null","65","49","null","null","165","null","76","null","15","23","null","null","80","null","62","null","37","null","29","null",
"1500000US530330222024","Block Group 4, Census Tract 222.02, King County, Washington","418","null","70","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","10","null","18","null","16","null","25","null","11","null","19","null","13","null","21","null","42","30","null","null","18","28","null","null","54","null","42","null","63","45","null","null","84","null","78","null","60","43","null","null","17","null","29","null","30","null","33","null",
"1500000US530330222025","Block Group 5, Census Tract 222.02, King County, Washington","1171","null","147","null","67","null","59","null","38","null","28","null","11","null","19","null","9","null","15","null","63","null","84","null","13","null","20","null","58","null","47","null","34","null","33","null","10","16","null","null","87","61","null","null","283","null","131","null","186","111","null","null","139","null","78","null","18","27","null","null","41","null","34","null","114","null","99","null",
"1500000US530330222031","Block Group 1, Census Tract 222.03, King County, Washington","739","null","78","null","0","null","12","null","32","null","29","null","6","null","9","null","0","null","12","null","20","null","25","null","20","null","22","null","17","null","19","null","0","null","12","null","0","12","null","null","27","26","null","null","30","null","26","null","61","58","null","null","134","null","76","null","105","45","null","null","103","null","47","null","184","null","62","null",
"1500000US530330222032","Block Group 2, Census Tract 222.03, King County, Washington","666","null","68","null","0","null","12","null","0","null","12","null","9","null","15","null","46","null","46","null","9","null","13","null","11","null","17","null","30","null","35","null","0","null","12","null","0","12","null","null","8","13","null","null","13","null","16","null","115","54","null","null","104","null","50","null","78","41","null","null","129","null","53","null","114","null","54","null",
"1500000US530330222033","Block Group 3, Census Tract 222.03, King County, Washington","455","null","78","null","46","null","57","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","49","null","41","null","11","null","18","null","17","18","null","null","22","26","null","null","78","null","54","null","31","29","null","null","20","null","21","null","8","14","null","null","49","null","35","null","124","null","69","null",
"1500000US530330223001","Block Group 1, Census Tract 223, King County, Washington","598","null","57","null","9","null","15","null","8","null","14","null","10","null","15","null","0","null","12","null","0","null","12","null","0","null","12","null","17","null","24","null","23","null","22","null","28","23","null","null","0","12","null","null","81","null","51","null","82","43","null","null","64","null","36","null","25","24","null","null","137","null","52","null","114","null","50","null",
"1500000US530330223002","Block Group 2, Census Tract 223, King County, Washington","411","null","56","null","15","null","16","null","0","null","12","null","0","null","12","null","0","null","12","null","11","null","17","null","17","null","19","null","5","null","8","null","0","null","12","null","17","18","null","null","21","20","null","null","14","null","15","null","71","36","null","null","32","null","24","null","32","29","null","null","34","null","26","null","142","null","51","null",
"1500000US530330224001","Block Group 1, Census Tract 224, King County, Washington","856","null","122","null","14","null","22","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","53","null","61","null","20","null","31","null","25","null","29","null","0","12","null","null","31","38","null","null","57","null","48","null","134","100","null","null","238","null","86","null","23","28","null","null","139","null","99","null","122","null","72","null",
"1500000US530330224002","Block Group 2, Census Tract 224, King County, Washington","484","null","94","null","16","null","26","null","0","null","12","null","0","null","12","null","15","null","26","null","16","null","25","null","0","null","12","null","27","null","31","null","0","null","12","null","0","12","null","null","32","38","null","null","57","null","47","null","65","52","null","null","45","null","44","null","50","45","null","null","77","null","58","null","84","null","62","null",
"1500000US530330224003","Block Group 3, Census Tract 224, King County, Washington","611","null","142","null","0","null","12","null","0","null","12","null","27","null","37","null","0","null","12","null","0","null","12","null","20","null","33","null","0","null","12","null","20","null","31","null","0","12","null","null","76","54","null","null","22","null","32","null","76","59","null","null","27","null","30","null","97","88","null","null","79","null","99","null","167","null","80","null",
"1500000US530330224004","Block Group 4, Census Tract 224, King County, Washington","913","null","176","null","91","null","73","null","16","null","28","null","32","null","37","null","0","null","12","null","19","null","32","null","16","null","26","null","38","null","42","null","51","null","51","null","15","25","null","null","0","12","null","null","79","null","65","null","159","101","null","null","47","null","45","null","73","56","null","null","72","null","61","null","205","null","128","null",
"1500000US530330224005","Block Group 5, Census Tract 224, King County, Washington","437","null","130","null","11","null","18","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","18","29","null","null","17","25","null","null","36","null","38","null","65","51","null","null","78","null","97","null","43","35","null","null","63","null","52","null","106","null","97","null",
"1500000US530330224006","Block Group 6, Census Tract 224, King County, Washington","487","null","80","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","36","null","40","null","0","null","12","null","0","null","12","null","17","null","28","null","40","62","null","null","0","12","null","null","25","null","30","null","42","38","null","null","47","null","34","null","57","51","null","null","18","null","29","null","205","null","76","null",
"1500000US530330225001","Block Group 1, Census Tract 225, King County, Washington","515","null","87","null","17","null","27","null","0","null","12","null","16","null","26","null","31","null","32","null","17","null","27","null","0","null","12","null","75","null","71","null","0","null","12","null","0","12","null","null","31","35","null","null","0","null","12","null","88","83","null","null","50","null","48","null","52","49","null","null","15","null","25","null","123","null","64","null",
"1500000US530330225002","Block Group 2, Census Tract 225, King County, Washington","607","null","83","null","0","null","12","null","0","null","12","null","16","null","25","null","39","null","62","null","0","null","12","null","18","null","28","null","15","null","25","null","16","null","25","null","0","12","null","null","0","12","null","null","32","null","36","null","44","40","null","null","73","null","48","null","82","48","null","null","92","null","62","null","180","null","84","null",
"1500000US530330225003","Block Group 3, Census Tract 225, King County, Washington","610","null","111","null","34","null","38","null","30","null","33","null","49","null","78","null","0","null","12","null","16","null","26","null","0","null","12","null","0","null","12","null","98","null","105","null","31","36","null","null","32","37","null","null","51","null","46","null","48","43","null","null","34","null","36","null","80","43","null","null","47","null","45","null","60","null","30","null",
"1500000US530330225004","Block Group 4, Census Tract 225, King County, Washington","967","null","160","null","34","null","38","null","0","null","12","null","65","null","54","null","36","null","40","null","15","null","24","null","14","null","22","null","77","null","84","null","61","null","47","null","0","12","null","null","0","12","null","null","57","null","49","null","97","61","null","null","162","null","102","null","74","76","null","null","144","null","69","null","131","null","66","null",
"1500000US530330225005","Block Group 5, Census Tract 225, King County, Washington","1071","null","176","null","15","null","24","null","0","null","12","null","14","null","23","null","74","null","54","null","14","null","23","null","17","null","26","null","35","null","39","null","45","null","43","null","44","40","null","null","65","45","null","null","46","null","43","null","191","87","null","null","175","null","107","null","60","48","null","null","177","null","92","null","99","null","61","null",
"1500000US530330226031","Block Group 1, Census Tract 226.03, King County, Washington","349","null","100","null","0","null","12","null","0","null","12","null","51","null","73","null","9","null","17","null","15","null","25","null","3","null","11","null","9","null","16","null","41","null","47","null","62","79","null","null","17","28","null","null","0","null","12","null","0","12","null","null","126","null","88","null","0","12","null","null","16","null","26","null","0","null","12","null",
"1500000US530330226032","Block Group 2, Census Tract 226.03, King County, Washington","285","null","53","null","9","null","15","null","18","null","28","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","20","28","null","null","0","12","null","null","20","null","30","null","9","15","null","null","56","null","43","null","31","35","null","null","71","null","46","null","51","null","36","null",
"1500000US530330226033","Block Group 3, Census Tract 226.03, King County, Washington","381","null","93","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","13","null","22","null","19","null","28","null","0","null","12","null","15","null","26","null","0","12","null","null","48","59","null","null","46","null","35","null","30","35","null","null","123","null","92","null","9","15","null","null","29","null","32","null","49","null","42","null",
"1500000US530330226034","Block Group 4, Census Tract 226.03, King County, Washington","672","null","98","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","13","null","26","null","12","null","20","null","0","null","12","null","12","null","20","null","60","49","null","null","44","41","null","null","30","null","36","null","84","56","null","null","201","null","65","null","57","46","null","null","24","null","27","null","135","null","83","null",
"1500000US530330226035","Block Group 5, Census Tract 226.03, King County, Washington","585","null","104","null","55","null","84","null","0","null","12","null","61","null","91","null","26","null","43","null","53","null","40","null","0","null","12","null","30","null","36","null","22","null","26","null","0","12","null","null","0","12","null","null","50","null","35","null","15","23","null","null","66","null","42","null","16","25","null","null","142","null","80","null","49","null","46","null",
"1500000US530330226041","Block Group 1, Census Tract 226.04, King County, Washington","612","null","72","null","10","null","16","null","0","null","12","null","22","null","27","null","0","null","12","null","0","null","12","null","25","null","23","null","37","null","31","null","41","null","35","null","27","26","null","null","14","18","null","null","61","null","35","null","107","55","null","null","47","null","38","null","50","31","null","null","50","null","37","null","121","null","45","null",
"1500000US530330226042","Block Group 2, Census Tract 226.04, King County, Washington","610","null","74","null","19","null","20","null","27","null","42","null","22","null","35","null","0","null","12","null","7","null","12","null","31","null","32","null","11","null","18","null","50","null","50","null","10","15","null","null","7","12","null","null","69","null","42","null","88","42","null","null","79","null","42","null","94","64","null","null","36","null","26","null","60","null","34","null",
"1500000US530330226043","Block Group 3, Census Tract 226.04, King County, Washington","514","null","54","null","0","null","12","null","6","null","10","null","0","null","12","null","0","null","12","null","11","null","16","null","0","null","12","null","19","null","23","null","36","null","32","null","0","12","null","null","63","40","null","null","12","null","18","null","77","47","null","null","80","null","43","null","59","32","null","null","73","null","40","null","78","null","36","null",
"1500000US530330226051","Block Group 1, Census Tract 226.05, King County, Washington","1121","null","155","null","17","null","26","null","50","null","45","null","16","null","25","null","76","null","94","null","8","null","14","null","52","null","58","null","120","null","92","null","51","null","40","null","58","67","null","null","47","45","null","null","91","null","61","null","134","99","null","null","142","null","109","null","68","56","null","null","130","null","104","null","61","null","60","null",
"1500000US530330226052","Block Group 2, Census Tract 226.05, King County, Washington","592","null","92","null","60","null","58","null","0","null","12","null","0","null","12","null","4","null","9","null","0","null","12","null","28","null","29","null","8","null","14","null","14","null","22","null","25","29","null","null","44","40","null","null","101","null","77","null","83","38","null","null","90","null","56","null","28","43","null","null","39","null","41","null","68","null","55","null",
"1500000US530330226053","Block Group 3, Census Tract 226.05, King County, Washington","825","null","150","null","98","null","103","null","15","null","24","null","0","null","12","null","14","null","22","null","9","null","16","null","37","null","44","null","0","null","12","null","71","null","71","null","0","12","null","null","22","27","null","null","222","null","122","null","82","67","null","null","114","null","95","null","18","30","null","null","85","null","65","null","38","null","39","null",
"1500000US530330226061","Block Group 1, Census Tract 226.06, King County, Washington","555","null","126","null","16","null","25","null","15","null","26","null","0","null","12","null","20","null","32","null","46","null","75","null","0","null","12","null","0","null","12","null","0","null","12","null","25","40","null","null","20","32","null","null","16","null","25","null","0","12","null","null","63","null","47","null","127","98","null","null","92","null","65","null","115","null","70","null",
"1500000US530330226062","Block Group 2, Census Tract 226.06, King County, Washington","714","null","146","null","26","null","44","null","0","null","12","null","0","null","12","null","0","null","12","null","15","null","24","null","56","null","68","null","0","null","12","null","110","null","89","null","29","34","null","null","89","58","null","null","126","null","122","null","106","72","null","null","45","null","37","null","72","52","null","null","20","null","29","null","20","null","32","null",
"1500000US530330226063","Block Group 3, Census Tract 226.06, King County, Washington","623","null","122","null","15","null","25","null","0","null","12","null","12","null","20","null","52","null","40","null","36","null","42","null","0","null","12","null","31","null","38","null","0","null","12","null","0","12","null","null","15","25","null","null","21","null","36","null","35","39","null","null","135","null","73","null","80","56","null","null","53","null","49","null","138","null","75","null",
"1500000US530330226064","Block Group 4, Census Tract 226.06, King County, Washington","447","null","128","null","0","null","12","null","0","null","12","null","19","null","29","null","13","null","20","null","0","null","12","null","0","null","12","null","0","null","12","null","15","null","26","null","0","12","null","null","64","62","null","null","27","null","33","null","39","43","null","null","35","null","40","null","60","87","null","null","40","null","46","null","135","null","88","null",
"1500000US530330227011","Block Group 1, Census Tract 227.01, King County, Washington","820","null","86","null","63","null","49","null","56","null","47","null","33","null","26","null","0","null","12","null","8","null","12","null","8","null","12","null","7","null","10","null","46","null","31","null","14","15","null","null","36","28","null","null","118","null","55","null","51","43","null","null","130","null","58","null","29","25","null","null","67","null","40","null","154","null","53","null",
"1500000US530330227012","Block Group 2, Census Tract 227.01, King County, Washington","583","null","80","null","22","null","20","null","0","null","12","null","15","null","16","null","40","null","43","null","6","null","9","null","0","null","12","null","7","null","11","null","10","null","15","null","17","19","null","null","0","12","null","null","76","null","45","null","36","27","null","null","71","null","39","null","112","43","null","null","108","null","55","null","63","null","34","null",
"1500000US530330227021","Block Group 1, Census Tract 227.02, King County, Washington","588","null","95","null","44","null","51","null","13","null","21","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","10","null","16","null","0","12","null","null","18","22","null","null","55","null","59","null","78","65","null","null","112","null","83","null","50","36","null","null","55","null","38","null","153","null","59","null",
"1500000US530330227022","Block Group 2, Census Tract 227.02, King County, Washington","373","null","66","null","24","null","26","null","0","null","12","null","9","null","14","null","0","null","12","null","21","null","25","null","33","null","51","null","26","null","29","null","0","null","12","null","0","12","null","null","0","12","null","null","17","null","19","null","9","15","null","null","31","null","25","null","61","47","null","null","62","null","40","null","80","null","40","null",
"1500000US530330227023","Block Group 3, Census Tract 227.02, King County, Washington","424","null","73","null","0","null","12","null","16","null","19","null","9","null","14","null","7","null","12","null","0","null","12","null","0","null","12","null","20","null","22","null","0","null","12","null","0","12","null","null","31","30","null","null","33","null","30","null","13","15","null","null","82","null","46","null","41","34","null","null","71","null","43","null","101","null","46","null",
"1500000US530330227031","Block Group 1, Census Tract 227.03, King County, Washington","483","null","53","null","7","null","10","null","11","null","12","null","9","null","12","null","4","null","8","null","9","null","13","null","0","null","12","null","20","null","20","null","18","null","19","null","6","10","null","null","42","23","null","null","97","null","49","null","30","19","null","null","55","null","26","null","25","19","null","null","47","null","28","null","103","null","36","null",
"1500000US530330227032","Block Group 2, Census Tract 227.03, King County, Washington","350","null","36","null","7","null","10","null","0","null","12","null","16","null","18","null","0","null","12","null","8","null","10","null","0","null","12","null","17","null","15","null","10","null","11","null","0","12","null","null","25","15","null","null","21","null","15","null","48","23","null","null","34","null","20","null","26","21","null","null","64","null","27","null","74","null","26","null",
"1500000US530330228011","Block Group 1, Census Tract 228.01, King County, Washington","1314","null","177","null","28","null","33","null","18","null","27","null","15","null","24","null","56","null","69","null","0","null","12","null","52","null","50","null","16","null","26","null","31","null","36","null","26","29","null","null","62","77","null","null","201","null","125","null","235","128","null","null","217","null","85","null","70","53","null","null","104","null","74","null","183","null","93","null",
"1500000US530330228012","Block Group 2, Census Tract 228.01, King County, Washington","1165","null","192","null","80","null","50","null","16","null","24","null","74","null","79","null","0","null","12","null","79","null","71","null","0","null","12","null","14","null","23","null","33","null","36","null","28","31","null","null","109","82","null","null","130","null","98","null","112","85","null","null","223","null","103","null","203","124","null","null","28","null","36","null","36","null","32","null",
"1500000US530330228013","Block Group 3, Census Tract 228.01, King County, Washington","504","null","95","null","23","null","38","null","0","null","12","null","0","null","12","null","0","null","12","null","15","null","23","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","38","44","null","null","64","null","47","null","56","46","null","null","0","null","12","null","25","41","null","null","61","null","45","null","222","null","90","null",
"1500000US530330228014","Block Group 4, Census Tract 228.01, King County, Washington","819","null","148","null","28","null","32","null","59","null","47","null","87","null","88","null","53","null","44","null","43","null","38","null","15","null","25","null","28","null","31","null","39","null","64","null","0","12","null","null","44","67","null","null","28","null","34","null","123","61","null","null","78","null","76","null","80","73","null","null","51","null","49","null","63","null","53","null",
"1500000US530330228021","Block Group 1, Census Tract 228.02, King County, Washington","869","null","90","null","7","null","11","null","25","null","28","null","16","null","18","null","30","null","28","null","23","null","21","null","64","null","64","null","35","null","45","null","0","null","12","null","18","20","null","null","9","14","null","null","101","null","53","null","170","67","null","null","54","null","48","null","123","58","null","null","49","null","35","null","145","null","58","null",
