"GEO_ID","NAME","B02001_001E","B02001_001M","B02001_001MA","B02001_001EA","B02001_002E","B02001_002M","B02001_002MA","B02001_002EA","B02001_003E","B02001_003M","B02001_003MA","B02001_003EA","B02001_004E","B02001_004M","B02001_004MA","B02001_004EA","B02001_005E","B02001_005EA","B02001_005M","B02001_005MA","B02001_006E","B02001_006M","B02001_006MA","B02001_006EA","B02001_007E","B02001_007M","B02001_007MA","B02001_007EA","B02001_008E","B02001_008M","B02001_008MA","B02001_008EA","B02001_009E","B02001_009M","B02001_009MA","B02001_009EA","B02001_010E","B02001_010EA","B02001_010M","B02001_010MA",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Annotation of Margin of Error!!Total","Annotation of Estimate!!Total","Estimate!!Total!!White alone","Margin of Error!!Total!!White alone","Annotation of Margin of Error!!Total!!White alone","Annotation of Estimate!!Total!!White alone","Estimate!!Total!!Black or African American alone","Margin of Error!!Total!!Black or African American alone","Annotation of Margin of Error!!Total!!Black or African American alone","Annotation of Estimate!!Total!!Black or African American alone","Estimate!!Total!!American Indian and Alaska Native alone","Margin of Error!!Total!!American Indian and Alaska Native alone","Annotation of Margin of Error!!Total!!American Indian and Alaska Native alone","Annotation of Estimate!!Total!!American Indian and Alaska Native alone","Estimate!!Total!!Asian alone","Annotation of Estimate!!Total!!Asian alone","Margin of Error!!Total!!Asian alone","Annotation of Margin of Error!!Total!!Asian alone","Estimate!!Total!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total!!Native Hawaiian and Other Pacific Islander alone","Annotation of Margin of Error!!Total!!Native Hawaiian and Other Pacific Islander alone","Annotation of Estimate!!Total!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total!!Some other race alone","Margin of Error!!Total!!Some other race alone","Annotation of Margin of Error!!Total!!Some other race alone","Annotation of Estimate!!Total!!Some other race alone","Estimate!!Total!!Two or more races","Margin of Error!!Total!!Two or more races","Annotation of Margin of Error!!Total!!Two or more races","Annotation of Estimate!!Total!!Two or more races","Estimate!!Total!!Two or more races!!Two races including Some other race","Margin of Error!!Total!!Two or more races!!Two races including Some other race","Annotation of Margin of Error!!Total!!Two or more races!!Two races including Some other race","Annotation of Estimate!!Total!!Two or more races!!Two races including Some other race","Estimate!!Total!!Two or more races!!Two races excluding Some other race, and three or more races","Annotation of Estimate!!Total!!Two or more races!!Two races excluding Some other race, and three or more races","Margin of Error!!Total!!Two or more races!!Two races excluding Some other race, and three or more races","Annotation of Margin of Error!!Total!!Two or more races!!Two races excluding Some other race, and three or more races",
"1500000US530330299011","Block Group 1, Census Tract 299.01, King County, Washington","1805","350","null","null","1579","352","null","null","70","93","null","null","0","12","null","null","145","null","137","null","0","12","null","null","1","3","null","null","10","18","null","null","0","12","null","null","10","null","18","null",
"1500000US530330299012","Block Group 2, Census Tract 299.01, King County, Washington","1193","301","null","null","829","264","null","null","169","133","null","null","0","12","null","null","174","null","141","null","0","12","null","null","21","34","null","null","0","12","null","null","0","12","null","null","0","null","12","null",
"1500000US530330299013","Block Group 3, Census Tract 299.01, King County, Washington","1849","359","null","null","1255","303","null","null","91","111","null","null","23","40","null","null","189","null","141","null","0","12","null","null","265","343","null","null","26","27","null","null","0","12","null","null","26","null","27","null",
"1500000US530330299021","Block Group 1, Census Tract 299.02, King County, Washington","1208","280","null","null","881","248","null","null","183","149","null","null","0","12","null","null","29","null","45","null","0","12","null","null","9","13","null","null","106","94","null","null","0","12","null","null","106","null","94","null",
"1500000US530330299022","Block Group 2, Census Tract 299.02, King County, Washington","997","215","null","null","875","233","null","null","26","84","null","null","39","57","null","null","32","null","53","null","0","12","null","null","0","12","null","null","25","28","null","null","17","25","null","null","8","null","13","null",
"1500000US530330299023","Block Group 3, Census Tract 299.02, King County, Washington","1930","271","null","null","1173","208","null","null","82","84","null","null","6","11","null","null","327","null","176","null","0","12","null","null","0","12","null","null","342","197","null","null","11","18","null","null","331","null","194","null",
"1500000US530330300031","Block Group 1, Census Tract 300.03, King County, Washington","1315","517","null","null","782","294","null","null","0","12","null","null","0","12","null","null","195","null","237","null","0","12","null","null","85","131","null","null","253","268","null","null","0","12","null","null","253","null","268","null",
"1500000US530330300032","Block Group 2, Census Tract 300.03, King County, Washington","1794","520","null","null","999","309","null","null","287","293","null","null","0","12","null","null","299","null","119","null","0","12","null","null","0","12","null","null","209","201","null","null","21","33","null","null","188","null","187","null",
"1500000US530330300033","Block Group 3, Census Tract 300.03, King County, Washington","649","289","null","null","329","234","null","null","1","4","null","null","10","15","null","null","83","null","80","null","50","84","null","null","165","147","null","null","11","19","null","null","0","12","null","null","11","null","19","null",
"1500000US530330300034","Block Group 4, Census Tract 300.03, King County, Washington","921","295","null","null","460","184","null","null","207","185","null","null","0","12","null","null","6","null","14","null","0","12","null","null","102","120","null","null","146","150","null","null","63","105","null","null","83","null","103","null",
"1500000US530330300035","Block Group 5, Census Tract 300.03, King County, Washington","1421","530","null","null","861","401","null","null","56","63","null","null","4","9","null","null","135","null","68","null","0","12","null","null","262","234","null","null","103","148","null","null","0","12","null","null","103","null","148","null",
"1500000US530330300041","Block Group 1, Census Tract 300.04, King County, Washington","1238","504","null","null","1027","500","null","null","23","38","null","null","30","45","null","null","0","null","12","null","0","12","null","null","21","34","null","null","137","149","null","null","41","66","null","null","96","null","110","null",
"1500000US530330300042","Block Group 2, Census Tract 300.04, King County, Washington","1545","411","null","null","674","315","null","null","224","174","null","null","16","28","null","null","297","null","199","null","82","93","null","null","75","117","null","null","177","215","null","null","0","12","null","null","177","null","215","null",
"1500000US530330300043","Block Group 3, Census Tract 300.04, King County, Washington","1131","610","null","null","763","619","null","null","165","133","null","null","12","20","null","null","175","null","156","null","0","12","null","null","0","12","null","null","16","25","null","null","0","12","null","null","16","null","25","null",
"1500000US530330300044","Block Group 4, Census Tract 300.04, King County, Washington","1002","396","null","null","489","213","null","null","1","3","null","null","8","13","null","null","465","null","310","null","14","21","null","null","0","12","null","null","25","44","null","null","0","12","null","null","25","null","44","null",
"1500000US530330300045","Block Group 5, Census Tract 300.04, King County, Washington","2040","589","null","null","1050","627","null","null","665","228","null","null","0","12","null","null","63","null","52","null","0","12","null","null","230","374","null","null","32","49","null","null","0","12","null","null","32","null","49","null",
"1500000US530330300046","Block Group 6, Census Tract 300.04, King County, Washington","1259","517","null","null","662","283","null","null","19","30","null","null","0","12","null","null","280","null","360","null","199","286","null","null","0","12","null","null","99","154","null","null","99","154","null","null","0","null","12","null",
"1500000US530330300051","Block Group 1, Census Tract 300.05, King County, Washington","1675","446","null","null","1315","429","null","null","14","22","null","null","0","12","null","null","75","null","64","null","0","12","null","null","152","210","null","null","119","122","null","null","82","115","null","null","37","null","38","null",
"1500000US530330300052","Block Group 2, Census Tract 300.05, King County, Washington","1643","364","null","null","1166","287","null","null","86","63","null","null","6","11","null","null","128","null","113","null","0","12","null","null","59","82","null","null","198","184","null","null","26","39","null","null","172","null","177","null",
"1500000US530330300053","Block Group 3, Census Tract 300.05, King County, Washington","2088","414","null","null","1120","319","null","null","255","200","null","null","0","12","null","null","177","null","123","null","325","245","null","null","54","69","null","null","157","107","null","null","0","12","null","null","157","null","107","null",
"1500000US530330300061","Block Group 1, Census Tract 300.06, King County, Washington","1435","343","null","null","662","230","null","null","121","80","null","null","0","12","null","null","125","null","116","null","8","12","null","null","325","266","null","null","194","113","null","null","42","70","null","null","152","null","94","null",
"1500000US530330300062","Block Group 2, Census Tract 300.06, King County, Washington","2391","313","null","null","937","238","null","null","464","212","null","null","24","37","null","null","432","null","224","null","108","112","null","null","343","252","null","null","83","52","null","null","6","11","null","null","77","null","50","null",
"1500000US530330301001","Block Group 1, Census Tract 301, King County, Washington","879","310","null","null","735","312","null","null","33","49","null","null","43","71","null","null","68","null","81","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null",
"1500000US530330301002","Block Group 2, Census Tract 301, King County, Washington","862","338","null","null","674","240","null","null","105","153","null","null","0","12","null","null","60","null","96","null","0","12","null","null","0","12","null","null","23","43","null","null","0","12","null","null","23","null","43","null",
"1500000US530330301003","Block Group 3, Census Tract 301, King County, Washington","1577","306","null","null","1019","193","null","null","30","34","null","null","0","12","null","null","473","null","220","null","0","12","null","null","0","12","null","null","55","92","null","null","0","12","null","null","55","null","92","null",
"1500000US530330301004","Block Group 4, Census Tract 301, King County, Washington","625","238","null","null","625","238","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null",
"1500000US530330301005","Block Group 5, Census Tract 301, King County, Washington","1039","353","null","null","511","237","null","null","101","94","null","null","0","12","null","null","173","null","237","null","0","12","null","null","254","218","null","null","0","12","null","null","0","12","null","null","0","null","12","null",
"1500000US530330301006","Block Group 6, Census Tract 301, King County, Washington","1321","353","null","null","1249","366","null","null","0","12","null","null","0","12","null","null","35","null","29","null","0","12","null","null","0","12","null","null","37","42","null","null","0","12","null","null","37","null","42","null",
"1500000US530330301007","Block Group 7, Census Tract 301, King County, Washington","1317","444","null","null","1044","404","null","null","203","277","null","null","0","12","null","null","38","null","64","null","0","12","null","null","15","25","null","null","17","21","null","null","0","12","null","null","17","null","21","null",
"1500000US530330302011","Block Group 1, Census Tract 302.01, King County, Washington","617","296","null","null","362","169","null","null","26","31","null","null","0","12","null","null","84","null","97","null","25","32","null","null","6","9","null","null","114","168","null","null","0","12","null","null","114","null","168","null",
"1500000US530330302012","Block Group 2, Census Tract 302.01, King County, Washington","1142","383","null","null","776","261","null","null","19","25","null","null","0","12","null","null","79","null","130","null","67","107","null","null","0","12","null","null","201","174","null","null","0","12","null","null","201","null","174","null",
"1500000US530330302013","Block Group 3, Census Tract 302.01, King County, Washington","1497","497","null","null","1177","461","null","null","36","56","null","null","0","12","null","null","236","null","179","null","0","12","null","null","27","29","null","null","21","38","null","null","0","12","null","null","21","null","38","null",
"1500000US530330302014","Block Group 4, Census Tract 302.01, King County, Washington","2183","580","null","null","1175","322","null","null","64","76","null","null","0","12","null","null","598","null","204","null","11","17","null","null","298","463","null","null","37","43","null","null","0","12","null","null","37","null","43","null",
"1500000US530330302021","Block Group 1, Census Tract 302.02, King County, Washington","692","284","null","null","341","158","null","null","128","150","null","null","18","24","null","null","176","null","182","null","0","12","null","null","0","12","null","null","29","51","null","null","0","12","null","null","29","null","51","null",
"1500000US530330302022","Block Group 2, Census Tract 302.02, King County, Washington","1871","505","null","null","1268","362","null","null","155","174","null","null","22","33","null","null","84","null","101","null","17","31","null","null","0","12","null","null","325","402","null","null","0","12","null","null","325","null","402","null",
"1500000US530330302023","Block Group 3, Census Tract 302.02, King County, Washington","698","211","null","null","526","181","null","null","111","83","null","null","0","12","null","null","39","null","41","null","0","12","null","null","9","23","null","null","13","22","null","null","0","12","null","null","13","null","22","null",
"1500000US530330302024","Block Group 4, Census Tract 302.02, King County, Washington","1175","363","null","null","448","208","null","null","124","154","null","null","21","33","null","null","257","null","181","null","0","12","null","null","145","158","null","null","180","159","null","null","0","12","null","null","180","null","159","null",
"1500000US530330302025","Block Group 5, Census Tract 302.02, King County, Washington","1363","506","null","null","629","182","null","null","290","220","null","null","19","24","null","null","13","null","20","null","31","49","null","null","106","152","null","null","275","274","null","null","0","12","null","null","275","null","274","null",
"1500000US530330303041","Block Group 1, Census Tract 303.04, King County, Washington","1815","234","null","null","1214","206","null","null","35","49","null","null","81","97","null","null","298","null","95","null","2","4","null","null","27","39","null","null","158","89","null","null","14","21","null","null","144","null","88","null",
"1500000US530330303042","Block Group 2, Census Tract 303.04, King County, Washington","1381","260","null","null","1032","213","null","null","67","63","null","null","36","55","null","null","44","null","40","null","8","11","null","null","41","49","null","null","153","96","null","null","45","53","null","null","108","null","77","null",
"1500000US530330303051","Block Group 1, Census Tract 303.05, King County, Washington","2270","496","null","null","1605","451","null","null","302","262","null","null","129","140","null","null","87","null","97","null","0","12","null","null","17","29","null","null","130","94","null","null","0","12","null","null","130","null","94","null",
"1500000US530330303052","Block Group 2, Census Tract 303.05, King County, Washington","1353","382","null","null","858","256","null","null","39","46","null","null","0","12","null","null","281","null","195","null","0","12","null","null","74","138","null","null","101","101","null","null","0","12","null","null","101","null","101","null",
"1500000US530330303053","Block Group 3, Census Tract 303.05, King County, Washington","1616","559","null","null","978","244","null","null","454","437","null","null","0","12","null","null","145","null","108","null","2","6","null","null","28","43","null","null","9","17","null","null","0","12","null","null","9","null","17","null",
"1500000US530330303061","Block Group 1, Census Tract 303.06, King County, Washington","1430","364","null","null","981","314","null","null","197","173","null","null","93","96","null","null","68","null","64","null","0","12","null","null","0","12","null","null","91","84","null","null","8","12","null","null","83","null","83","null",
"1500000US530330303062","Block Group 2, Census Tract 303.06, King County, Washington","1145","310","null","null","786","270","null","null","87","79","null","null","8","14","null","null","100","null","93","null","110","194","null","null","2","5","null","null","52","64","null","null","0","12","null","null","52","null","64","null",
"1500000US530330303063","Block Group 3, Census Tract 303.06, King County, Washington","2223","370","null","null","1292","276","null","null","212","160","null","null","36","49","null","null","360","null","154","null","0","12","null","null","176","261","null","null","147","137","null","null","0","12","null","null","147","null","137","null",
"1500000US530330303064","Block Group 4, Census Tract 303.06, King County, Washington","1229","258","null","null","1013","269","null","null","50","41","null","null","0","12","null","null","72","null","79","null","0","12","null","null","0","12","null","null","94","57","null","null","0","12","null","null","94","null","57","null",
"1500000US530330303081","Block Group 1, Census Tract 303.08, King County, Washington","694","212","null","null","442","177","null","null","72","80","null","null","16","28","null","null","148","null","88","null","0","12","null","null","0","12","null","null","16","27","null","null","16","27","null","null","0","null","12","null",
"1500000US530330303082","Block Group 2, Census Tract 303.08, King County, Washington","2078","483","null","null","1152","349","null","null","397","324","null","null","0","12","null","null","341","null","267","null","60","94","null","null","0","12","null","null","128","145","null","null","0","12","null","null","128","null","145","null",
"1500000US530330303083","Block Group 3, Census Tract 303.08, King County, Washington","1383","447","null","null","941","412","null","null","99","128","null","null","1","2","null","null","256","null","146","null","34","52","null","null","0","12","null","null","52","58","null","null","0","12","null","null","52","null","58","null",
"1500000US530330303084","Block Group 4, Census Tract 303.08, King County, Washington","2189","469","null","null","1341","471","null","null","178","188","null","null","66","93","null","null","325","null","165","null","59","117","null","null","162","156","null","null","58","53","null","null","0","12","null","null","58","null","53","null",
"1500000US530330303091","Block Group 1, Census Tract 303.09, King County, Washington","897","241","null","null","636","236","null","null","177","165","null","null","0","12","null","null","53","null","78","null","0","12","null","null","1","2","null","null","30","51","null","null","0","12","null","null","30","null","51","null",
"1500000US530330303092","Block Group 2, Census Tract 303.09, King County, Washington","1662","643","null","null","860","392","null","null","218","259","null","null","0","12","null","null","66","null","79","null","0","12","null","null","350","510","null","null","168","183","null","null","0","12","null","null","168","null","183","null",
"1500000US530330303093","Block Group 3, Census Tract 303.09, King County, Washington","1198","335","null","null","735","243","null","null","104","150","null","null","0","12","null","null","238","null","215","null","0","12","null","null","0","12","null","null","121","95","null","null","48","64","null","null","73","null","74","null",
"1500000US530330303094","Block Group 4, Census Tract 303.09, King County, Washington","1982","541","null","null","1021","407","null","null","244","165","null","null","0","12","null","null","343","null","177","null","0","12","null","null","163","198","null","null","211","198","null","null","0","12","null","null","211","null","198","null",
"1500000US530330303101","Block Group 1, Census Tract 303.10, King County, Washington","767","228","null","null","555","191","null","null","10","17","null","null","0","12","null","null","124","null","78","null","7","11","null","null","10","15","null","null","61","77","null","null","0","12","null","null","61","null","77","null",
"1500000US530330303102","Block Group 2, Census Tract 303.10, King County, Washington","1032","245","null","null","668","234","null","null","53","53","null","null","0","12","null","null","303","null","149","null","0","12","null","null","0","12","null","null","8","13","null","null","0","12","null","null","8","null","13","null",
"1500000US530330303103","Block Group 3, Census Tract 303.10, King County, Washington","1839","395","null","null","745","169","null","null","379","308","null","null","0","12","null","null","443","null","215","null","0","12","null","null","41","48","null","null","231","100","null","null","63","61","null","null","168","null","101","null",
"1500000US530330303104","Block Group 4, Census Tract 303.10, King County, Washington","2079","362","null","null","1325","392","null","null","50","56","null","null","9","15","null","null","556","null","280","null","66","94","null","null","0","12","null","null","73","68","null","null","0","12","null","null","73","null","68","null",
"1500000US530330303111","Block Group 1, Census Tract 303.11, King County, Washington","1146","368","null","null","638","212","null","null","127","112","null","null","0","12","null","null","158","null","132","null","0","12","null","null","176","259","null","null","47","65","null","null","0","12","null","null","47","null","65","null",
"1500000US530330303112","Block Group 2, Census Tract 303.11, King County, Washington","2179","508","null","null","1534","437","null","null","9","16","null","null","75","69","null","null","76","null","121","null","41","61","null","null","310","281","null","null","134","97","null","null","38","53","null","null","96","null","85","null",
"1500000US530330303113","Block Group 3, Census Tract 303.11, King County, Washington","1262","257","null","null","675","185","null","null","223","175","null","null","8","17","null","null","190","null","175","null","14","24","null","null","72","84","null","null","80","68","null","null","0","12","null","null","80","null","68","null",
"1500000US530330303114","Block Group 4, Census Tract 303.11, King County, Washington","1087","418","null","null","846","381","null","null","19","29","null","null","31","36","null","null","82","null","64","null","0","12","null","null","0","12","null","null","109","118","null","null","0","12","null","null","109","null","118","null",
"1500000US530330303121","Block Group 1, Census Tract 303.12, King County, Washington","1726","429","null","null","1138","450","null","null","128","93","null","null","0","12","null","null","315","null","210","null","0","12","null","null","0","12","null","null","145","105","null","null","0","12","null","null","145","null","105","null",
"1500000US530330303122","Block Group 2, Census Tract 303.12, King County, Washington","1134","245","null","null","625","185","null","null","86","73","null","null","32","39","null","null","200","null","135","null","0","12","null","null","78","81","null","null","113","107","null","null","0","12","null","null","113","null","107","null",
"1500000US530330303123","Block Group 3, Census Tract 303.12, King County, Washington","1085","260","null","null","852","239","null","null","177","150","null","null","8","13","null","null","11","null","17","null","0","12","null","null","0","12","null","null","37","50","null","null","0","12","null","null","37","null","50","null",
"1500000US530330303124","Block Group 4, Census Tract 303.12, King County, Washington","898","282","null","null","608","206","null","null","0","12","null","null","0","12","null","null","181","null","184","null","0","12","null","null","52","59","null","null","57","74","null","null","11","17","null","null","46","null","73","null",
"1500000US530330303131","Block Group 1, Census Tract 303.13, King County, Washington","1415","294","null","null","895","212","null","null","97","127","null","null","0","12","null","null","159","null","96","null","106","163","null","null","20","32","null","null","138","145","null","null","0","12","null","null","138","null","145","null",
"1500000US530330303132","Block Group 2, Census Tract 303.13, King County, Washington","2262","455","null","null","1254","393","null","null","352","287","null","null","0","12","null","null","493","null","291","null","0","12","null","null","47","70","null","null","116","83","null","null","0","12","null","null","116","null","83","null",
"1500000US530330303141","Block Group 1, Census Tract 303.14, King County, Washington","2358","462","null","null","1360","441","null","null","292","221","null","null","0","12","null","null","471","null","353","null","11","21","null","null","99","136","null","null","125","138","null","null","0","12","null","null","125","null","138","null",
"1500000US530330303142","Block Group 2, Census Tract 303.14, King County, Washington","1016","392","null","null","739","366","null","null","61","68","null","null","0","12","null","null","181","null","132","null","0","12","null","null","0","12","null","null","35","57","null","null","0","12","null","null","35","null","57","null",
"1500000US530330303143","Block Group 3, Census Tract 303.14, King County, Washington","1253","293","null","null","739","155","null","null","259","228","null","null","25","36","null","null","151","null","114","null","0","12","null","null","60","82","null","null","19","29","null","null","0","12","null","null","19","null","29","null",
"1500000US530330304011","Block Group 1, Census Tract 304.01, King County, Washington","2375","575","null","null","1043","366","null","null","0","12","null","null","127","146","null","null","1092","null","462","null","0","12","null","null","0","12","null","null","113","110","null","null","0","12","null","null","113","null","110","null",
"1500000US530330304012","Block Group 2, Census Tract 304.01, King County, Washington","1263","385","null","null","1200","373","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","63","90","null","null","0","12","null","null","63","null","90","null",
"1500000US530330304013","Block Group 3, Census Tract 304.01, King County, Washington","1482","434","null","null","1066","358","null","null","0","12","null","null","0","12","null","null","205","null","190","null","0","12","null","null","20","31","null","null","191","143","null","null","36","57","null","null","155","null","131","null",
"1500000US530330304014","Block Group 4, Census Tract 304.01, King County, Washington","1534","465","null","null","1113","345","null","null","191","90","null","null","0","12","null","null","230","null","320","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null",
"1500000US530330304015","Block Group 5, Census Tract 304.01, King County, Washington","1946","824","null","null","1402","534","null","null","0","12","null","null","199","362","null","null","154","null","152","null","0","12","null","null","0","12","null","null","191","210","null","null","0","12","null","null","191","null","210","null",
"1500000US530330304031","Block Group 1, Census Tract 304.03, King County, Washington","1830","341","null","null","1329","276","null","null","288","244","null","null","0","12","null","null","179","null","125","null","0","12","null","null","0","12","null","null","34","33","null","null","0","12","null","null","34","null","33","null",
"1500000US530330304032","Block Group 2, Census Tract 304.03, King County, Washington","1035","215","null","null","515","138","null","null","43","50","null","null","0","12","null","null","292","null","142","null","55","101","null","null","64","79","null","null","66","82","null","null","0","12","null","null","66","null","82","null",
"1500000US530330304033","Block Group 3, Census Tract 304.03, King County, Washington","1662","277","null","null","1191","223","null","null","0","12","null","null","18","27","null","null","328","null","200","null","0","12","null","null","45","74","null","null","80","94","null","null","0","12","null","null","80","null","94","null",
"1500000US530330304041","Block Group 1, Census Tract 304.04, King County, Washington","1832","319","null","null","1608","273","null","null","0","12","null","null","59","66","null","null","84","null","65","null","0","12","null","null","12","19","null","null","69","58","null","null","22","35","null","null","47","null","45","null",
"1500000US530330304042","Block Group 2, Census Tract 304.04, King County, Washington","1467","255","null","null","1148","234","null","null","0","12","null","null","8","13","null","null","120","null","104","null","0","12","null","null","179","203","null","null","12","18","null","null","0","12","null","null","12","null","18","null",
"1500000US530330304043","Block Group 3, Census Tract 304.04, King County, Washington","1397","302","null","null","1295","304","null","null","0","12","null","null","0","12","null","null","36","null","32","null","0","12","null","null","26","33","null","null","40","42","null","null","8","14","null","null","32","null","39","null",
"1500000US530330305011","Block Group 1, Census Tract 305.01, King County, Washington","652","124","null","null","559","126","null","null","14","16","null","null","0","12","null","null","51","null","37","null","0","12","null","null","7","17","null","null","21","23","null","null","0","12","null","null","21","null","23","null",
"1500000US530330305012","Block Group 2, Census Tract 305.01, King County, Washington","1029","168","null","null","729","173","null","null","37","29","null","null","0","12","null","null","47","null","45","null","131","105","null","null","21","31","null","null","64","50","null","null","0","12","null","null","64","null","50","null",
"1500000US530330305031","Block Group 1, Census Tract 305.03, King County, Washington","2724","614","null","null","1847","342","null","null","167","143","null","null","97","113","null","null","103","null","85","null","101","144","null","null","370","490","null","null","39","43","null","null","0","12","null","null","39","null","43","null",
"1500000US530330305032","Block Group 2, Census Tract 305.03, King County, Washington","2696","504","null","null","1240","281","null","null","270","160","null","null","27","24","null","null","555","null","341","null","7","12","null","null","398","336","null","null","199","123","null","null","9","18","null","null","190","null","113","null",
"1500000US530330305041","Block Group 1, Census Tract 305.04, King County, Washington","728","194","null","null","394","100","null","null","84","68","null","null","1","3","null","null","178","null","131","null","0","12","null","null","0","12","null","null","71","74","null","null","0","12","null","null","71","null","74","null",
"1500000US530330305042","Block Group 2, Census Tract 305.04, King County, Washington","1299","417","null","null","807","227","null","null","46","54","null","null","0","12","null","null","78","null","87","null","15","22","null","null","303","330","null","null","50","71","null","null","45","70","null","null","5","null","9","null",
"1500000US530330305043","Block Group 3, Census Tract 305.04, King County, Washington","980","363","null","null","822","349","null","null","97","88","null","null","0","12","null","null","27","null","42","null","0","12","null","null","0","12","null","null","34","39","null","null","0","12","null","null","34","null","39","null",
"1500000US530330305044","Block Group 4, Census Tract 305.04, King County, Washington","1515","396","null","null","1079","203","null","null","28","28","null","null","0","12","null","null","96","null","76","null","0","12","null","null","261","374","null","null","51","47","null","null","0","12","null","null","51","null","47","null",
"1500000US530330306001","Block Group 1, Census Tract 306, King County, Washington","999","317","null","null","976","312","null","null","23","36","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null",
"1500000US530330306002","Block Group 2, Census Tract 306, King County, Washington","1655","385","null","null","1504","356","null","null","13","28","null","null","0","12","null","null","32","null","38","null","0","12","null","null","0","12","null","null","106","102","null","null","0","12","null","null","106","null","102","null",
"1500000US530330306003","Block Group 3, Census Tract 306, King County, Washington","1111","339","null","null","761","325","null","null","17","24","null","null","0","12","null","null","89","null","120","null","71","84","null","null","43","53","null","null","130","148","null","null","116","144","null","null","14","null","23","null",
"1500000US530330306004","Block Group 4, Census Tract 306, King County, Washington","1835","682","null","null","1389","750","null","null","139","136","null","null","35","58","null","null","92","null","89","null","0","12","null","null","0","12","null","null","180","165","null","null","0","12","null","null","180","null","165","null",
"1500000US530330307001","Block Group 1, Census Tract 307, King County, Washington","1610","347","null","null","1142","270","null","null","174","182","null","null","7","13","null","null","42","null","56","null","0","12","null","null","57","93","null","null","188","143","null","null","0","12","null","null","188","null","143","null",
"1500000US530330307002","Block Group 2, Census Tract 307, King County, Washington","1243","273","null","null","1074","251","null","null","16","19","null","null","0","12","null","null","0","null","12","null","114","162","null","null","0","12","null","null","39","40","null","null","6","9","null","null","33","null","39","null",
"1500000US530330307003","Block Group 3, Census Tract 307, King County, Washington","1084","300","null","null","710","246","null","null","128","104","null","null","10","17","null","null","23","null","22","null","20","32","null","null","32","44","null","null","161","132","null","null","41","58","null","null","120","null","94","null",
"1500000US530330308011","Block Group 1, Census Tract 308.01, King County, Washington","1754","494","null","null","1423","456","null","null","27","48","null","null","46","45","null","null","134","null","188","null","62","97","null","null","22","37","null","null","40","52","null","null","0","12","null","null","40","null","52","null",
"1500000US530330308012","Block Group 2, Census Tract 308.01, King County, Washington","2166","538","null","null","1183","374","null","null","108","135","null","null","160","184","null","null","40","null","59","null","167","218","null","null","310","328","null","null","198","156","null","null","54","53","null","null","144","null","133","null",
"1500000US530330308013","Block Group 3, Census Tract 308.01, King County, Washington","3722","651","null","null","2280","594","null","null","342","365","null","null","63","77","null","null","89","null","101","null","38","42","null","null","785","428","null","null","125","128","null","null","0","12","null","null","125","null","128","null",
"1500000US530330308021","Block Group 1, Census Tract 308.02, King County, Washington","1398","320","null","null","729","242","null","null","60","64","null","null","395","180","null","null","17","null","28","null","153","236","null","null","27","40","null","null","17","24","null","null","8","17","null","null","9","null","16","null",
"1500000US530330308022","Block Group 2, Census Tract 308.02, King County, Washington","1391","284","null","null","1249","307","null","null","3","4","null","null","0","12","null","null","10","null","18","null","0","12","null","null","28","88","null","null","101","92","null","null","26","41","null","null","75","null","86","null",
"1500000US530330308023","Block Group 3, Census Tract 308.02, King County, Washington","1122","278","null","null","852","271","null","null","17","27","null","null","15","25","null","null","43","null","77","null","10","22","null","null","58","51","null","null","127","117","null","null","0","12","null","null","127","null","117","null",
"1500000US530330309011","Block Group 1, Census Tract 309.01, King County, Washington","1868","270","null","null","1328","252","null","null","26","26","null","null","50","39","null","null","195","null","95","null","8","12","null","null","158","162","null","null","103","67","null","null","0","12","null","null","103","null","67","null",
"1500000US530330309012","Block Group 2, Census Tract 309.01, King County, Washington","1602","305","null","null","1145","243","null","null","14","23","null","null","9","10","null","null","48","null","57","null","97","121","null","null","238","238","null","null","51","71","null","null","0","12","null","null","51","null","71","null",
"1500000US530330309021","Block Group 1, Census Tract 309.02, King County, Washington","2704","448","null","null","1805","350","null","null","8","14","null","null","18","21","null","null","271","null","185","null","293","309","null","null","183","140","null","null","126","91","null","null","1","5","null","null","125","null","91","null",
"1500000US530330309022","Block Group 2, Census Tract 309.02, King County, Washington","1483","306","null","null","1222","306","null","null","17","27","null","null","8","12","null","null","81","null","94","null","0","12","null","null","117","192","null","null","38","47","null","null","0","12","null","null","38","null","47","null",
"1500000US530330309023","Block Group 3, Census Tract 309.02, King County, Washington","1737","419","null","null","1033","360","null","null","96","86","null","null","12","21","null","null","37","null","39","null","66","88","null","null","182","219","null","null","311","216","null","null","0","12","null","null","311","null","216","null",
