"GEO_ID","NAME","B02001_001E","B02001_001EA","B02001_001M","B02001_001MA","B02001_002E","B02001_002M","B02001_002MA","B02001_002EA","B02001_003E","B02001_003M","B02001_003MA","B02001_003EA","B02001_004E","B02001_004M","B02001_004MA","B02001_004EA","B02001_005E","B02001_005M","B02001_005MA","B02001_005EA","B02001_006E","B02001_006EA","B02001_006M","B02001_006MA","B02001_007E","B02001_007EA","B02001_007M","B02001_007MA","B02001_008E","B02001_008M","B02001_008MA","B02001_008EA","B02001_009E","B02001_009M","B02001_009MA","B02001_009EA","B02001_010E","B02001_010M","B02001_010MA","B02001_010EA",
"Geography","Geographic Area Name","Estimate!!Total","Annotation of Estimate!!Total","Margin of Error!!Total","Annotation of Margin of Error!!Total","Estimate!!Total!!White alone","Margin of Error!!Total!!White alone","Annotation of Margin of Error!!Total!!White alone","Annotation of Estimate!!Total!!White alone","Estimate!!Total!!Black or African American alone","Margin of Error!!Total!!Black or African American alone","Annotation of Margin of Error!!Total!!Black or African American alone","Annotation of Estimate!!Total!!Black or African American alone","Estimate!!Total!!American Indian and Alaska Native alone","Margin of Error!!Total!!American Indian and Alaska Native alone","Annotation of Margin of Error!!Total!!American Indian and Alaska Native alone","Annotation of Estimate!!Total!!American Indian and Alaska Native alone","Estimate!!Total!!Asian alone","Margin of Error!!Total!!Asian alone","Annotation of Margin of Error!!Total!!Asian alone","Annotation of Estimate!!Total!!Asian alone","Estimate!!Total!!Native Hawaiian and Other Pacific Islander alone","Annotation of Estimate!!Total!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total!!Native Hawaiian and Other Pacific Islander alone","Annotation of Margin of Error!!Total!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total!!Some other race alone","Annotation of Estimate!!Total!!Some other race alone","Margin of Error!!Total!!Some other race alone","Annotation of Margin of Error!!Total!!Some other race alone","Estimate!!Total!!Two or more races","Margin of Error!!Total!!Two or more races","Annotation of Margin of Error!!Total!!Two or more races","Annotation of Estimate!!Total!!Two or more races","Estimate!!Total!!Two or more races!!Two races including Some other race","Margin of Error!!Total!!Two or more races!!Two races including Some other race","Annotation of Margin of Error!!Total!!Two or more races!!Two races including Some other race","Annotation of Estimate!!Total!!Two or more races!!Two races including Some other race","Estimate!!Total!!Two or more races!!Two races excluding Some other race, and three or more races","Margin of Error!!Total!!Two or more races!!Two races excluding Some other race, and three or more races","Annotation of Margin of Error!!Total!!Two or more races!!Two races excluding Some other race, and three or more races","Annotation of Estimate!!Total!!Two or more races!!Two races excluding Some other race, and three or more races",
"1500000US530330260014","Block Group 4, Census Tract 260.01, King County, Washington","1114","null","304","null","417","170","null","null","248","220","null","null","0","12","null","null","320","143","null","null","0","null","12","null","0","null","12","null","129","153","null","null","118","153","null","null","11","17","null","null",
"1500000US530330260015","Block Group 5, Census Tract 260.01, King County, Washington","1385","null","434","null","425","215","null","null","219","140","null","null","25","41","null","null","636","343","null","null","0","null","12","null","32","null","48","null","48","42","null","null","0","12","null","null","48","42","null","null",
"1500000US530330260021","Block Group 1, Census Tract 260.02, King County, Washington","2925","null","584","null","921","421","null","null","1199","534","null","null","0","12","null","null","421","366","null","null","0","null","12","null","0","null","12","null","384","369","null","null","53","80","null","null","331","363","null","null",
"1500000US530330260022","Block Group 2, Census Tract 260.02, King County, Washington","2055","null","730","null","721","238","null","null","407","433","null","null","0","12","null","null","591","466","null","null","3","null","7","null","37","null","47","null","296","278","null","null","0","12","null","null","296","278","null","null",
"1500000US530330260023","Block Group 3, Census Tract 260.02, King County, Washington","1689","null","437","null","541","181","null","null","746","372","null","null","0","12","null","null","333","226","null","null","0","null","12","null","0","null","12","null","69","63","null","null","0","12","null","null","69","63","null","null",
"1500000US530330260024","Block Group 4, Census Tract 260.02, King County, Washington","2026","null","649","null","609","274","null","null","284","353","null","null","10","23","null","null","900","397","null","null","0","null","12","null","83","null","115","null","140","181","null","null","0","12","null","null","140","181","null","null",
"1500000US530330261001","Block Group 1, Census Tract 261, King County, Washington","1437","null","566","null","208","167","null","null","60","63","null","null","0","12","null","null","1126","550","null","null","0","null","12","null","0","null","12","null","43","52","null","null","0","12","null","null","43","52","null","null",
"1500000US530330261002","Block Group 2, Census Tract 261, King County, Washington","1549","null","462","null","527","356","null","null","697","331","null","null","0","12","null","null","170","166","null","null","0","null","12","null","0","null","12","null","155","219","null","null","0","12","null","null","155","219","null","null",
"1500000US530330261003","Block Group 3, Census Tract 261, King County, Washington","1323","null","397","null","656","261","null","null","457","327","null","null","0","12","null","null","153","142","null","null","0","null","12","null","0","null","12","null","57","88","null","null","0","12","null","null","57","88","null","null",
"1500000US530330261004","Block Group 4, Census Tract 261, King County, Washington","1836","null","508","null","413","230","null","null","585","421","null","null","0","12","null","null","803","365","null","null","0","null","12","null","0","null","12","null","35","46","null","null","0","12","null","null","35","46","null","null",
"1500000US530330261005","Block Group 5, Census Tract 261, King County, Washington","1350","null","531","null","172","108","null","null","275","268","null","null","47","40","null","null","382","316","null","null","94","null","142","null","240","null","362","null","140","136","null","null","0","12","null","null","140","136","null","null",
"1500000US530330262001","Block Group 1, Census Tract 262, King County, Washington","337","null","363","null","120","131","null","null","0","12","null","null","41","62","null","null","0","12","null","null","0","null","12","null","59","null","93","null","117","177","null","null","0","12","null","null","117","177","null","null",
"1500000US530330262002","Block Group 2, Census Tract 262, King County, Washington","1373","null","409","null","662","261","null","null","85","82","null","null","9","14","null","null","253","309","null","null","0","null","12","null","0","null","12","null","364","263","null","null","11","19","null","null","353","263","null","null",
"1500000US530330262003","Block Group 3, Census Tract 262, King County, Washington","2486","null","456","null","827","325","null","null","746","424","null","null","41","67","null","null","385","253","null","null","0","null","12","null","215","null","319","null","272","192","null","null","0","12","null","null","272","192","null","null",
"1500000US530330262004","Block Group 4, Census Tract 262, King County, Washington","1489","null","291","null","796","286","null","null","200","152","null","null","0","12","null","null","192","89","null","null","0","null","12","null","39","null","62","null","262","141","null","null","100","115","null","null","162","76","null","null",
"1500000US530330263001","Block Group 1, Census Tract 263, King County, Washington","619","null","141","null","54","26","null","null","192","125","null","null","0","12","null","null","134","88","null","null","8","null","12","null","0","null","12","null","231","136","null","null","34","21","null","null","197","116","null","null",
"1500000US530330263002","Block Group 2, Census Tract 263, King County, Washington","996","null","222","null","290","94","null","null","32","41","null","null","0","12","null","null","320","135","null","null","264","null","122","null","5","null","9","null","85","148","null","null","4","8","null","null","81","147","null","null",
"1500000US530330264001","Block Group 1, Census Tract 264, King County, Washington","704","null","344","null","293","254","null","null","63","76","null","null","14","22","null","null","33","105","null","null","155","null","210","null","118","null","187","null","28","46","null","null","0","12","null","null","28","46","null","null",
"1500000US530330264002","Block Group 2, Census Tract 264, King County, Washington","1754","null","618","null","861","499","null","null","369","323","null","null","0","12","null","null","119","117","null","null","75","null","116","null","259","null","368","null","71","67","null","null","28","45","null","null","43","51","null","null",
"1500000US530330264003","Block Group 3, Census Tract 264, King County, Washington","1328","null","391","null","569","251","null","null","404","322","null","null","15","23","null","null","62","77","null","null","0","null","12","null","123","null","139","null","155","160","null","null","0","12","null","null","155","160","null","null",
"1500000US530330264004","Block Group 4, Census Tract 264, King County, Washington","850","null","208","null","663","187","null","null","32","36","null","null","0","12","null","null","34","39","null","null","0","null","12","null","71","null","75","null","50","63","null","null","0","12","null","null","50","63","null","null",
"1500000US530330264005","Block Group 5, Census Tract 264, King County, Washington","1331","null","493","null","252","246","null","null","424","365","null","null","35","36","null","null","171","186","null","null","0","null","12","null","178","null","186","null","271","260","null","null","123","198","null","null","148","198","null","null",
"1500000US530330265001","Block Group 1, Census Tract 265, King County, Washington","1333","null","315","null","207","91","null","null","291","211","null","null","9","18","null","null","380","284","null","null","93","null","98","null","0","null","12","null","353","318","null","null","133","203","null","null","220","231","null","null",
"1500000US530330265002","Block Group 2, Census Tract 265, King County, Washington","1451","null","359","null","333","141","null","null","466","230","null","null","0","12","null","null","312","132","null","null","89","null","127","null","169","null","138","null","82","69","null","null","23","37","null","null","59","57","null","null",
"1500000US530330265003","Block Group 3, Census Tract 265, King County, Washington","1575","null","403","null","1030","332","null","null","133","115","null","null","10","16","null","null","203","130","null","null","14","null","21","null","40","null","74","null","145","128","null","null","0","12","null","null","145","128","null","null",
"1500000US530330266001","Block Group 1, Census Tract 266, King County, Washington","1454","null","301","null","769","251","null","null","246","183","null","null","7","10","null","null","309","160","null","null","7","null","11","null","86","null","107","null","30","30","null","null","0","12","null","null","30","30","null","null",
"1500000US530330266002","Block Group 2, Census Tract 266, King County, Washington","1245","null","248","null","636","149","null","null","242","206","null","null","0","12","null","null","146","71","null","null","0","null","12","null","108","null","101","null","113","72","null","null","6","9","null","null","107","73","null","null",
"1500000US530330267001","Block Group 1, Census Tract 267, King County, Washington","1085","null","393","null","492","230","null","null","0","12","null","null","140","165","null","null","129","133","null","null","279","null","361","null","0","null","12","null","45","54","null","null","0","12","null","null","45","54","null","null",
"1500000US530330267002","Block Group 2, Census Tract 267, King County, Washington","1868","null","364","null","773","269","null","null","187","197","null","null","15","18","null","null","233","217","null","null","52","null","87","null","359","null","398","null","249","183","null","null","0","12","null","null","249","183","null","null",
"1500000US530330267003","Block Group 3, Census Tract 267, King County, Washington","1186","null","240","null","1073","235","null","null","0","12","null","null","14","23","null","null","25","33","null","null","0","null","12","null","0","null","12","null","74","88","null","null","0","12","null","null","74","88","null","null",
"1500000US530330267004","Block Group 4, Census Tract 267, King County, Washington","1012","null","260","null","936","243","null","null","0","12","null","null","0","12","null","null","66","63","null","null","0","null","12","null","0","null","12","null","10","19","null","null","0","12","null","null","10","19","null","null",
"1500000US530330268011","Block Group 1, Census Tract 268.01, King County, Washington","1419","null","559","null","794","432","null","null","0","12","null","null","10","18","null","null","134","127","null","null","184","null","287","null","173","null","199","null","124","185","null","null","62","91","null","null","62","94","null","null",
"1500000US530330268012","Block Group 2, Census Tract 268.01, King County, Washington","1661","null","636","null","695","376","null","null","364","394","null","null","56","89","null","null","60","57","null","null","197","null","300","null","150","null","206","null","139","221","null","null","0","12","null","null","139","221","null","null",
"1500000US530330268013","Block Group 3, Census Tract 268.01, King County, Washington","1095","null","348","null","484","260","null","null","53","65","null","null","54","62","null","null","179","145","null","null","36","null","58","null","117","null","161","null","172","156","null","null","0","12","null","null","172","156","null","null",
"1500000US530330268014","Block Group 4, Census Tract 268.01, King County, Washington","1593","null","618","null","967","550","null","null","203","187","null","null","0","12","null","null","38","42","null","null","83","null","127","null","128","null","127","null","174","109","null","null","56","75","null","null","118","73","null","null",
"1500000US530330268021","Block Group 1, Census Tract 268.02, King County, Washington","1154","null","347","null","403","169","null","null","357","306","null","null","0","12","null","null","257","166","null","null","0","null","12","null","131","null","158","null","6","9","null","null","0","12","null","null","6","9","null","null",
"1500000US530330268022","Block Group 2, Census Tract 268.02, King County, Washington","652","null","188","null","514","169","null","null","0","12","null","null","0","12","null","null","89","79","null","null","0","null","12","null","0","null","12","null","49","77","null","null","0","12","null","null","49","77","null","null",
"1500000US530330268023","Block Group 3, Census Tract 268.02, King County, Washington","1840","null","413","null","829","350","null","null","64","64","null","null","0","12","null","null","458","224","null","null","154","null","141","null","205","null","181","null","130","129","null","null","0","12","null","null","130","129","null","null",
"1500000US530330268024","Block Group 4, Census Tract 268.02, King County, Washington","1555","null","354","null","924","332","null","null","72","61","null","null","38","60","null","null","233","197","null","null","0","null","12","null","211","null","200","null","77","89","null","null","10","17","null","null","67","87","null","null",
"1500000US530330270001","Block Group 1, Census Tract 270, King County, Washington","976","null","296","null","668","241","null","null","75","65","null","null","0","12","null","null","72","55","null","null","0","null","12","null","151","null","220","null","10","16","null","null","0","12","null","null","10","16","null","null",
"1500000US530330270002","Block Group 2, Census Tract 270, King County, Washington","734","null","217","null","325","124","null","null","8","13","null","null","9","14","null","null","279","201","null","null","30","null","34","null","65","null","73","null","18","26","null","null","0","12","null","null","18","26","null","null",
"1500000US530330270003","Block Group 3, Census Tract 270, King County, Washington","1659","null","321","null","838","245","null","null","9","14","null","null","89","108","null","null","279","204","null","null","0","null","12","null","276","null","262","null","168","177","null","null","0","12","null","null","168","177","null","null",
"1500000US530330271001","Block Group 1, Census Tract 271, King County, Washington","1145","null","326","null","828","271","null","null","83","71","null","null","8","14","null","null","58","56","null","null","0","null","12","null","100","null","161","null","68","63","null","null","0","12","null","null","68","63","null","null",
"1500000US530330271002","Block Group 2, Census Tract 271, King County, Washington","2092","null","505","null","1343","370","null","null","109","84","null","null","0","12","null","null","411","304","null","null","40","null","63","null","130","null","172","null","59","55","null","null","9","15","null","null","50","54","null","null",
"1500000US530330272001","Block Group 1, Census Tract 272, King County, Washington","1012","null","230","null","473","105","null","null","83","110","null","null","0","12","null","null","243","87","null","null","6","null","10","null","145","null","166","null","62","47","null","null","0","12","null","null","62","47","null","null",
"1500000US530330272002","Block Group 2, Census Tract 272, King County, Washington","1696","null","228","null","461","165","null","null","259","114","null","null","6","8","null","null","268","124","null","null","112","null","127","null","301","null","181","null","289","143","null","null","0","12","null","null","289","143","null","null",
"1500000US530330273001","Block Group 1, Census Tract 273, King County, Washington","1039","null","241","null","445","134","null","null","144","102","null","null","13","17","null","null","262","168","null","null","0","null","12","null","50","null","65","null","125","104","null","null","24","34","null","null","101","95","null","null",
"1500000US530330273002","Block Group 2, Census Tract 273, King County, Washington","2479","null","403","null","720","226","null","null","445","182","null","null","78","94","null","null","1005","355","null","null","0","null","12","null","143","null","125","null","88","79","null","null","13","15","null","null","75","81","null","null",
"1500000US530330273003","Block Group 3, Census Tract 273, King County, Washington","1270","null","476","null","849","455","null","null","50","74","null","null","0","12","null","null","301","189","null","null","0","null","12","null","0","null","12","null","70","68","null","null","0","12","null","null","70","68","null","null",
"1500000US530330273004","Block Group 4, Census Tract 273, King County, Washington","1305","null","342","null","852","315","null","null","24","31","null","null","10","16","null","null","246","142","null","null","0","null","12","null","74","null","84","null","99","87","null","null","21","34","null","null","78","80","null","null",
"1500000US530330274001","Block Group 1, Census Tract 274, King County, Washington","1843","null","354","null","1350","350","null","null","81","73","null","null","22","28","null","null","194","164","null","null","3","null","10","null","46","null","52","null","147","80","null","null","30","32","null","null","117","69","null","null",
"1500000US530330274002","Block Group 2, Census Tract 274, King County, Washington","785","null","247","null","579","213","null","null","0","12","null","null","0","12","null","null","151","161","null","null","0","null","12","null","3","null","8","null","52","55","null","null","0","12","null","null","52","55","null","null",
"1500000US530330274003","Block Group 3, Census Tract 274, King County, Washington","1562","null","275","null","767","203","null","null","122","111","null","null","0","12","null","null","578","275","null","null","15","null","21","null","0","null","12","null","80","62","null","null","0","12","null","null","80","62","null","null",
"1500000US530330274004","Block Group 4, Census Tract 274, King County, Washington","843","null","342","null","405","147","null","null","0","12","null","null","0","12","null","null","117","95","null","null","0","null","12","null","220","null","266","null","101","98","null","null","0","12","null","null","101","98","null","null",
"1500000US530330275001","Block Group 1, Census Tract 275, King County, Washington","1865","null","367","null","1093","294","null","null","52","47","null","null","11","14","null","null","483","241","null","null","20","null","21","null","157","null","227","null","49","54","null","null","12","19","null","null","37","41","null","null",
"1500000US530330275002","Block Group 2, Census Tract 275, King County, Washington","996","null","328","null","582","173","null","null","15","19","null","null","0","12","null","null","62","45","null","null","0","null","12","null","188","null","250","null","149","193","null","null","0","12","null","null","149","193","null","null",
"1500000US530330275003","Block Group 3, Census Tract 275, King County, Washington","877","null","244","null","423","161","null","null","115","96","null","null","23","34","null","null","100","105","null","null","9","null","14","null","38","null","49","null","169","119","null","null","51","78","null","null","118","90","null","null",
"1500000US530330275004","Block Group 4, Census Tract 275, King County, Washington","1148","null","389","null","819","328","null","null","23","37","null","null","0","12","null","null","25","41","null","null","0","null","12","null","270","null","273","null","11","17","null","null","0","12","null","null","11","17","null","null",
"1500000US530330276001","Block Group 1, Census Tract 276, King County, Washington","1395","null","409","null","935","354","null","null","230","202","null","null","39","39","null","null","43","46","null","null","0","null","12","null","129","null","191","null","19","27","null","null","0","12","null","null","19","27","null","null",
"1500000US530330276002","Block Group 2, Census Tract 276, King County, Washington","2644","null","409","null","1511","349","null","null","97","71","null","null","261","276","null","null","151","141","null","null","0","null","12","null","189","null","181","null","435","213","null","null","101","147","null","null","334","231","null","null",
"1500000US530330276003","Block Group 3, Census Tract 276, King County, Washington","797","null","189","null","781","186","null","null","0","12","null","null","0","12","null","null","16","25","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1500000US530330277011","Block Group 1, Census Tract 277.01, King County, Washington","1149","null","356","null","984","322","null","null","4","10","null","null","0","12","null","null","109","154","null","null","0","null","12","null","29","null","45","null","23","36","null","null","0","12","null","null","23","36","null","null",
"1500000US530330277012","Block Group 2, Census Tract 277.01, King County, Washington","682","null","233","null","682","233","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1500000US530330277013","Block Group 3, Census Tract 277.01, King County, Washington","914","null","383","null","845","377","null","null","0","12","null","null","0","12","null","null","31","35","null","null","0","null","12","null","0","null","12","null","38","48","null","null","38","48","null","null","0","12","null","null",
"1500000US530330277014","Block Group 4, Census Tract 277.01, King County, Washington","1330","null","348","null","1302","345","null","null","0","12","null","null","0","12","null","null","17","26","null","null","0","null","12","null","0","null","12","null","11","19","null","null","0","12","null","null","11","19","null","null",
"1500000US530330277015","Block Group 5, Census Tract 277.01, King County, Washington","1160","null","318","null","1074","311","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","86","99","null","null","0","12","null","null","86","99","null","null",
"1500000US530330277021","Block Group 1, Census Tract 277.02, King County, Washington","759","null","248","null","743","250","null","null","16","25","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1500000US530330277022","Block Group 2, Census Tract 277.02, King County, Washington","1172","null","291","null","1055","269","null","null","20","33","null","null","40","65","null","null","56","91","null","null","0","null","12","null","1","null","2","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1500000US530330277023","Block Group 3, Census Tract 277.02, King County, Washington","1481","null","380","null","1417","366","null","null","0","12","null","null","47","73","null","null","17","25","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1500000US530330277024","Block Group 4, Census Tract 277.02, King County, Washington","1197","null","265","null","1196","265","null","null","1","4","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1500000US530330278001","Block Group 1, Census Tract 278, King County, Washington","1077","null","200","null","1031","204","null","null","0","12","null","null","0","12","null","null","5","8","null","null","0","null","12","null","25","null","29","null","16","15","null","null","0","12","null","null","16","15","null","null",
"1500000US530330278002","Block Group 2, Census Tract 278, King County, Washington","937","null","156","null","883","152","null","null","0","12","null","null","0","12","null","null","7","13","null","null","25","null","40","null","7","null","11","null","15","24","null","null","0","12","null","null","15","24","null","null",
"1500000US530330278003","Block Group 3, Census Tract 278, King County, Washington","1315","null","223","null","1205","221","null","null","26","43","null","null","1","2","null","null","33","32","null","null","0","null","12","null","0","null","12","null","50","65","null","null","0","12","null","null","50","65","null","null",
"1500000US530330279001","Block Group 1, Census Tract 279, King County, Washington","880","null","420","null","798","429","null","null","3","5","null","null","0","12","null","null","44","63","null","null","0","null","12","null","14","null","25","null","21","32","null","null","21","32","null","null","0","12","null","null",
"1500000US530330279002","Block Group 2, Census Tract 279, King County, Washington","1333","null","274","null","932","267","null","null","82","149","null","null","58","54","null","null","0","12","null","null","14","null","24","null","18","null","30","null","229","203","null","null","0","12","null","null","229","203","null","null",
"1500000US530330279003","Block Group 3, Census Tract 279, King County, Washington","1159","null","364","null","893","328","null","null","90","97","null","null","0","12","null","null","130","145","null","null","0","null","12","null","0","null","12","null","46","75","null","null","0","12","null","null","46","75","null","null",
"1500000US530330279004","Block Group 4, Census Tract 279, King County, Washington","1088","null","395","null","851","319","null","null","19","35","null","null","0","12","null","null","113","133","null","null","0","null","12","null","0","null","12","null","105","104","null","null","0","12","null","null","105","104","null","null",
"1500000US530330279005","Block Group 5, Census Tract 279, King County, Washington","1322","null","537","null","1006","492","null","null","0","12","null","null","16","24","null","null","0","12","null","null","0","null","12","null","216","null","257","null","84","66","null","null","35","43","null","null","49","69","null","null",
"1500000US530330279006","Block Group 6, Census Tract 279, King County, Washington","1475","null","347","null","1157","335","null","null","93","143","null","null","40","56","null","null","143","128","null","null","0","null","12","null","5","null","10","null","37","32","null","null","15","24","null","null","22","29","null","null",
"1500000US530330280001","Block Group 1, Census Tract 280, King County, Washington","1595","null","289","null","634","276","null","null","481","223","null","null","45","61","null","null","7","13","null","null","0","null","12","null","382","null","310","null","46","44","null","null","0","12","null","null","46","44","null","null",
"1500000US530330280002","Block Group 2, Census Tract 280, King County, Washington","1889","null","441","null","799","412","null","null","178","218","null","null","12","21","null","null","503","209","null","null","0","null","12","null","216","null","174","null","181","129","null","null","0","12","null","null","181","129","null","null",
"1500000US530330280003","Block Group 3, Census Tract 280, King County, Washington","903","null","234","null","578","211","null","null","67","71","null","null","29","45","null","null","101","72","null","null","0","null","12","null","97","null","111","null","31","33","null","null","30","33","null","null","1","4","null","null",
"1500000US530330281001","Block Group 1, Census Tract 281, King County, Washington","1416","null","255","null","356","103","null","null","375","211","null","null","15","30","null","null","392","145","null","null","54","null","51","null","15","null","24","null","209","187","null","null","7","11","null","null","202","184","null","null",
"1500000US530330281002","Block Group 2, Census Tract 281, King County, Washington","1208","null","301","null","348","132","null","null","387","155","null","null","0","12","null","null","278","184","null","null","16","null","24","null","70","null","104","null","109","99","null","null","4","9","null","null","105","97","null","null",
"1500000US530330282001","Block Group 1, Census Tract 282, King County, Washington","1909","null","486","null","740","278","null","null","252","155","null","null","1","2","null","null","448","227","null","null","237","null","224","null","114","null","186","null","117","103","null","null","0","12","null","null","117","103","null","null",
"1500000US530330282002","Block Group 2, Census Tract 282, King County, Washington","1795","null","426","null","664","231","null","null","547","397","null","null","9","15","null","null","354","182","null","null","54","null","83","null","74","null","111","null","93","88","null","null","0","12","null","null","93","88","null","null",
"1500000US530330282003","Block Group 3, Census Tract 282, King County, Washington","1322","null","445","null","397","258","null","null","468","336","null","null","9","15","null","null","279","228","null","null","0","null","12","null","109","null","145","null","60","54","null","null","10","16","null","null","50","52","null","null",
"1500000US530330283001","Block Group 1, Census Tract 283, King County, Washington","1212","null","207","null","593","135","null","null","59","41","null","null","20","35","null","null","461","193","null","null","11","null","19","null","9","null","15","null","59","46","null","null","33","40","null","null","26","26","null","null",
"1500000US530330283002","Block Group 2, Census Tract 283, King County, Washington","1394","null","439","null","1033","403","null","null","81","81","null","null","40","39","null","null","47","45","null","null","0","null","12","null","0","null","12","null","193","233","null","null","164","232","null","null","29","32","null","null",
"1500000US530330283003","Block Group 3, Census Tract 283, King County, Washington","2414","null","358","null","1019","252","null","null","299","176","null","null","0","12","null","null","777","229","null","null","0","null","12","null","149","null","128","null","170","183","null","null","0","12","null","null","170","183","null","null",
"1500000US530330284021","Block Group 1, Census Tract 284.02, King County, Washington","943","null","329","null","427","217","null","null","345","242","null","null","0","12","null","null","55","48","null","null","0","null","12","null","116","null","162","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1500000US530330284022","Block Group 2, Census Tract 284.02, King County, Washington","968","null","283","null","484","189","null","null","185","158","null","null","0","12","null","null","150","127","null","null","0","null","12","null","0","null","12","null","149","116","null","null","0","12","null","null","149","116","null","null",
"1500000US530330284023","Block Group 3, Census Tract 284.02, King County, Washington","1583","null","375","null","594","162","null","null","275","254","null","null","8","23","null","null","481","254","null","null","0","null","12","null","84","null","124","null","141","172","null","null","0","12","null","null","141","172","null","null",
"1500000US530330284024","Block Group 4, Census Tract 284.02, King County, Washington","1599","null","309","null","213","138","null","null","923","308","null","null","0","12","null","null","220","139","null","null","0","null","12","null","27","null","45","null","216","196","null","null","56","92","null","null","160","176","null","null",
"1500000US530330284031","Block Group 1, Census Tract 284.03, King County, Washington","2867","null","578","null","561","250","null","null","1310","435","null","null","0","12","null","null","411","303","null","null","342","null","402","null","200","null","270","null","43","53","null","null","0","12","null","null","43","53","null","null",
"1500000US530330284032","Block Group 2, Census Tract 284.03, King County, Washington","1230","null","364","null","594","190","null","null","20","31","null","null","47","59","null","null","47","73","null","null","49","null","68","null","339","null","265","null","134","192","null","null","19","32","null","null","115","186","null","null",
"1500000US530330284033","Block Group 3, Census Tract 284.03, King County, Washington","1204","null","399","null","837","268","null","null","141","171","null","null","49","74","null","null","32","37","null","null","8","null","14","null","1","null","3","null","136","154","null","null","0","12","null","null","136","154","null","null",
"1500000US530330285001","Block Group 1, Census Tract 285, King County, Washington","1137","null","264","null","848","220","null","null","24","30","null","null","69","109","null","null","103","78","null","null","0","null","12","null","0","null","12","null","93","84","null","null","0","12","null","null","93","84","null","null",
"1500000US530330285002","Block Group 2, Census Tract 285, King County, Washington","1352","null","308","null","977","269","null","null","55","45","null","null","0","12","null","null","96","93","null","null","0","null","12","null","169","null","174","null","55","45","null","null","0","12","null","null","55","45","null","null",
"1500000US530330285003","Block Group 3, Census Tract 285, King County, Washington","1424","null","339","null","606","150","null","null","287","208","null","null","0","12","null","null","31","27","null","null","0","null","12","null","112","null","168","null","388","258","null","null","0","12","null","null","388","258","null","null",
"1500000US530330286001","Block Group 1, Census Tract 286, King County, Washington","776","null","208","null","750","213","null","null","0","12","null","null","0","12","null","null","12","21","null","null","0","null","12","null","14","null","24","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1500000US530330286002","Block Group 2, Census Tract 286, King County, Washington","1067","null","322","null","1049","330","null","null","0","12","null","null","0","12","null","null","18","30","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1500000US530330286003","Block Group 3, Census Tract 286, King County, Washington","1112","null","281","null","981","270","null","null","0","12","null","null","0","12","null","null","131","154","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1500000US530330286004","Block Group 4, Census Tract 286, King County, Washington","1152","null","400","null","992","370","null","null","0","12","null","null","0","12","null","null","128","161","null","null","0","null","12","null","17","null","29","null","15","25","null","null","0","12","null","null","15","25","null","null",
"1500000US530330286005","Block Group 5, Census Tract 286, King County, Washington","1659","null","540","null","1132","387","null","null","0","12","null","null","0","12","null","null","13","21","null","null","0","null","12","null","37","null","45","null","477","467","null","null","15","22","null","null","462","475","null","null",
"1500000US530330286006","Block Group 6, Census Tract 286, King County, Washington","853","null","214","null","645","176","null","null","0","12","null","null","0","12","null","null","141","108","null","null","0","null","12","null","0","null","12","null","67","112","null","null","0","12","null","null","67","112","null","null",
"1500000US530330287001","Block Group 1, Census Tract 287, King County, Washington","1000","null","253","null","563","202","null","null","94","103","null","null","0","12","null","null","135","120","null","null","135","null","104","null","6","null","14","null","67","77","null","null","5","34","null","null","62","72","null","null",
"1500000US530330287002","Block Group 2, Census Tract 287, King County, Washington","1064","null","262","null","828","197","null","null","0","12","null","null","0","12","null","null","53","51","null","null","51","null","51","null","26","null","43","null","106","75","null","null","31","50","null","null","75","58","null","null",
"1500000US530330287003","Block Group 3, Census Tract 287, King County, Washington","1655","null","337","null","1291","307","null","null","45","67","null","null","0","12","null","null","182","149","null","null","0","null","12","null","74","null","55","null","63","44","null","null","34","49","null","null","29","33","null","null",
"1500000US530330287004","Block Group 4, Census Tract 287, King County, Washington","1389","null","247","null","1120","251","null","null","49","82","null","null","13","15","null","null","78","73","null","null","11","null","18","null","8","null","11","null","110","108","null","null","0","12","null","null","110","108","null","null",
