"GEO_ID","NAME","B02001_001E","B02001_001EA","B02001_001M","B02001_001MA","B02001_002E","B02001_002M","B02001_002MA","B02001_002EA","B02001_003E","B02001_003M","B02001_003MA","B02001_003EA","B02001_004E","B02001_004M","B02001_004MA","B02001_004EA","B02001_005E","B02001_005M","B02001_005MA","B02001_005EA","B02001_006E","B02001_006EA","B02001_006M","B02001_006MA","B02001_007E","B02001_007EA","B02001_007M","B02001_007MA","B02001_008E","B02001_008M","B02001_008MA","B02001_008EA","B02001_009E","B02001_009M","B02001_009MA","B02001_009EA","B02001_010E","B02001_010M","B02001_010MA","B02001_010EA",
"Geography","Geographic Area Name","Estimate!!Total","Annotation of Estimate!!Total","Margin of Error!!Total","Annotation of Margin of Error!!Total","Estimate!!Total!!White alone","Margin of Error!!Total!!White alone","Annotation of Margin of Error!!Total!!White alone","Annotation of Estimate!!Total!!White alone","Estimate!!Total!!Black or African American alone","Margin of Error!!Total!!Black or African American alone","Annotation of Margin of Error!!Total!!Black or African American alone","Annotation of Estimate!!Total!!Black or African American alone","Estimate!!Total!!American Indian and Alaska Native alone","Margin of Error!!Total!!American Indian and Alaska Native alone","Annotation of Margin of Error!!Total!!American Indian and Alaska Native alone","Annotation of Estimate!!Total!!American Indian and Alaska Native alone","Estimate!!Total!!Asian alone","Margin of Error!!Total!!Asian alone","Annotation of Margin of Error!!Total!!Asian alone","Annotation of Estimate!!Total!!Asian alone","Estimate!!Total!!Native Hawaiian and Other Pacific Islander alone","Annotation of Estimate!!Total!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total!!Native Hawaiian and Other Pacific Islander alone","Annotation of Margin of Error!!Total!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total!!Some other race alone","Annotation of Estimate!!Total!!Some other race alone","Margin of Error!!Total!!Some other race alone","Annotation of Margin of Error!!Total!!Some other race alone","Estimate!!Total!!Two or more races","Margin of Error!!Total!!Two or more races","Annotation of Margin of Error!!Total!!Two or more races","Annotation of Estimate!!Total!!Two or more races","Estimate!!Total!!Two or more races!!Two races including Some other race","Margin of Error!!Total!!Two or more races!!Two races including Some other race","Annotation of Margin of Error!!Total!!Two or more races!!Two races including Some other race","Annotation of Estimate!!Total!!Two or more races!!Two races including Some other race","Estimate!!Total!!Two or more races!!Two races excluding Some other race, and three or more races","Margin of Error!!Total!!Two or more races!!Two races excluding Some other race, and three or more races","Annotation of Margin of Error!!Total!!Two or more races!!Two races excluding Some other race, and three or more races","Annotation of Estimate!!Total!!Two or more races!!Two races excluding Some other race, and three or more races",
"1500000US530330018001","Block Group 1, Census Tract 18, King County, Washington","1841","null","572","null","1302","265","null","null","5","11","null","null","71","85","null","null","143","104","null","null","14","null","22","null","160","null","192","null","146","105","null","null","71","85","null","null","75","55","null","null",
"1500000US530330018002","Block Group 2, Census Tract 18, King County, Washington","1517","null","383","null","1132","340","null","null","0","12","null","null","0","12","null","null","164","121","null","null","17","null","27","null","21","null","24","null","183","126","null","null","0","12","null","null","183","126","null","null",
"1500000US530330018003","Block Group 3, Census Tract 18, King County, Washington","1922","null","509","null","1437","478","null","null","32","52","null","null","0","12","null","null","316","169","null","null","0","null","12","null","12","null","22","null","125","143","null","null","0","12","null","null","125","143","null","null",
"1500000US530330019001","Block Group 1, Census Tract 19, King County, Washington","2319","null","294","null","1522","299","null","null","158","131","null","null","0","12","null","null","480","165","null","null","0","null","12","null","23","null","28","null","136","85","null","null","15","16","null","null","121","81","null","null",
"1500000US530330019002","Block Group 2, Census Tract 19, King County, Washington","1366","null","235","null","1098","210","null","null","56","44","null","null","0","12","null","null","142","96","null","null","12","null","27","null","12","null","19","null","46","42","null","null","0","12","null","null","46","42","null","null",
"1500000US530330019003","Block Group 3, Census Tract 19, King County, Washington","1104","null","188","null","884","162","null","null","0","12","null","null","5","10","null","null","183","137","null","null","0","null","12","null","0","null","12","null","32","31","null","null","0","12","null","null","32","31","null","null",
"1500000US530330020001","Block Group 1, Census Tract 20, King County, Washington","1756","null","199","null","1489","217","null","null","0","12","null","null","0","12","null","null","147","65","null","null","0","null","12","null","43","null","40","null","77","65","null","null","0","12","null","null","77","65","null","null",
"1500000US530330020002","Block Group 2, Census Tract 20, King County, Washington","1034","null","193","null","899","172","null","null","0","12","null","null","0","12","null","null","83","54","null","null","0","null","12","null","0","null","12","null","52","46","null","null","0","12","null","null","52","46","null","null",
"1500000US530330020003","Block Group 3, Census Tract 20, King County, Washington","857","null","173","null","732","159","null","null","5","9","null","null","0","12","null","null","68","63","null","null","0","null","12","null","22","null","25","null","30","30","null","null","0","12","null","null","30","30","null","null",
"1500000US530330021001","Block Group 1, Census Tract 21, King County, Washington","1622","null","196","null","1326","198","null","null","13","20","null","null","0","12","null","null","209","85","null","null","0","null","12","null","46","null","58","null","28","31","null","null","0","12","null","null","28","31","null","null",
"1500000US530330021002","Block Group 2, Census Tract 21, King County, Washington","955","null","180","null","781","175","null","null","8","12","null","null","5","11","null","null","97","62","null","null","0","null","12","null","19","null","24","null","45","42","null","null","0","12","null","null","45","42","null","null",
"1500000US530330021003","Block Group 3, Census Tract 21, King County, Washington","1526","null","240","null","1072","200","null","null","0","12","null","null","0","12","null","null","345","171","null","null","0","null","12","null","47","null","47","null","62","55","null","null","0","12","null","null","62","55","null","null",
"1500000US530330022001","Block Group 1, Census Tract 22, King County, Washington","1585","null","262","null","1190","288","null","null","5","12","null","null","2","5","null","null","192","77","null","null","0","null","12","null","0","null","12","null","196","102","null","null","0","12","null","null","196","102","null","null",
"1500000US530330022002","Block Group 2, Census Tract 22, King County, Washington","1429","null","245","null","1200","239","null","null","0","12","null","null","19","29","null","null","114","71","null","null","17","null","29","null","33","null","55","null","46","49","null","null","0","12","null","null","46","49","null","null",
"1500000US530330022003","Block Group 3, Census Tract 22, King County, Washington","1342","null","242","null","1011","204","null","null","0","12","null","null","0","12","null","null","211","111","null","null","0","null","12","null","0","null","12","null","120","104","null","null","14","23","null","null","106","101","null","null",
"1500000US530330022004","Block Group 4, Census Tract 22, King County, Washington","1263","null","232","null","1091","236","null","null","0","12","null","null","0","12","null","null","125","80","null","null","0","null","12","null","0","null","12","null","47","59","null","null","0","12","null","null","47","59","null","null",
"1500000US530330024001","Block Group 1, Census Tract 24, King County, Washington","913","null","167","null","758","175","null","null","7","11","null","null","0","12","null","null","39","37","null","null","0","null","12","null","59","null","87","null","50","46","null","null","0","12","null","null","50","46","null","null",
"1500000US530330024002","Block Group 2, Census Tract 24, King County, Washington","699","null","157","null","387","112","null","null","9","13","null","null","0","12","null","null","247","152","null","null","0","null","12","null","0","null","12","null","56","40","null","null","0","12","null","null","56","40","null","null",
"1500000US530330024003","Block Group 3, Census Tract 24, King County, Washington","1393","null","180","null","1116","177","null","null","13","18","null","null","0","12","null","null","57","44","null","null","20","null","29","null","19","null","20","null","168","107","null","null","37","52","null","null","131","102","null","null",
"1500000US530330025001","Block Group 1, Census Tract 25, King County, Washington","1598","null","182","null","1435","164","null","null","21","25","null","null","9","14","null","null","58","49","null","null","0","null","12","null","0","null","12","null","75","65","null","null","0","12","null","null","75","65","null","null",
"1500000US530330025002","Block Group 2, Census Tract 25, King County, Washington","1403","null","180","null","1210","175","null","null","7","10","null","null","0","12","null","null","67","62","null","null","0","null","12","null","25","null","38","null","94","76","null","null","0","12","null","null","94","76","null","null",
"1500000US530330026001","Block Group 1, Census Tract 26, King County, Washington","1199","null","234","null","980","214","null","null","17","20","null","null","0","12","null","null","111","50","null","null","0","null","12","null","27","null","27","null","64","46","null","null","0","12","null","null","64","46","null","null",
"1500000US530330026002","Block Group 2, Census Tract 26, King County, Washington","1393","null","227","null","1162","208","null","null","24","39","null","null","26","42","null","null","121","77","null","null","0","null","12","null","0","null","12","null","60","47","null","null","0","12","null","null","60","47","null","null",
"1500000US530330026003","Block Group 3, Census Tract 26, King County, Washington","1474","null","257","null","1204","226","null","null","61","54","null","null","0","12","null","null","101","74","null","null","0","null","12","null","0","null","12","null","108","95","null","null","0","12","null","null","108","95","null","null",
"1500000US530330026004","Block Group 4, Census Tract 26, King County, Washington","945","null","198","null","827","190","null","null","15","23","null","null","0","12","null","null","59","52","null","null","0","null","12","null","0","null","12","null","44","51","null","null","10","15","null","null","34","50","null","null",
"1500000US530330027001","Block Group 1, Census Tract 27, King County, Washington","1927","null","355","null","1642","346","null","null","20","33","null","null","0","12","null","null","77","61","null","null","0","null","12","null","0","null","12","null","188","251","null","null","0","12","null","null","188","251","null","null",
"1500000US530330027002","Block Group 2, Census Tract 27, King County, Washington","1702","null","446","null","1290","383","null","null","0","12","null","null","0","12","null","null","210","130","null","null","0","null","12","null","105","null","141","null","97","93","null","null","0","12","null","null","97","93","null","null",
"1500000US530330027003","Block Group 3, Census Tract 27, King County, Washington","1073","null","361","null","655","214","null","null","13","21","null","null","0","12","null","null","289","366","null","null","0","null","12","null","13","null","20","null","103","86","null","null","51","76","null","null","52","48","null","null",
"1500000US530330027004","Block Group 4, Census Tract 27, King County, Washington","1439","null","282","null","1271","285","null","null","14","23","null","null","1","2","null","null","126","110","null","null","0","null","12","null","0","null","12","null","27","29","null","null","0","12","null","null","27","29","null","null",
"1500000US530330028001","Block Group 1, Census Tract 28, King County, Washington","919","null","242","null","909","242","null","null","4","6","null","null","0","12","null","null","2","4","null","null","0","null","12","null","0","null","12","null","4","5","null","null","0","12","null","null","4","5","null","null",
"1500000US530330028002","Block Group 2, Census Tract 28, King County, Washington","1219","null","253","null","1182","257","null","null","0","12","null","null","0","12","null","null","37","39","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1500000US530330028003","Block Group 3, Census Tract 28, King County, Washington","1277","null","248","null","1001","223","null","null","64","100","null","null","0","12","null","null","133","101","null","null","0","null","12","null","0","null","12","null","79","65","null","null","0","12","null","null","79","65","null","null",
"1500000US530330028004","Block Group 4, Census Tract 28, King County, Washington","1492","null","250","null","1378","266","null","null","0","12","null","null","0","12","null","null","17","21","null","null","0","null","12","null","18","null","28","null","79","83","null","null","0","12","null","null","79","83","null","null",
"1500000US530330029001","Block Group 1, Census Tract 29, King County, Washington","1531","null","230","null","1377","230","null","null","0","12","null","null","1","5","null","null","111","84","null","null","6","null","10","null","11","null","16","null","25","35","null","null","0","12","null","null","25","35","null","null",
"1500000US530330029002","Block Group 2, Census Tract 29, King County, Washington","1531","null","188","null","1402","190","null","null","0","12","null","null","0","12","null","null","43","31","null","null","7","null","12","null","42","null","47","null","37","42","null","null","0","12","null","null","37","42","null","null",
"1500000US530330029003","Block Group 3, Census Tract 29, King County, Washington","1260","null","190","null","1179","195","null","null","0","12","null","null","0","12","null","null","19","20","null","null","0","null","12","null","0","null","12","null","62","84","null","null","0","12","null","null","62","84","null","null",
"1500000US530330030001","Block Group 1, Census Tract 30, King County, Washington","1303","null","218","null","1076","193","null","null","18","25","null","null","0","12","null","null","100","70","null","null","0","null","12","null","0","null","12","null","109","92","null","null","0","12","null","null","109","92","null","null",
"1500000US530330030002","Block Group 2, Census Tract 30, King County, Washington","1457","null","391","null","1211","320","null","null","0","12","null","null","0","12","null","null","82","83","null","null","0","null","12","null","106","null","160","null","58","76","null","null","0","12","null","null","58","76","null","null",
"1500000US530330030003","Block Group 3, Census Tract 30, King County, Washington","1556","null","317","null","1355","303","null","null","0","12","null","null","0","12","null","null","46","54","null","null","18","null","34","null","0","null","12","null","137","133","null","null","0","12","null","null","137","133","null","null",
"1500000US530330030004","Block Group 4, Census Tract 30, King County, Washington","1478","null","337","null","1425","323","null","null","0","12","null","null","0","12","null","null","16","27","null","null","0","null","12","null","0","null","12","null","37","56","null","null","0","12","null","null","37","56","null","null",
"1500000US530330031001","Block Group 1, Census Tract 31, King County, Washington","966","null","223","null","926","223","null","null","0","12","null","null","0","12","null","null","27","31","null","null","0","null","12","null","0","null","12","null","13","20","null","null","0","12","null","null","13","20","null","null",
"1500000US530330031002","Block Group 2, Census Tract 31, King County, Washington","949","null","236","null","900","226","null","null","0","12","null","null","13","22","null","null","36","42","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1500000US530330031003","Block Group 3, Census Tract 31, King County, Washington","1368","null","374","null","1351","372","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","17","26","null","null","0","12","null","null","17","26","null","null",
"1500000US530330031004","Block Group 4, Census Tract 31, King County, Washington","1726","null","332","null","1569","312","null","null","0","12","null","null","0","12","null","null","35","40","null","null","0","null","12","null","0","null","12","null","122","106","null","null","0","12","null","null","122","106","null","null",
"1500000US530330031005","Block Group 5, Census Tract 31, King County, Washington","1206","null","189","null","1024","152","null","null","37","86","null","null","0","12","null","null","125","118","null","null","0","null","12","null","0","null","12","null","20","32","null","null","0","12","null","null","20","32","null","null",
"1500000US530330032001","Block Group 1, Census Tract 32, King County, Washington","982","null","275","null","869","276","null","null","33","51","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","80","87","null","null","0","12","null","null","80","87","null","null",
"1500000US530330032002","Block Group 2, Census Tract 32, King County, Washington","1397","null","302","null","1226","275","null","null","0","12","null","null","8","18","null","null","37","50","null","null","19","null","31","null","52","null","86","null","55","49","null","null","0","12","null","null","55","49","null","null",
"1500000US530330032003","Block Group 3, Census Tract 32, King County, Washington","1089","null","237","null","936","188","null","null","20","32","null","null","28","45","null","null","86","93","null","null","0","null","12","null","0","null","12","null","19","33","null","null","0","12","null","null","19","33","null","null",
"1500000US530330032004","Block Group 4, Census Tract 32, King County, Washington","1169","null","384","null","994","352","null","null","0","12","null","null","0","12","null","null","72","75","null","null","0","null","12","null","56","null","91","null","47","57","null","null","0","12","null","null","47","57","null","null",
"1500000US530330032005","Block Group 5, Census Tract 32, King County, Washington","553","null","160","null","509","151","null","null","0","12","null","null","0","12","null","null","17","27","null","null","0","null","12","null","27","null","42","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1500000US530330032006","Block Group 6, Census Tract 32, King County, Washington","1906","null","589","null","1803","576","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","103","100","null","null","0","12","null","null","103","100","null","null",
"1500000US530330032007","Block Group 7, Census Tract 32, King County, Washington","1327","null","413","null","1122","361","null","null","0","12","null","null","0","12","null","null","121","142","null","null","0","null","12","null","58","null","94","null","26","32","null","null","0","12","null","null","26","32","null","null",
"1500000US530330033001","Block Group 1, Census Tract 33, King County, Washington","1719","null","252","null","1603","248","null","null","19","32","null","null","0","12","null","null","35","40","null","null","0","null","12","null","33","null","38","null","29","45","null","null","0","12","null","null","29","45","null","null",
"1500000US530330033002","Block Group 2, Census Tract 33, King County, Washington","880","null","237","null","843","230","null","null","0","12","null","null","0","12","null","null","16","27","null","null","0","null","12","null","0","null","12","null","21","33","null","null","0","12","null","null","21","33","null","null",
"1500000US530330033003","Block Group 3, Census Tract 33, King County, Washington","1879","null","332","null","1512","293","null","null","51","60","null","null","0","12","null","null","80","109","null","null","0","null","12","null","117","null","156","null","119","115","null","null","19","30","null","null","100","112","null","null",
"1500000US530330033004","Block Group 4, Census Tract 33, King County, Washington","1034","null","219","null","915","225","null","null","16","25","null","null","0","12","null","null","103","79","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1500000US530330033005","Block Group 5, Census Tract 33, King County, Washington","1045","null","232","null","792","200","null","null","0","12","null","null","0","12","null","null","120","89","null","null","0","null","12","null","0","null","12","null","133","81","null","null","0","12","null","null","133","81","null","null",
"1500000US530330034001","Block Group 1, Census Tract 34, King County, Washington","1359","null","197","null","1141","184","null","null","22","32","null","null","19","28","null","null","77","57","null","null","0","null","12","null","9","null","13","null","91","61","null","null","8","13","null","null","83","61","null","null",
"1500000US530330034002","Block Group 2, Census Tract 34, King County, Washington","1203","null","246","null","1115","262","null","null","0","12","null","null","0","12","null","null","51","55","null","null","0","null","12","null","0","null","12","null","37","33","null","null","0","12","null","null","37","33","null","null",
"1500000US530330034003","Block Group 3, Census Tract 34, King County, Washington","1136","null","195","null","1007","192","null","null","24","37","null","null","0","12","null","null","64","43","null","null","0","null","12","null","0","null","12","null","41","38","null","null","0","12","null","null","41","38","null","null",
"1500000US530330035001","Block Group 1, Census Tract 35, King County, Washington","1170","null","163","null","942","111","null","null","22","27","null","null","0","12","null","null","175","150","null","null","0","null","12","null","0","null","12","null","31","37","null","null","0","12","null","null","31","37","null","null",
"1500000US530330035002","Block Group 2, Census Tract 35, King County, Washington","1512","null","218","null","1272","207","null","null","10","15","null","null","0","12","null","null","73","62","null","null","0","null","12","null","0","null","12","null","157","98","null","null","0","12","null","null","157","98","null","null",
"1500000US530330035003","Block Group 3, Census Tract 35, King County, Washington","1311","null","268","null","1080","202","null","null","8","11","null","null","1","3","null","null","55","37","null","null","0","null","12","null","10","null","14","null","157","218","null","null","0","12","null","null","157","218","null","null",
"1500000US530330036001","Block Group 1, Census Tract 36, King County, Washington","1426","null","339","null","1130","260","null","null","30","51","null","null","0","12","null","null","92","79","null","null","0","null","12","null","61","null","75","null","113","65","null","null","0","12","null","null","113","65","null","null",
